"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","106",1
"2","112",2
"3","152",3
"4","164",4
"5","148",5
"6","162",5
"7","180",5
"8","188",5
"9","130",6
"10","104",7
"14","132",8
"16","186",8
"17","160",9
"18","102",10
"19","110",11
"11","146",11
"12","178",11
"13","168",12
"21","108",12
"15","174",12
"20","138",13
"22","158",14
"23","122",15
"25","114",16
"24","126",16
"26","136",17
"27","166",18
"28","192",19
"29","170",20
"30","134",21
"31","124",22
"33","187",22
"34","101",23
"32","156",23
"37","144",24
"35","190",24
"38","176",25
"39","113",26
"40","140",27
"36","142",27
"42","100",27
"43","118",28
"45","150",29
"47","128",30
"53","8",31
"41","177",31
"58","54",31
"52","78",31
"54","4",32
"59","66",33
"60","172",33
"48","167",33
"62","36",33
"63","94",34
"44","119",34
"46","105",35
"65","86",35
"49","117",35
"51","139",36
"66","30",36
"67","88",36
"68","92",36
"50","111",36
"69","98",36
"80","80",37
"73","18",38
"75","28",38
"64","147",38
"90","198",38
"76","44",38
"74","2",39
"55","193",39
"77","56",39
"79","74",39
"87","16",39
"83","6",39
"93","84",39
"78","72",39
"91","24",39
"85","64",39
"95","120",39
"81","22",39
"56","109",39
"57","157",39
"92","32",39
"61","155",39
"82","46",39
"84","62",39
"94","90",39
"70","103",39
"71","153",39
"72","163",39
"96","10",39
"98","38",39
"99","60",39
"100","82",40
"88","161",40
"89","171",40
"86","107",41
"107","116",41
"102","12",41
"105","20",41
"112","194",41
"108","34",41
"97","127",41
"106","68",41
"101","151",41
"110","52",41
"104","175",41
"113","58",41
"117","182",41
"109","48",41
"103","149",41
"115","40",41
"121","49",41
"116","96",41
"114","169",41
"111","189",41
"118","131",42
"119","143",43
"120","14",44
"122","123",45
"124","42",45
"123","26",46
"131","184",46
"132","196",46
"125","183",46
"126","76",47
"128","191",47
"127","50",47
"134","1",47
"130","137",47
"133","121",48
"135","141",49
"137","7",49
"129","70",49
"136","133",50
"138","159",50
"139","181",50
"140","165",51
"142","129",52
"141","197",52
"143","135",53
"144","125",54
"145","145",54
"146","200",54
"147","47",55
"151","154",55
"150","81",55
"159","185",55
"153","115",56
"161","195",57
"158","179",58
"188","73",59
"197","93",59
"162","199",60
"148","5",60
"157","173",60
"149","75",60
"170","33",61
"163","21",62
"199","97",63
"155","15",64
"185","67",65
"168","3",66
"182","61",67
"189","77",67
"173","39",68
"200","99",69
"195","9",70
"186","69",71
"174","41",72
"180","57",72
"183","63",72
"187","71",73
"198","95",74
"164","23",75
"192","85",75
"152","11",76
"176","45",77
"191","83",78
"156","17",79
"175","43",80
"190","79",81
"196","91",81
"193","87",82
"154","13",83
"160","19",83
"178","53",84
"179","55",84
"171","35",85
"165","25",86
"166","27",87
"172","37",87
"181","59",87
"169","31",88
"194","89",88
"167","29",89
"184","65",90
"177","51",91
