"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","110",1
"2","108",2
"3","118",3
"4","128",4
"5","104",5
"6","134",6
"9","180",7
"11","116",8
"7","192",8
"8","126",9
"10","102",10
"12","174",11
"13","138",12
"14","190",12
"15","176",13
"16","140",14
"17","152",15
"18","112",16
"19","136",17
"20","144",18
"21","172",19
"22","122",20
"23","158",20
"25","114",21
"24","146",21
"26","188",22
"27","162",23
"29","189",23
"28","186",23
"30","106",24
"34","148",25
"35","130",26
"36","48",26
"38","124",27
"41","109",28
"37","142",28
"42","150",28
"39","156",28
"31","164",28
"32","168",28
"33","178",28
"40","184",29
"43","196",30
"44","105",31
"47","132",32
"48","182",33
"49","198",34
"45","107",34
"46","121",35
"53","181",36
"59","2",36
"58","6",36
"61","88",37
"50","101",37
"54","191",37
"51","111",37
"52","175",37
"64","4",37
"69","84",37
"67","8",38
"68","80",39
"55","103",39
"57","157",39
"75","96",39
"65","74",39
"66","76",39
"56","123",39
"70","98",39
"76","12",39
"78","54",40
"72","30",40
"79","52",40
"74","68",40
"60","169",40
"73","66",40
"77","36",41
"80","64",42
"62","141",42
"83","42",42
"85","92",42
"63","113",42
"82","40",42
"84","56",42
"86","100",43
"71","161",43
"91","24",43
"90","16",44
"88","14",44
"93","28",44
"95","44",45
"87","131",45
"101","90",45
"92","26",45
"99","32",45
"89","135",45
"94","18",45
"81","149",45
"98","183",45
"109","93",45
"100","72",45
"105","86",45
"102","10",46
"103","129",46
"104","22",47
"107","46",48
"106","38",49
"110","20",50
"108","60",50
"96","127",50
"97","177",50
"117","94",50
"111","62",50
"112","82",50
"113","34",51
"121","120",51
"122","166",51
"115","195",51
"116","50",52
"114","119",52
"125","160",52
"124","170",52
"120","78",52
"118","173",52
"123","151",52
"119","58",52
"127","117",53
"126","165",53
"128","125",54
"129","143",55
"131","139",56
"136","3",56
"133","167",56
"130","133",56
"134","147",56
"132","137",56
"135","179",57
"142","73",57
"138","145",57
"139","185",57
"140","187",57
"143","51",57
"144","71",58
"137","70",58
"145","153",58
"146","163",58
"141","159",58
"148","171",59
"149","1",59
"147","115",59
"150","155",60
"151","7",61
"155","194",61
"152","47",61
"153","53",62
"157","197",62
"158","200",62
"154","91",62
"156","13",63
"159","35",64
"163","154",64
"169","199",65
"161","97",65
"168","193",65
"160","57",65
"162","27",66
"188","67",66
"191","77",67
"174","31",68
"182","5",68
"173","29",69
"177","39",69
"170","21",70
"199","95",70
"165","15",71
"175","33",71
"178","41",71
"180","45",71
"184","59",72
"192","79",72
"197","89",72
"171","23",73
"181","49",73
"194","83",74
"198","9",74
"164","11",75
"179","43",75
"167","19",76
"200","99",77
"183","55",78
"193","81",78
"166","17",79
"172","25",80
"176","37",80
"190","75",80
"189","69",81
"195","85",82
"185","61",83
"186","63",83
"196","87",84
"187","65",85
