"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","107",1
"2","113",2
"3","105",3
"4","109",3
"5","129",4
"6","177",5
"7","101",6
"8","185",6
"9","111",7
"10","119",8
"11","121",9
"12","175",9
"13","189",10
"14","145",11
"15","123",12
"16","151",12
"17","117",13
"21","169",14
"22","103",15
"23","147",16
"24","191",16
"26","141",17
"18","139",17
"19","143",17
"20","161",17
"28","183",17
"25","127",17
"30","135",17
"27","167",17
"29","187",18
"31","131",19
"32","159",20
"33","155",21
"34","197",21
"36","190",21
"38","104",22
"35","195",22
"37","157",23
"39","115",24
"40","153",24
"41","163",24
"42","181",25
"43","134",26
"45","47",26
"44","192",26
"48","173",26
"49","137",27
"50","1",28
"46","110",28
"47","176",28
"51","149",29
"56","165",29
"55","133",30
"57","7",31
"52","152",31
"53","186",31
"66","63",31
"67","69",31
"65","57",32
"54","102",32
"69","51",32
"71","77",32
"70","73",33
"72","89",33
"68","11",34
"80","71",35
"81","81",36
"58","106",36
"60","158",36
"61","188",36
"77","3",36
"78","33",36
"82","87",36
"75","21",37
"73","15",38
"59","108",38
"63","126",39
"76","25",39
"79","37",39
"87","5",39
"74","174",39
"88","95",39
"62","112",39
"93","93",39
"64","196",39
"92","43",39
"89","39",39
"90","91",39
"83","118",39
"84","128",39
"85","136",39
"94","99",39
"95","41",39
"97","75",40
"96","53",41
"86","138",41
"98","83",41
"99","85",41
"100","9",41
"101","13",42
"91","172",42
"104","23",42
"103","45",42
"102","35",43
"110","59",43
"111","79",43
"106","114",44
"112","125",44
"107","132",44
"105","27",44
"109","49",45
"116","116",46
"119","31",47
"108","178",47
"118","29",47
"123","97",48
"122","19",49
"113","162",49
"114","168",49
"128","179",49
"126","67",49
"115","180",49
"117","148",50
"124","17",50
"121","130",50
"125","55",50
"120","122",50
"127","164",51
"133","76",51
"129","124",51
"134","146",51
"130","184",51
"131","140",52
"138","199",52
"132","160",52
"137","170",52
"135","142",52
"136","166",52
"139","65",53
"140","144",54
"142","182",54
"143","198",55
"146","150",55
"144","92",55
"145","120",56
"141","16",56
"150","193",56
"147","61",56
"149","156",56
"151","171",56
"148","66",56
"152","28",57
"153","32",58
"161","194",58
"164","200",59
"154","64",59
"159","154",60
"191","8",61
"180","54",62
"188","72",62
"170","36",63
"162","2",64
"171","38",64
"172","4",65
"198","94",65
"194","84",66
"183","6",67
"184","60",67
"195","86",68
"197","90",68
"169","34",69
"175","44",70
"190","78",70
"166","24",71
"179","52",71
"200","98",71
"199","96",72
"156","100",73
"168","30",73
"192","80",74
"186","68",75
"193","82",76
"157","12",77
"160","18",78
"181","56",78
"185","62",78
"165","22",79
"176","46",79
"178","50",79
"187","70",79
"189","74",79
"196","88",80
"155","10",81
"177","48",81
"182","58",82
"163","20",83
"174","42",83
"173","40",84
"158","14",85
"167","26",86
