"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","174",1
"2","138",2
"3","152",3
"4","102",4
"5","104",5
"6","106",6
"8","188",7
"7","142",8
"9","136",9
"11","112",10
"12","172",10
"13","110",11
"10","108",11
"15","198",12
"14","146",12
"16","126",13
"17","132",14
"18","134",15
"19","162",16
"20","186",17
"25","111",17
"21","164",17
"22","178",18
"30","161",18
"23","192",18
"24","130",19
"29","113",19
"26","122",19
"27","158",19
"28","114",20
"33","8",20
"31","168",20
"32","105",21
"36","6",21
"34","148",21
"39","62",21
"35","101",21
"45","24",21
"40","190",21
"46","4",21
"41","160",21
"49","96",21
"44","176",21
"43","50",21
"37","119",21
"53","98",21
"57","2",22
"58","66",22
"60","30",23
"63","16",23
"55","166",23
"48","124",23
"61","100",23
"59","170",23
"64","90",23
"65","36",24
"38","109",24
"66","54",24
"67","58",24
"68","68",24
"56","140",24
"69","28",25
"72","10",25
"73","32",25
"70","44",25
"77","86",25
"74","92",25
"42","107",25
"51","167",26
"75","56",26
"76","84",26
"81","118",26
"79","128",26
"47","139",26
"87","5",26
"83","144",26
"52","185",26
"85","180",26
"54","131",26
"78","82",26
"50","117",26
"80","20",26
"84","14",27
"86","38",28
"88","12",29
"90","26",30
"92","120",30
"62","127",30
"71","103",31
"98","61",31
"82","147",31
"100","89",31
"91","88",31
"107","9",31
"94","48",31
"95","52",31
"96","60",31
"104","1",31
"101","78",31
"109","182",31
"89","189",31
"97","40",31
"93","177",31
"106","80",31
"114","116",31
"112","99",31
"99","137",31
"103","70",31
"105","175",32
"111","18",32
"119","156",32
"102","183",32
"122","200",32
"121","184",33
"110","34",33
"108","157",33
"126","196",33
"115","64",33
"116","22",34
"117","74",34
"118","123",35
"113","187",35
"128","67",35
"127","7",35
"120","179",35
"124","46",35
"132","150",35
"125","151",35
"131","71",35
"129","94",35
"130","115",36
"136","3",36
"123","42",36
"139","83",36
"134","169",37
"133","121",38
"135","17",38
"138","81",38
"140","129",38
"144","153",39
"145","163",39
"141","133",40
"147","23",40
"148","13",40
"142","141",40
"143","145",40
"146","181",40
"149","155",41
"153","194",41
"151","149",42
"152","159",43
"137","76",43
"150","135",44
"161","85",44
"157","165",45
"158","191",45
"155","125",46
"154","72",46
"162","35",46
"156","143",46
"160","197",46
"171","47",46
"174","73",47
"163","93",47
"166","27",48
"170","43",49
"172","57",50
"173","69",51
"176","77",51
"159","195",51
"167","29",51
"168","31",51
"169","33",52
"175","75",52
"165","21",53
"164","11",54
"181","95",54
"178","19",55
"177","15",56
"180","63",56
"182","173",56
"183","193",56
"184","199",56
"179","45",56
"194","91",57
"193","87",58
"187","39",59
"191","53",59
"189","49",60
"188","41",61
"195","97",62
"185","25",63
"186","37",64
"196","154",64
"192","59",64
"197","171",64
"190","51",64
"200","79",65
"199","65",66
"198","55",67
