"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","173",1
"2","105",2
"3","169",3
"4","107",4
"5","143",5
"6","189",6
"7","183",7
"8","121",8
"9","167",9
"10","113",10
"11","159",11
"12","193",11
"13","155",12
"14","181",12
"15","101",13
"18","109",14
"16","191",14
"17","157",15
"19","115",16
"21","103",16
"20","129",16
"22","111",17
"23","119",18
"24","149",19
"26","171",19
"27","127",20
"28","179",21
"29","117",22
"30","177",22
"33","175",23
"25","151",23
"34","153",23
"35","163",23
"31","137",23
"36","195",24
"39","91",24
"32","147",24
"37","187",25
"38","123",26
"40","139",26
"41","161",26
"42","65",26
"43","141",27
"46","3",27
"48","133",28
"49","165",28
"54","69",29
"47","106",29
"56","135",29
"52","1",29
"53","63",29
"55","57",30
"58","73",31
"59","93",31
"45","102",31
"60","11",31
"44","110",31
"57","131",31
"62","7",32
"66","87",33
"50","126",33
"67","47",33
"68","53",34
"71","125",34
"63","25",34
"64","37",34
"51","136",34
"73","21",34
"74","33",35
"72","15",36
"77","45",36
"69","79",36
"78","49",36
"65","59",36
"79","51",36
"75","39",37
"80","75",38
"61","178",38
"70","168",39
"85","185",39
"76","41",39
"81","83",39
"82","134",40
"83","5",41
"86","112",42
"84","118",42
"87","144",43
"89","128",44
"92","67",44
"88","172",44
"90","180",45
"91","190",45
"94","176",46
"93","152",47
"99","160",47
"102","85",48
"97","116",48
"95","9",48
"100","182",48
"98","146",49
"103","23",50
"96","97",50
"105","108",50
"101","61",50
"106","13",51
"109","130",51
"116","145",51
"111","164",51
"104","81",51
"108","184",52
"110","162",52
"115","43",52
"112","95",52
"113","188",53
"107","17",53
"114","35",54
"117","27",55
"118","71",56
"126","124",56
"127","197",56
"122","104",56
"120","19",56
"119","99",56
"125","122",56
"132","158",56
"128","192",56
"121","31",56
"131","174",56
"123","29",56
"124","55",57
"129","89",58
"130","132",59
"135","138",59
"139","16",59
"133","186",59
"137","156",59
"136","148",59
"140","194",60
"141","196",60
"138","140",60
"143","2",61
"145","32",61
"142","170",61
"149","142",61
"151","166",61
"150","150",62
"144","28",62
"146","44",62
"147","114",63
"134","77",63
"148","120",64
"152","72",65
"157","94",65
"154","38",66
"156","84",66
"158","199",66
"153","12",66
"162","60",66
"155","66",66
"160","36",67
"163","86",68
"159","34",69
"161","52",70
"180","8",70
"171","48",71
"164","96",71
"170","40",72
"179","78",73
"176","64",74
"172","50",75
"177","70",75
"166","100",76
"182","88",77
"169","4",78
"175","6",79
"188","198",79
"174","56",79
"186","154",79
"189","200",80
"173","54",80
"184","98",80
"200","92",80
"168","24",80
"193","42",80
"183","90",80
"178","74",81
"198","76",81
"165","10",81
"187","18",81
"190","22",82
"194","46",82
"192","30",83
"181","82",83
"167","20",84
"196","62",84
"199","80",84
"185","14",85
"191","26",86
"195","58",87
"197","68",88
