"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","57",1
"2","198",2
"3","43",3
"4","30",4
"5","32",4
"6","36",5
"7","164",6
"8","69",6
"9","94",6
"10","105",7
"11","63",7
"12","181",8
"13","84",8
"14","108",9
"15","117",9
"16","189",9
"17","78",10
"18","124",11
"19","127",11
"20","125",12
"21","137",12
"22","139",13
"23","58",13
"24","60",13
"25","72",13
"26","140",14
"27","175",14
"28","25",14
"29","7",14
"30","93",14
"31","28",15
"32","55",16
"33","169",17
"34","73",17
"35","121",18
"36","193",18
"37","131",19
"42","194",19
"39","91",19
"38","176",20
"40","95",21
"41","182",22
"46","184",22
"43","134",22
"45","85",23
"48","199",23
"44","38",23
"47","130",24
"49","89",25
"50","133",26
"52","187",27
"51","119",28
"53","33",29
"54","27",30
"55","71",31
"57","102",32
"56","48",32
"58","51",33
"59","22",34
"60","44",34
"61","45",35
"63","18",36
"62","153",37
"64","132",38
"66","103",39
"65","197",39
"67","14",40
"68","163",41
"69","53",42
"72","88",43
"70","135",44
"71","141",44
"73","161",44
"74","112",45
"75","110",46
"76","62",46
"77","126",47
"78","37",48
"80","186",49
"81","42",49
"79","129",50
"82","100",51
"83","31",51
"84","160",52
"87","10",53
"86","70",53
"85","50",54
"88","2",55
"90","158",56
"91","183",56
"92","41",57
"89","136",58
"97","156",59
"98","159",59
"93","170",59
"94","34",59
"96","80",59
"95","75",60
"99","17",61
"100","172",62
"102","173",62
"101","79",62
"103","185",63
"104","178",64
"107","174",64
"108","200",64
"106","116",64
"105","191",64
"110","146",65
"109","11",66
"112","149",66
"111","180",66
"113","177",67
"114","96",67
"115","115",68
"116","165",69
"118","16",70
"117","15",71
"119","155",71
"120","52",72
"123","49",73
"122","29",74
"121","152",75
"124","67",76
"128","99",76
"125","92",76
"126","3",77
"130","196",77
"131","23",78
"129","109",79
"132","147",80
"127","40",80
"134","46",81
"136","77",82
"137","104",83
"133","167",83
"138","66",84
"135","148",84
"141","47",84
"142","101",85
"139","157",85
"140","35",85
"143","19",86
"144","24",87
"147","83",88
"145","39",89
"146","56",89
"148","97",89
"149","87",90
"150","128",91
"151","162",92
"156","6",93
"152","65",93
"153","143",94
"155","190",95
"158","138",95
"159","1",96
"157","123",96
"154","168",96
"160","166",97
"161","98",98
"163","113",98
"162","4",98
"165","171",99
"166","192",100
"167","81",101
"168","144",101
"164","150",101
"169","68",102
"170","120",103
"172","54",104
"171","9",104
"174","111",104
"173","26",104
"176","188",105
"177","61",105
"175","106",106
"180","82",107
"178","12",108
"181","154",108
"179","151",108
"191","20",108
"193","5",109
"190","195",110
"187","142",111
"184","118",112
"183","114",113
"192","21",113
"197","76",113
"185","122",114
"186","13",115
"195","64",115
"198","8",115
"188","145",116
"189","179",116
"194","59",116
"196","74",116
"200","90",116
"182","107",117
"199","86",118
