"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","108",1
"2","181",2
"3","57",3
"5","43",4
"6","69",5
"7","94",5
"8","140",6
"9","193",6
"10","169",7
"11","55",8
"12","73",8
"4","85",8
"13","30",9
"14","32",10
"15","84",11
"16","105",12
"17","164",12
"18","78",13
"19","184",14
"20","127",15
"24","63",16
"26","72",17
"21","28",17
"22","60",17
"23","7",17
"28","93",17
"25","25",17
"27","175",18
"30","125",18
"29","58",18
"31","91",19
"32","95",20
"35","36",21
"33","38",21
"36","124",21
"39","189",21
"34","89",21
"43","117",21
"44","137",21
"48","121",22
"37","27",22
"38","187",23
"41","48",24
"52","134",24
"40","103",24
"42","71",24
"45","51",25
"46","102",26
"55","130",26
"50","133",26
"47","44",26
"59","131",26
"56","33",26
"49","45",26
"51","100",27
"57","176",27
"60","182",27
"54","10",27
"58","75",28
"53","88",28
"64","119",28
"61","14",28
"62","112",29
"65","172",29
"63","62",29
"68","141",30
"67","135",31
"72","22",31
"66","110",31
"75","18",31
"69","37",31
"74","53",31
"70","2",31
"71","31",32
"82","153",32
"73","160",32
"84","161",32
"76","34",32
"77","70",33
"78","17",34
"87","126",34
"86","16",34
"89","163",34
"80","79",34
"81","173",34
"79","50",34
"98","171",34
"88","42",34
"96","67",34
"92","3",34
"83","185",34
"85","146",35
"93","129",35
"94","159",35
"95","186",35
"99","41",36
"102","132",36
"97","170",36
"101","23",36
"103","158",37
"104","80",38
"105","109",39
"90","11",39
"106","136",39
"108","99",39
"109","183",39
"91","96",39
"107","156",39
"112","101",39
"100","177",39
"119","24",39
"117","19",40
"121","56",40
"110","180",40
"111","165",41
"116","178",41
"118","191",41
"115","52",41
"114","49",42
"123","116",42
"113","29",42
"128","6",42
"131","65",43
"120","40",43
"122","92",43
"126","149",43
"124","77",43
"125","104",44
"134","4",44
"135","98",44
"133","15",45
"143","139",45
"137","174",45
"144","194",45
"127","46",45
"129","167",46
"136","155",46
"130","35",46
"132","148",47
"140","83",47
"138","97",47
"148","54",47
"150","198",47
"141","115",47
"139","152",47
"153","197",47
"145","47",47
"142","87",47
"147","1",48
"146","66",48
"149","147",49
"151","157",50
"152","123",51
"155","113",52
"154","39",52
"167","8",52
"156","192",52
"160","138",52
"157","162",52
"158","9",52
"169","106",52
"159","128",52
"161","143",52
"170","82",52
"163","196",52
"162","68",52
"172","20",52
"166","120",52
"164","168",52
"165","190",52
"174","5",52
"175","90",52
"168","81",52
"171","144",53
"177","74",53
"178","179",54
"176","26",54
"180","111",55
"181","12",56
"183","199",56
"173","166",56
"185","59",56
"186","61",57
"184","122",58
"182","188",58
"188","154",58
"187","64",58
"192","13",59
"179","150",59
"189","107",60
"195","151",61
"197","200",61
"200","86",61
"198","21",62
"191","118",63
"190","114",64
"194","145",64
"199","76",64
"193","142",65
"196","195",66
