"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","105",1
"2","57",2
"3","32",3
"4","63",4
"5","69",4
"6","72",5
"7","78",5
"8","25",6
"9","60",6
"10","28",7
"11","7",8
"12","30",9
"13","43",9
"14","36",10
"15","164",11
"16","108",12
"17","189",13
"19","94",14
"20","175",15
"22","193",16
"23","55",17
"18","91",17
"25","169",17
"26","121",18
"27","184",19
"21","38",19
"24","182",20
"29","58",20
"30","95",21
"31","134",22
"38","84",22
"36","124",23
"37","181",24
"32","176",24
"40","140",24
"41","194",24
"28","89",24
"43","127",24
"45","93",24
"42","117",25
"44","137",26
"47","139",26
"35","85",26
"33","102",26
"48","73",26
"50","125",27
"39","33",27
"34","44",27
"51","131",27
"46","187",27
"53","130",27
"49","71",27
"55","110",27
"56","126",27
"57","37",28
"52","51",28
"59","119",29
"61","27",30
"65","100",30
"54","45",30
"58","22",31
"68","133",31
"60","18",31
"69","2",31
"62","103",31
"70","183",31
"67","48",31
"64","53",31
"71","70",31
"74","16",31
"63","141",31
"73","34",31
"66","135",31
"75","50",31
"72","112",31
"76","62",32
"81","79",32
"79","153",33
"77","42",33
"78","129",34
"80","159",35
"86","132",35
"82","10",35
"84","186",35
"85","75",35
"90","163",35
"92","11",35
"87","136",35
"83","173",35
"89","14",35
"88","41",35
"94","88",35
"91","80",35
"99","197",35
"93","172",35
"96","161",35
"100","96",35
"95","17",35
"98","185",36
"102","31",36
"101","160",37
"97","178",37
"103","116",38
"105","158",39
"104","191",39
"107","52",39
"106","156",39
"110","109",39
"108","177",39
"112","155",40
"114","170",40
"113","115",41
"111","15",41
"109","146",41
"122","87",41
"115","180",41
"118","49",42
"117","3",43
"116","67",43
"119","23",44
"120","92",44
"121","165",45
"124","104",45
"123","77",45
"128","66",46
"131","47",46
"138","1",46
"130","46",46
"132","99",46
"134","24",47
"125","152",47
"126","174",47
"135","101",47
"143","4",47
"136","19",47
"127","29",47
"137","97",47
"140","56",48
"141","83",48
"133","196",48
"139","39",49
"142","143",50
"129","40",50
"153","59",50
"144","128",50
"145","147",51
"146","167",52
"156","198",52
"149","35",52
"147","65",52
"150","6",53
"151","123",54
"148","168",54
"161","199",54
"154","148",54
"152","190",54
"155","98",55
"157","162",56
"160","81",57
"159","192",58
"158","113",59
"163","149",59
"162","171",59
"164","138",60
"172","64",60
"165","68",60
"167","54",61
"168","9",61
"166","157",62
"173","8",62
"169","166",62
"171","150",63
"176","5",63
"170","120",63
"175","61",63
"177","107",63
"178","86",63
"180","106",64
"181","12",64
"179","26",64
"185","82",65
"184","20",66
"186","154",66
"182","188",66
"187","111",66
"183","195",66
"188","118",67
"197","21",68
"174","144",68
"199","76",68
"200","90",69
"194","151",70
"198","74",71
"196","200",72
"189","114",73
"190","122",74
"191","13",74
"193","145",74
"192","142",75
"195","179",76
