node,hopcount,latency,power,deploymentPenalty,utilization
0,4,388,626,15400,0
1,4,475,735,8700,0
2,4,437,773,12080,0
3,3,402,686,15360,0
4,3,446,743,19680,0
5,4,464,770,14880,0
6,4,417,630,2900,0
7,4,440,643,19380,0
8,4,492,665,16300,0
9,5,582,748,8580,0
10,5,568,761,10380,0
11,5,551,557,17540,0
12,5,546,741,19400,0
13,5,628,652,7080,0
14,5,508,712,11480,0
15,4,508,790,11260,0
16,4,562,679,9460,0
17,5,569,557,6520,0
18,5,620,643,13480,0
19,5,612,777,17660,0
20,5,496,662,18540,0
21,5,591,744,6240,0
22,5,548,785,12200,0
23,5,490,799,13540,0
24,5,652,684,2560,0
25,5,642,573,17060,0
26,5,576,739,5180,0
27,5,542,544,2900,0
28,5,594,773,11900,0
29,4,428,691,1500,0
30,5,600,611,8440,0
31,5,528,789,1400,0
32,5,490,741,5000,0
33,5,650,530,9080,0
34,5,564,605,13300,0
35,5,466,530,1740,0
36,5,652,720,7800,0
37,5,590,702,4220,0
38,5,537,754,13860,0
39,5,583,633,12340,0
40,5,563,671,8780,0
41,5,627,752,7780,0
42,5,594,723,1220,0
43,5,723,572,6340,0
44,4,510,608,6460,0
45,3,434,715,12800,0
46,5,857,500,13360,0
47,5,573,691,5540,0
48,4,532,624,11800,0
49,4,569,699,8940,0
50,5,631,547,5920,0
51,5,567,727,11660,0
52,4,618,640,6920,0
53,5,457,556,16440,0
54,5,614,718,2580,0
55,5,602,595,13900,0
56,5,541,747,1040,0
57,5,586,695,3260,1
58,5,645,530,19600,0
59,5,618,582,2540,0
60,4,482,540,17380,0
61,4,545,762,7600,0
62,3,469,704,1760,0
63,5,617,773,18840,0
64,4,625,697,14320,0
65,5,569,612,13160,0
66,5,532,502,12160,0
67,4,606,716,16000,0
68,5,547,549,1780,0
69,5,707,665,8500,0
70,4,554,514,5540,0
71,5,578,621,2340,0
72,5,479,773,2880,0
73,5,573,603,19560,0
74,4,496,590,9100,0
75,4,498,688,18480,0
76,4,480,519,13140,0
77,3,443,502,2160,0
78,5,500,647,9520,0
79,5,462,610,9040,0
80,3,380,629,15780,0
81,5,618,711,17420,0
82,4,562,535,13860,0
83,5,499,785,1800,0
84,4,544,613,4760,0
85,5,467,795,19800,0
86,4,671,764,13920,0
87,4,490,650,7120,0
88,4,482,683,4840,0
89,3,406,770,19300,0
90,5,580,577,3820,0
91,5,594,716,12080,0
92,5,481,761,2600,0
93,4,619,504,1760,0
94,4,488,544,4040,0
95,3,390,771,10600,0
96,4,428,742,13900,0
97,4,466,772,15200,0
98,4,520,748,12380,0
99,4,480,676,8380,0
100,3,348,500,13480,0
101,4,504,519,5820,0
102,5,587,622,6740,0
103,5,570,538,13180,0
104,4,456,510,2040,0
105,3,418,715,17420,0
106,3,464,623,19760,0
107,5,511,641,1880,0
108,5,760,689,12740,0
109,4,542,615,7580,0
110,3,398,683,17760,0
111,4,436,537,7420,0
112,2,316,538,15980,0
113,5,591,762,18420,0
114,5,747,736,10860,0
115,5,797,727,9440,0
116,3,481,513,2420,0
117,5,713,784,18120,0
118,3,427,528,5100,0
119,6,858,710,15820,0
120,5,695,628,3140,0
121,6,644,625,18780,0
122,6,925,509,14960,0
123,5,617,776,1560,0
124,6,824,521,2480,0
125,5,609,502,7600,0
126,4,490,768,2340,0
127,5,728,782,13800,0
128,4,650,507,8020,0
129,5,520,533,4540,0
130,5,648,790,3460,0
131,3,511,782,6560,0
132,5,727,798,4500,0
133,4,521,770,3960,0
134,6,1003,573,7000,0
135,5,573,513,8980,0
136,5,727,522,2480,0
137,4,464,542,15080,0
138,4,467,633,2600,0
139,6,676,622,2100,0
140,6,961,561,7080,0
141,4,629,739,19060,0
142,6,692,739,14080,0
143,6,727,629,15600,0
144,6,819,542,18820,0
145,6,574,561,10180,0
146,3,529,502,12760,0
147,4,543,664,12960,0
148,5,649,704,9960,0
149,6,720,584,15480,0
150,6,771,512,17800,0
151,3,346,619,12060,0
152,5,601,727,6380,0
153,5,646,5000,0,64
154,4,563,574,11080,0
155,5,641,587,8880,0
156,5,553,659,12920,0
157,6,714,734,8660,0
158,6,783,689,8060,0
159,4,604,677,8240,0
160,4,470,642,7720,0
161,5,499,595,14200,0
162,5,601,724,6700,0
163,5,612,641,1480,0
164,6,791,520,11020,0
165,4,623,701,15100,0
166,4,448,800,12800,0
167,6,602,568,14820,0
168,6,656,638,3000,0
169,1,0,770,9020,2
170,3,492,657,14480,0
171,5,588,737,9440,0
172,5,949,566,8400,0
173,4,443,514,12140,0
174,5,664,556,2600,0
175,4,608,683,4280,0
176,5,594,585,10740,0
177,6,587,690,9700,0
178,5,782,779,19140,0
179,5,499,711,10320,0
180,5,763,549,1820,0
181,5,816,736,3660,0
182,5,651,777,8540,0
183,6,819,765,2940,0
184,5,854,597,9660,0
185,3,547,563,8000,0
186,4,510,702,4820,0
187,3,428,576,17340,1
188,5,686,781,1840,0
189,4,602,514,14780,0
190,5,773,535,9740,0
191,4,554,624,15540,0
192,2,344,628,2460,0
193,7,871,554,1740,1
194,6,853,781,17560,0
195,5,764,585,11580,0
196,4,739,632,6640,0
197,5,667,569,5960,0
198,5,949,720,2880,0
199,6,907,698,15000,1
