node,hopcount,latency,power,deploymentPenalty,utilization
0,4,184,626,15400,0
1,4,271,735,8700,0
2,4,233,773,12080,0
3,3,198,686,15360,0
4,3,242,743,19680,0
5,4,260,770,14880,0
6,4,213,630,2900,0
7,4,236,643,19380,0
8,4,288,665,16300,0
9,5,378,748,8580,0
10,5,364,761,10380,0
11,5,347,557,17540,0
12,5,342,741,19400,0
13,5,424,652,7080,0
14,5,304,712,11480,0
15,4,304,790,11260,0
16,4,358,679,9460,0
17,5,365,557,6520,0
18,5,416,643,13480,0
19,5,408,777,17660,0
20,5,292,662,18540,0
21,5,387,744,6240,0
22,5,344,785,12200,0
23,5,286,799,13540,0
24,5,448,684,2560,0
25,5,438,573,17060,0
26,5,372,739,5180,0
27,5,338,544,2900,0
28,5,390,773,11900,0
29,4,224,691,1500,0
30,5,396,611,8440,0
31,5,324,789,1400,0
32,5,286,741,5000,0
33,5,446,530,9080,0
34,5,360,605,13300,0
35,5,262,530,1740,0
36,5,448,720,7800,0
37,5,386,702,4220,0
38,5,333,754,13860,0
39,5,379,633,12340,0
40,5,359,671,8780,0
41,5,423,752,7780,0
42,5,384,723,1220,0
43,5,343,572,6340,0
44,4,306,608,6460,0
45,5,391,715,12800,0
46,5,255,500,13360,0
47,5,369,691,5540,0
48,4,328,624,11800,0
49,4,365,699,8940,0
50,4,262,547,5920,0
51,5,363,727,11660,0
52,4,414,640,6920,0
53,5,376,556,16440,0
54,5,425,718,2580,0
55,5,346,595,13900,0
56,5,337,747,1040,0
57,5,471,695,3260,1
58,5,441,530,19600,0
59,5,414,582,2540,0
60,4,278,540,17380,0
61,4,341,762,7600,0
62,3,265,704,1760,0
63,5,413,773,18840,0
64,4,421,697,14320,0
65,5,365,612,13160,0
66,5,328,502,12160,0
67,4,402,716,16000,0
68,5,343,549,1780,0
69,5,503,665,8500,0
70,4,350,514,5540,0
71,4,292,621,2340,0
72,5,275,773,2880,0
73,5,369,603,19560,0
74,4,292,590,9100,0
75,4,294,688,18480,0
76,4,276,519,13140,0
77,5,871,502,2160,0
78,5,296,647,9520,0
79,5,258,610,9040,0
80,3,176,629,15780,0
81,5,414,711,17420,0
82,4,358,535,13860,0
83,5,295,785,1800,0
84,5,364,613,4760,0
85,5,263,795,19800,0
86,4,467,764,13920,0
87,4,286,650,7120,0
88,4,278,683,4840,0
89,3,202,770,19300,0
90,5,376,577,3820,0
91,5,358,716,12080,0
92,5,277,761,2600,0
93,4,415,504,1760,0
94,2,92,544,4040,0
95,3,186,771,10600,0
96,4,224,742,13900,0
97,3,327,772,15200,0
98,4,316,748,12380,0
99,4,276,676,8380,0
100,3,144,500,13480,0
101,4,300,519,5820,0
102,3,174,622,6740,0
103,4,300,538,13180,0
104,4,252,510,2040,0
105,3,214,715,17420,0
106,3,260,623,19760,0
107,5,307,641,1880,0
108,3,226,689,12740,0
109,4,338,615,7580,0
110,3,194,683,17760,0
111,4,232,537,7420,0
112,2,112,538,15980,0
113,5,387,762,18420,0
114,5,543,736,10860,0
115,5,593,727,9440,0
116,3,277,513,2420,0
117,5,509,784,18120,0
118,3,223,528,5100,0
119,6,654,710,15820,0
120,5,491,628,3140,0
121,4,231,625,18780,0
122,4,391,509,14960,0
123,3,221,776,1560,0
124,4,411,521,2480,0
125,5,405,502,7600,0
126,4,286,768,2340,0
127,5,524,782,13800,0
128,4,446,507,8020,0
129,5,316,533,4540,0
130,5,422,790,3460,0
131,3,307,782,6560,0
132,4,588,798,4500,0
133,4,317,770,3960,0
134,4,469,573,7000,0
135,5,369,513,8980,0
136,5,523,522,2480,0
137,4,260,542,15080,0
138,4,263,633,2600,0
139,6,472,622,2100,0
140,4,427,561,7080,0
141,4,425,739,19060,0
142,5,406,739,14080,0
143,6,523,629,15600,0
144,5,549,542,18820,0
145,6,364,561,10180,0
146,3,325,502,12760,0
147,4,339,664,12960,0
148,5,445,704,9960,0
149,6,516,584,15480,0
150,6,535,512,17800,0
151,3,142,619,12060,0
152,5,397,727,6380,0
153,5,442,5000,0,64
154,6,991,574,11080,0
155,5,437,587,8880,0
156,5,349,659,12920,0
157,6,478,734,8660,0
158,6,579,689,8060,0
159,4,400,677,8240,0
160,4,266,642,7720,0
161,5,295,595,14200,0
162,5,397,724,6700,0
163,5,408,641,1480,0
164,4,378,520,11020,0
165,4,419,701,15100,0
166,4,244,800,12800,0
167,6,398,568,14820,0
168,4,403,638,3000,0
169,3,428,770,9020,2
170,5,920,657,14480,0
171,5,384,737,9440,0
172,5,745,566,8400,0
173,4,239,514,12140,0
174,4,349,556,2600,0
175,4,404,683,4280,0
176,5,390,585,10740,0
177,6,383,690,9700,0
178,5,578,779,19140,0
179,5,295,711,10320,0
180,6,520,549,1820,0
181,5,612,736,3660,0
182,5,447,777,8540,0
183,6,615,765,2940,0
184,5,650,597,9660,0
185,3,343,563,8000,0
186,4,306,702,4820,0
187,1,0,576,17340,1
188,5,482,781,1840,0
189,4,398,514,14780,0
190,5,569,535,9740,0
191,2,156,624,15540,0
192,4,772,628,2460,0
193,7,667,554,1740,2
194,6,649,781,17560,1
195,5,560,585,11580,0
196,4,535,632,6640,0
197,5,463,569,5960,0
198,5,745,720,2880,0
199,6,703,698,15000,1
