node,hopcount,latency,power,deploymentPenalty,utilization
0,6,705,626,15400,0
1,6,792,735,8700,0
2,6,754,773,12080,0
3,5,719,686,15360,0
4,5,763,743,19680,0
5,6,781,770,14880,0
6,6,734,630,2900,0
7,6,757,643,19380,0
8,6,809,665,16300,0
9,7,899,748,8580,0
10,6,830,761,10380,0
11,7,868,557,17540,0
12,7,863,741,19400,0
13,7,945,652,7080,0
14,7,825,712,11480,0
15,5,770,790,11260,0
16,6,879,679,9460,0
17,7,886,557,6520,0
18,7,937,643,13480,0
19,7,929,777,17660,0
20,7,813,662,18540,0
21,7,908,744,6240,0
22,7,865,785,12200,0
23,7,807,799,13540,0
24,6,914,684,2560,0
25,7,959,573,17060,0
26,7,893,739,5180,0
27,6,804,544,2900,0
28,7,911,773,11900,0
29,6,745,691,1500,0
30,7,917,611,8440,0
31,6,790,789,1400,0
32,7,807,741,5000,0
33,6,912,530,9080,0
34,7,881,605,13300,0
35,7,783,530,1740,0
36,6,914,720,7800,0
37,6,852,702,4220,0
38,7,854,754,13860,0
39,7,900,633,12340,0
40,7,880,671,8780,0
41,7,944,752,7780,0
42,7,870,723,1220,0
43,6,907,572,6340,0
44,6,827,608,6460,0
45,7,1383,715,12800,0
46,6,1041,500,13360,0
47,7,890,691,5540,0
48,6,849,624,11800,0
49,6,886,699,8940,0
50,7,948,547,5920,0
51,6,904,727,11660,0
52,6,935,640,6920,0
53,7,774,556,16440,0
54,7,931,718,2580,0
55,7,919,595,13900,0
56,6,803,747,1040,0
57,7,903,695,3260,5
58,6,999,530,19600,7
59,6,880,582,2540,0
60,6,799,540,17380,0
61,6,862,762,7600,0
62,5,786,704,1760,0
63,6,824,773,18840,0
64,6,942,697,14320,0
65,7,886,612,13160,0
66,7,849,502,12160,0
67,6,923,716,16000,0
68,6,809,549,1780,0
69,6,1004,665,8500,0
70,6,871,514,5540,0
71,6,840,621,2340,0
72,7,796,773,2880,0
73,7,890,603,19560,0
74,6,813,590,9100,0
75,5,682,688,18480,0
76,6,797,519,13140,0
77,6,948,502,2160,0
78,6,993,647,9520,0
79,6,928,610,9040,0
80,5,697,629,15780,0
81,7,929,711,17420,0
82,6,879,535,13860,0
83,7,816,785,1800,0
84,7,885,613,4760,2
85,6,886,795,19800,0
86,6,988,764,13920,0
87,6,807,650,7120,0
88,6,799,683,4840,0
89,5,723,770,19300,0
90,6,934,577,3820,0
91,7,1054,716,12080,0
92,7,798,761,2600,0
93,6,936,504,1760,0
94,6,805,544,4040,0
95,5,707,771,10600,1
96,6,745,742,13900,0
97,6,783,772,15200,0
98,6,837,748,12380,0
99,6,797,676,8380,0
100,5,665,500,13480,0
101,6,821,519,5820,0
102,6,975,622,6740,0
103,6,996,538,13180,0
104,5,810,510,2040,0
105,5,735,715,17420,1
106,4,648,623,19760,0
107,7,828,641,1880,0
108,6,788,689,12740,3
109,5,766,615,7580,0
110,5,715,683,17760,0
111,6,753,537,7420,0
112,4,633,538,15980,0
113,7,908,762,18420,0
114,7,1064,736,10860,0
115,6,1021,727,9440,0
116,5,798,513,2420,0
117,6,937,784,18120,0
118,5,744,528,5100,0
119,8,1169,710,15820,0
120,6,919,628,3140,0
121,7,1032,625,18780,0
122,7,953,509,14960,0
123,7,934,776,1560,0
124,7,1212,521,2480,0
125,6,963,502,7600,0
126,6,807,768,2340,0
127,6,952,782,13800,0
128,5,834,507,8020,0
129,7,837,533,4540,0
130,7,965,790,3460,0
131,5,828,782,6560,0
132,7,1044,798,4500,0
133,5,705,770,3960,0
134,7,1031,573,7000,0
135,7,890,513,8980,0
136,7,1044,522,2480,0
137,6,781,542,15080,0
138,6,784,633,2600,0
139,8,993,622,2100,0
140,7,989,561,7080,0
141,6,946,739,19060,0
142,7,954,739,14080,0
143,8,1044,629,15600,0
144,7,1245,542,18820,0
145,8,891,561,10180,0
146,5,846,502,12760,0
147,6,860,664,12960,0
148,7,966,704,9960,0
149,7,1186,584,15480,0
150,8,1231,512,17800,0
151,5,663,619,12060,0
152,7,918,727,6380,0
153,7,963,5000,0,64
154,7,1068,574,11080,0
155,7,958,587,8880,0
156,7,870,659,12920,0
157,8,1174,734,8660,0
158,7,1045,689,8060,0
159,6,921,677,8240,0
160,6,787,642,7720,0
161,7,816,595,14200,0
162,7,918,724,6700,0
163,7,929,641,1480,0
164,7,1179,520,11020,0
165,6,940,701,15100,0
166,6,765,800,12800,0
167,7,1021,568,14820,0
168,7,965,638,3000,0
169,5,949,770,9020,2
170,7,1441,657,14480,0
171,7,905,737,9440,0
172,7,1266,566,8400,0
173,6,760,514,12140,0
174,7,911,556,2600,0
175,5,792,683,4280,5
176,7,911,585,10740,0
177,7,1006,690,9700,0
178,7,1099,779,19140,1
179,7,816,711,10320,0
180,8,1041,549,1820,0
181,6,1170,736,3660,0
182,6,1005,777,8540,0
183,7,1065,765,2940,0
184,6,806,597,9660,0
185,3,402,563,8000,0
186,6,827,702,4820,0
187,5,745,576,17340,1
188,6,910,781,1840,0
189,5,786,514,14780,0
190,6,997,535,9740,0
191,5,738,624,15540,0
192,6,1293,628,2460,0
193,8,1290,554,1740,2
194,7,1077,781,17560,5
195,6,948,585,11580,0
196,2,210,632,6640,2
197,7,984,569,5960,1
198,1,0,720,2880,1
199,8,1224,698,15000,3
