node,hopcount,latency,power,deploymentPenalty,utilization
0,5,495,626,15400,0
1,5,582,735,8700,0
2,5,544,773,12080,0
3,4,509,686,15360,0
4,4,553,743,19680,0
5,5,571,770,14880,0
6,5,524,630,2900,0
7,5,547,643,19380,0
8,5,599,665,16300,0
9,6,689,748,8580,0
10,5,620,761,10380,0
11,6,658,557,17540,0
12,6,653,741,19400,0
13,6,735,652,7080,0
14,6,615,712,11480,0
15,4,560,790,11260,0
16,5,669,679,9460,0
17,6,676,557,6520,0
18,6,727,643,13480,0
19,6,719,777,17660,0
20,6,603,662,18540,0
21,6,698,744,6240,0
22,6,655,785,12200,0
23,6,597,799,13540,0
24,5,704,684,2560,0
25,6,749,573,17060,0
26,6,683,739,5180,0
27,5,594,544,2900,0
28,6,701,773,11900,0
29,5,535,691,1500,0
30,6,707,611,8440,0
31,5,580,789,1400,0
32,6,597,741,5000,0
33,5,702,530,9080,0
34,6,671,605,13300,0
35,6,573,530,1740,0
36,5,704,720,7800,0
37,5,642,702,4220,0
38,6,644,754,13860,0
39,6,690,633,12340,0
40,6,670,671,8780,0
41,6,734,752,7780,0
42,6,660,723,1220,0
43,5,697,572,6340,0
44,5,617,608,6460,0
45,6,1173,715,12800,0
46,5,831,500,13360,0
47,6,680,691,5540,0
48,5,639,624,11800,0
49,5,676,699,8940,0
50,6,738,547,5920,0
51,5,694,727,11660,0
52,5,725,640,6920,0
53,6,564,556,16440,0
54,6,721,718,2580,0
55,6,709,595,13900,0
56,5,593,747,1040,0
57,6,693,695,3260,5
58,5,789,530,19600,0
59,5,670,582,2540,0
60,5,589,540,17380,0
61,5,652,762,7600,0
62,4,576,704,1760,0
63,5,614,773,18840,0
64,5,732,697,14320,0
65,6,676,612,13160,0
66,6,639,502,12160,0
67,5,713,716,16000,0
68,5,599,549,1780,0
69,5,794,665,8500,0
70,5,661,514,5540,0
71,5,630,621,2340,0
72,6,586,773,2880,0
73,6,680,603,19560,0
74,5,603,590,9100,0
75,4,472,688,18480,0
76,5,587,519,13140,0
77,5,738,502,2160,0
78,5,783,647,9520,0
79,5,718,610,9040,0
80,4,487,629,15780,0
81,6,719,711,17420,0
82,5,669,535,13860,0
83,6,606,785,1800,0
84,6,675,613,4760,1
85,5,676,795,19800,0
86,5,778,764,13920,0
87,5,597,650,7120,0
88,5,589,683,4840,0
89,4,513,770,19300,0
90,5,724,577,3820,0
91,6,844,716,12080,0
92,6,588,761,2600,0
93,5,726,504,1760,0
94,5,595,544,4040,0
95,4,497,771,10600,1
96,5,535,742,13900,0
97,5,573,772,15200,0
98,5,627,748,12380,0
99,5,587,676,8380,0
100,4,455,500,13480,0
101,5,611,519,5820,0
102,5,765,622,6740,0
103,5,786,538,13180,0
104,4,600,510,2040,0
105,4,525,715,17420,0
106,3,438,623,19760,0
107,6,618,641,1880,0
108,5,578,689,12740,0
109,4,556,615,7580,0
110,4,505,683,17760,0
111,5,543,537,7420,0
112,3,423,538,15980,0
113,6,698,762,18420,0
114,6,854,736,10860,0
115,5,811,727,9440,0
116,4,588,513,2420,0
117,5,727,784,18120,0
118,4,534,528,5100,0
119,7,959,710,15820,0
120,5,709,628,3140,0
121,6,822,625,18780,0
122,6,743,509,14960,0
123,6,724,776,1560,0
124,6,1002,521,2480,0
125,5,753,502,7600,0
126,5,597,768,2340,0
127,5,742,782,13800,0
128,4,624,507,8020,0
129,6,627,533,4540,0
130,6,755,790,3460,0
131,4,618,782,6560,0
132,6,834,798,4500,0
133,4,495,770,3960,0
134,6,821,573,7000,0
135,6,680,513,8980,0
136,6,834,522,2480,0
137,5,571,542,15080,0
138,5,574,633,2600,0
139,7,783,622,2100,0
140,6,779,561,7080,0
141,5,736,739,19060,0
142,6,744,739,14080,0
143,7,834,629,15600,0
144,6,1035,542,18820,0
145,7,681,561,10180,0
146,4,636,502,12760,0
147,5,650,664,12960,0
148,6,756,704,9960,0
149,6,976,584,15480,0
150,7,1021,512,17800,0
151,4,453,619,12060,0
152,6,708,727,6380,0
153,6,753,5000,0,64
154,6,858,574,11080,0
155,6,748,587,8880,0
156,6,660,659,12920,0
157,7,964,734,8660,0
158,6,835,689,8060,0
159,5,711,677,8240,0
160,5,577,642,7720,0
161,6,606,595,14200,0
162,6,708,724,6700,0
163,6,719,641,1480,0
164,6,969,520,11020,0
165,5,730,701,15100,0
166,5,555,800,12800,0
167,6,811,568,14820,0
168,6,755,638,3000,0
169,4,739,770,9020,2
170,6,1231,657,14480,0
171,6,695,737,9440,0
172,6,1056,566,8400,0
173,5,550,514,12140,0
174,6,701,556,2600,0
175,4,582,683,4280,0
176,6,701,585,10740,0
177,6,796,690,9700,0
178,6,889,779,19140,0
179,6,606,711,10320,0
180,7,831,549,1820,0
181,5,960,736,3660,0
182,5,795,777,8540,0
183,6,855,765,2940,0
184,5,596,597,9660,0
185,2,192,563,8000,0
186,5,617,702,4820,0
187,4,535,576,17340,1
188,5,700,781,1840,0
189,4,576,514,14780,0
190,5,787,535,9740,0
191,4,528,624,15540,0
192,5,1083,628,2460,0
193,7,1080,554,1740,2
194,6,867,781,17560,2
195,5,738,585,11580,0
196,1,0,632,6640,2
197,6,774,569,5960,1
198,2,210,720,2880,0
199,7,1014,698,15000,1
