node,hopcount,latency,power,deploymentPenalty,utilization
0,5,481,626,15400,0
1,5,481,735,8700,0
2,5,520,773,12080,0
3,5,469,686,15360,0
4,5,530,743,19680,0
5,5,523,770,14880,0
6,4,454,630,2900,0
7,5,586,643,19380,0
8,6,576,665,16300,0
9,6,728,748,8580,0
10,5,580,761,10380,0
11,6,557,557,17540,0
12,6,605,741,19400,0
13,6,687,652,7080,0
14,6,601,712,11480,0
15,4,520,790,11260,0
16,6,646,679,9460,0
17,5,606,557,6520,0
18,6,766,643,13480,0
19,6,758,777,17660,0
20,6,589,662,18540,0
21,5,628,744,6240,0
22,6,694,785,12200,0
23,6,636,799,13540,0
24,5,664,684,2560,0
25,6,701,573,17060,0
26,6,635,739,5180,0
27,5,554,544,2900,0
28,6,653,773,11900,0
29,6,495,691,1500,0
30,6,659,611,8440,0
31,5,540,789,1400,0
32,6,583,741,5000,0
33,5,662,530,9080,0
34,6,623,605,13300,0
35,6,559,530,1740,0
36,5,664,720,7800,0
37,5,602,702,4220,0
38,5,574,754,13860,0
39,6,666,633,12340,0
40,5,600,671,8780,0
41,6,633,752,7780,0
42,6,734,723,1220,0
43,5,559,572,6340,0
44,6,577,608,6460,0
45,5,632,715,12800,0
46,5,496,500,13360,0
47,6,656,691,5540,0
48,6,599,624,11800,0
49,5,751,699,8940,0
50,6,637,547,5920,0
51,5,654,727,11660,0
52,6,562,640,6920,0
53,5,494,556,16440,0
54,6,775,718,2580,0
55,6,661,595,13900,0
56,5,553,747,1040,0
57,5,712,695,3260,5
58,5,676,530,19600,5
59,5,630,582,2540,0
60,6,566,540,17380,0
61,6,629,762,7600,0
62,5,550,704,1760,0
63,5,574,773,18840,0
64,6,844,697,14320,0
65,6,538,612,13160,0
66,6,672,502,12160,0
67,6,690,716,16000,0
68,5,559,549,1780,0
69,5,754,665,8500,0
70,6,638,514,5540,0
71,5,590,621,2340,0
72,6,562,773,2880,0
73,5,626,603,19560,0
74,6,608,590,9100,0
75,6,655,688,18480,0
76,6,547,519,13140,0
77,5,698,502,2160,0
78,5,616,647,9520,0
79,5,600,610,9040,0
80,6,517,629,15780,0
81,6,758,711,17420,0
82,6,646,535,13860,0
83,6,582,785,1800,0
84,6,708,613,4760,2
85,3,404,795,19800,0
86,5,622,764,13920,0
87,6,588,650,7120,0
88,5,580,683,4840,0
89,6,667,770,19300,0
90,5,616,577,3820,0
91,5,542,716,12080,0
92,6,564,761,2600,0
93,5,526,504,1760,0
94,6,555,544,4040,0
95,5,662,771,10600,1
96,6,659,742,13900,0
97,6,550,772,15200,0
98,5,580,748,12380,0
99,5,490,676,8380,0
100,6,521,500,13480,0
101,5,628,519,5820,0
102,6,593,622,6740,0
103,6,539,538,13180,0
104,6,523,510,2040,0
105,6,727,715,17420,0
106,5,642,623,19760,0
107,6,594,641,1880,0
108,5,594,689,12740,2
109,6,609,615,7580,0
110,5,602,683,17760,0
111,6,607,537,7420,0
112,6,555,538,15980,0
113,7,658,762,18420,0
114,6,871,736,10860,0
115,7,864,727,9440,0
116,7,720,513,2420,0
117,7,780,784,18120,0
118,7,666,528,5100,0
119,7,998,710,15820,0
120,7,762,628,3140,0
121,7,650,625,18780,0
122,6,759,509,14960,0
123,7,684,776,1560,0
124,7,830,521,2480,0
125,7,676,502,7600,0
126,7,751,768,2340,0
127,7,795,782,13800,0
128,6,828,507,8020,0
129,7,691,533,4540,0
130,7,790,790,3460,0
131,7,750,782,6560,0
132,7,811,798,4500,0
133,6,699,770,3960,0
134,6,837,573,7000,0
135,6,697,513,8980,0
136,7,811,522,2480,0
137,6,668,542,15080,0
138,7,604,633,2600,0
139,7,759,622,2100,0
140,6,795,561,7080,0
141,6,833,739,19060,0
142,6,704,739,14080,0
143,7,810,629,15600,0
144,7,788,542,18820,0
145,7,714,561,10180,0
146,7,768,502,12760,0
147,7,716,664,12960,0
148,7,747,704,9960,0
149,6,858,584,15480,0
150,6,719,512,17800,0
151,7,585,619,12060,0
152,7,772,727,6380,0
153,7,758,5000,0,64
154,6,818,574,11080,0
155,7,872,587,8880,0
156,7,651,659,12920,0
157,6,662,734,8660,0
158,6,795,689,8060,0
159,7,913,677,8240,0
160,6,674,642,7720,0
161,7,670,595,14200,0
162,7,772,724,6700,0
163,6,622,641,1480,0
164,7,797,520,11020,0
165,7,760,701,15100,0
166,7,757,800,12800,0
167,4,539,568,14820,0
168,6,771,638,3000,0
169,7,871,770,9020,2
170,7,870,657,14480,0
171,6,712,737,9440,0
172,6,844,566,8400,0
173,6,647,514,12140,0
174,6,717,556,2600,0
175,6,786,683,4280,0
176,6,604,585,10740,0
177,2,284,690,9700,0
178,7,930,779,19140,0
179,7,670,711,10320,0
180,7,807,549,1820,0
181,7,883,736,3660,0
182,7,718,777,8540,0
183,6,815,765,2940,0
184,6,752,597,9660,0
185,6,888,563,8000,0
186,6,667,702,4820,0
187,7,667,576,17340,1
188,7,672,781,1840,0
189,6,751,514,14780,0
190,7,852,535,9740,0
191,6,732,624,15540,0
192,6,722,628,2460,0
193,1,0,554,1740,2
194,8,920,781,17560,3
195,7,942,585,11580,0
196,7,1080,632,6640,2
197,7,871,569,5960,1
198,8,1290,720,2880,1
199,8,1111,698,15000,2
