"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","194",1
"2","57",2
"3","7",2
"4","32",3
"5","43",3
"6","69",3
"7","94",3
"8","164",4
"9","30",4
"10","36",5
"11","63",5
"12","105",6
"13","78",7
"14","84",7
"15","108",8
"16","72",8
"17","124",9
"19","60",10
"20","189",11
"21","25",11
"23","193",12
"24","28",12
"28","175",13
"29","55",13
"30","58",13
"18","181",13
"32","93",13
"22","140",13
"33","139",13
"34","169",14
"25","117",14
"26","125",14
"27","137",14
"31","127",15
"35","184",15
"36","73",15
"37","91",16
"38","121",17
"40","95",18
"39","38",19
"42","131",19
"41","134",19
"44","182",19
"43","176",20
"46","85",21
"47","89",22
"45","130",22
"48","187",23
"49","133",24
"51","33",25
"54","178",25
"50","27",25
"52","119",26
"53","71",27
"56","102",28
"55","48",28
"57","51",29
"58","22",30
"59","44",30
"60","18",31
"61","198",32
"62","45",33
"63","103",34
"64","153",35
"66","53",36
"67","132",37
"65","14",37
"68","135",38
"69","141",38
"70","163",38
"71","88",39
"72","112",40
"73","37",41
"74","110",42
"76","126",42
"75","62",42
"77","161",43
"79","42",44
"78","129",45
"80","100",46
"81","159",47
"84","70",47
"82","186",48
"83","2",48
"88","197",48
"85","31",48
"86","41",48
"87","173",49
"92","10",49
"94","158",50
"89","34",50
"90","50",50
"91","80",50
"95","160",51
"93","136",52
"97","183",52
"96","75",52
"99","156",52
"98","79",52
"100","17",53
"102","170",53
"101","172",53
"103","185",54
"104","116",55
"105","191",56
"106","11",57
"107","149",57
"108","146",58
"109","16",58
"111","96",59
"110","180",60
"112","177",61
"113","115",62
"114","155",63
"116","165",64
"115","15",65
"117","52",65
"118","92",66
"119","3",67
"120","49",68
"126","99",69
"124","196",70
"121","29",70
"123","174",71
"128","109",71
"122","152",71
"125","67",71
"129","23",72
"127","40",72
"130","46",73
"133","47",73
"131","77",73
"132","147",74
"134","104",75
"136","101",76
"135","66",76
"137","148",77
"138","157",77
"139","167",77
"140","168",77
"141","35",78
"142","19",79
"143","24",79
"144","39",79
"145","87",80
"146","83",81
"147","56",82
"148","97",82
"150","143",83
"149","128",84
"152","162",85
"151","6",85
"155","65",85
"154","190",86
"156","123",87
"157","4",88
"158","1",89
"153","171",89
"159","138",90
"160","98",91
"161","166",92
"164","81",93
"162","113",94
"166","192",94
"165","150",95
"167","144",96
"163","54",96
"168","68",96
"170","199",96
"171","120",97
"169","9",97
"172","200",98
"173","86",98
"174","26",99
"175","61",100
"177","154",100
"178","106",101
"199","82",101
"189","188",102
"176","111",102
"182","12",102
"187","151",103
"191","20",104
"190","195",105
"192","21",105
"197","76",106
"195","64",107
"181","118",108
"194","59",108
"198","8",108
"180","114",109
"193","5",109
"196","74",109
"179","107",110
"184","13",110
"183","122",111
"185","142",111
"186","145",111
"200","90",111
"188","179",112
