node,hopcount,latency,power,deploymentPenalty,utilization
0,2,114,626,15400,0
1,3,175,735,8700,0
2,3,133,773,12080,0
3,3,138,686,15360,0
4,2,32,743,19680,0
5,2,76,770,14880,0
6,2,148,630,2900,0
7,3,43,643,19380,1
8,3,78,665,16300,0
9,4,185,748,8580,0
10,4,220,761,10380,0
11,4,251,557,17540,0
12,3,158,741,19400,0
13,3,240,652,7080,0
14,3,234,712,11480,0
15,3,160,790,11260,0
16,3,148,679,9460,0
17,3,300,557,6520,0
18,4,223,643,13480,0
19,4,215,777,17660,0
20,3,222,662,18540,0
21,3,322,744,6240,0
22,4,151,785,12200,0
23,4,93,799,13540,0
24,4,304,684,2560,0
25,3,254,573,17060,0
26,3,188,739,5180,0
27,4,194,544,2900,0
28,3,206,773,11900,0
29,4,164,691,1500,0
30,3,212,611,8440,0
31,4,180,789,1400,0
32,3,216,741,5000,0
33,4,302,530,9080,0
34,3,176,605,13300,0
35,3,192,530,1740,0
36,4,304,720,7800,0
37,4,242,702,4220,0
38,3,268,754,13860,0
39,4,279,633,12340,0
40,3,294,671,8780,0
41,4,327,752,7780,0
42,4,191,723,1220,0
43,4,199,572,6340,0
44,3,245,608,6460,0
45,3,326,715,12800,0
46,3,190,500,13360,0
47,4,269,691,5540,0
48,4,268,624,11800,0
49,2,171,699,8940,0
50,4,331,547,5920,0
51,4,267,727,11660,0
52,4,256,640,6920,0
53,3,188,556,16440,0
54,4,482,718,2580,0
55,3,214,595,13900,0
56,4,193,747,1040,0
57,3,188,695,3260,12
58,4,315,530,19600,7
59,4,270,582,2540,0
60,3,68,540,17380,0
61,2,132,762,7600,0
62,3,235,704,1760,0
63,4,313,773,18840,0
64,4,391,697,14320,0
65,3,171,612,13160,0
66,4,129,502,12160,0
67,3,192,716,16000,0
68,4,199,549,1780,0
69,4,293,665,8500,0
70,3,140,514,5540,0
71,4,388,621,2340,0
72,4,175,773,2880,0
73,3,320,603,19560,0
74,4,212,590,9100,0
75,4,349,688,18480,0
76,3,218,519,13140,0
77,4,292,502,2160,0
78,3,365,647,9520,0
79,3,294,610,9040,0
80,3,146,629,15780,0
81,4,215,711,17420,0
82,3,148,535,13860,0
83,4,195,785,1800,0
84,4,165,613,4760,10
85,3,198,795,19800,0
86,3,257,764,13920,0
87,4,256,650,7120,0
88,3,68,683,4840,0
89,3,172,770,19300,0
90,4,250,577,3820,0
91,3,206,716,12080,0
92,3,180,761,2600,0
93,3,343,504,1760,0
94,4,224,544,4040,2
95,3,128,771,10600,1
96,3,296,742,13900,0
97,3,148,772,15200,0
98,2,122,748,12380,0
99,3,184,676,8380,0
100,3,154,500,13480,0
101,2,152,519,5820,0
102,3,270,622,6740,0
103,3,172,538,13180,0
104,3,126,510,2040,0
105,3,184,715,17420,3
106,3,230,623,19760,0
107,4,207,641,1880,0
108,3,212,689,12740,5
109,3,242,615,7580,3
110,1,0,683,17760,1
111,3,240,537,7420,0
112,2,82,538,15980,0
113,4,329,762,18420,0
114,3,395,736,10860,0
115,4,497,727,9440,0
116,3,247,513,2420,0
117,4,413,784,18120,0
118,3,193,528,5100,0
119,5,455,710,15820,0
120,4,395,628,3140,0
121,4,327,625,18780,0
122,4,377,509,14960,0
123,5,353,776,1560,0
124,4,507,521,2480,0
125,4,279,502,7600,0
126,4,256,768,2340,0
127,4,428,782,13800,0
128,4,416,507,8020,0
129,4,324,533,4540,0
130,4,234,790,3460,0
131,3,277,782,6560,0
132,4,409,798,4500,0
133,4,287,770,3960,0
134,4,455,573,7000,0
135,3,221,513,8980,0
136,4,313,522,2480,0
137,2,66,542,15080,0
138,4,233,633,2600,0
139,5,372,622,2100,0
140,4,413,561,7080,0
141,2,231,739,19060,0
142,5,502,739,14080,0
143,5,423,629,15600,0
144,4,421,542,18820,0
145,5,171,561,10180,0
146,3,295,502,12760,0
147,4,349,664,12960,0
148,5,415,704,9960,0
149,4,552,584,15480,0
150,4,383,512,17800,0
151,3,112,619,12060,0
152,4,405,727,6380,0
153,5,362,5000,0,64
154,5,412,574,11080,0
155,4,509,587,8880,0
156,5,319,659,12920,0
157,4,326,734,8660,0
158,5,435,689,8060,0
159,4,370,677,8240,0
160,2,72,642,7720,0
161,4,303,595,14200,0
162,4,405,724,6700,0
163,4,316,641,1480,0
164,4,474,520,11020,0
165,4,389,701,15100,0
166,4,214,800,12800,0
167,4,333,568,14820,0
168,4,389,638,3000,0
169,3,398,770,9020,2
170,5,890,657,14480,0
171,3,236,737,9440,0
172,5,715,566,8400,1
173,2,45,514,12140,0
174,4,335,556,2600,0
175,4,374,683,0,9
176,4,298,585,0,2
177,4,318,690,9700,0
178,4,368,779,19140,1
179,4,444,711,10320,0
180,4,423,549,1820,0
181,4,486,736,3660,0
182,4,321,777,8540,0
183,5,515,765,2940,0
184,4,240,597,9660,0
185,3,313,563,8000,0
186,4,361,702,4820,0
187,3,194,576,17340,1
188,4,288,781,1840,0
189,4,368,514,14780,0
190,4,473,535,9740,0
191,4,319,624,15540,0
192,4,742,628,2460,0
193,5,602,554,1740,2
194,5,553,781,17560,7
195,5,530,585,11580,1
196,4,505,632,6640,2
197,3,269,569,5960,1
198,5,715,720,2880,1
199,4,509,698,15000,4
