"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","84",1
"2","105",2
"4","189",3
"5","30",3
"8","36",4
"9","121",5
"10","108",6
"12","94",7
"16","137",8
"18","175",8
"19","78",8
"21","93",9
"7","32",9
"3","57",9
"22","117",9
"6","43",9
"11","124",10
"26","7",10
"13","181",10
"14","63",10
"15","69",10
"17","140",11
"28","73",11
"20","72",11
"23","127",12
"29","169",12
"24","25",12
"31","28",12
"25","60",12
"27","55",13
"30","58",14
"34","91",15
"36","131",16
"32","164",16
"38","184",16
"35","95",16
"33","176",17
"40","125",17
"41","139",18
"37","182",18
"39","134",19
"42","38",20
"43","85",21
"45","110",22
"44","130",22
"46","71",23
"47","89",23
"52","191",23
"49","33",23
"50","187",24
"48","119",24
"51","27",25
"53","48",26
"54","51",26
"55","102",27
"57","133",27
"56","45",27
"58","22",28
"61","18",29
"62","135",30
"63","141",31
"59","153",31
"60","44",31
"64","88",31
"68","198",32
"65","132",32
"66","103",33
"69","163",33
"67","197",33
"72","112",33
"70","53",33
"73","126",33
"71","14",33
"74","129",34
"75","80",34
"76","186",35
"77","62",36
"78","161",37
"79","37",37
"82","2",37
"80","42",37
"81","183",38
"83","116",39
"84","100",40
"85","31",40
"86","10",41
"87","173",41
"88","70",41
"90","41",42
"89","34",43
"91","156",44
"95","159",44
"92","75",44
"94","50",44
"98","160",44
"93","79",44
"96","170",45
"97","172",46
"101","158",46
"99","17",46
"102","136",46
"100","185",46
"103","149",47
"105","178",47
"106","180",48
"104","11",49
"108","96",50
"109","146",51
"107","177",51
"113","193",51
"112","199",51
"114","194",52
"111","16",52
"115","3",52
"117","109",52
"110","15",52
"119","165",52
"118","155",53
"120","49",54
"124","115",54
"116","196",54
"121","52",54
"122","29",55
"126","40",55
"123","92",55
"125","152",56
"127","174",57
"128","67",57
"129","23",58
"130","99",59
"133","77",60
"131","147",61
"134","104",61
"138","195",61
"132","46",61
"135","66",61
"139","83",61
"136","157",61
"140","101",61
"137","148",61
"142","128",61
"141","35",61
"145","97",61
"149","47",62
"144","24",62
"148","4",62
"143","19",62
"146","167",63
"151","87",64
"147","39",65
"152","1",65
"150","56",65
"153","162",66
"157","123",67
"154","190",67
"156","65",67
"158","143",67
"159","171",68
"155","6",68
"161","144",68
"162","138",69
"160","168",69
"165","98",70
"164","192",71
"163","150",72
"166","113",73
"167","68",74
"169","81",75
"168","166",76
"171","54",77
"170","9",77
"172","120",78
"173","200",79
"174","26",79
"176","188",80
"180","154",80
"175","106",80
"184","118",80
"177","61",80
"181","107",80
"182","111",81
"178","12",81
"198","82",81
"190","20",82
"179","151",82
"193","59",82
"196","76",82
"191","21",83
"194","64",84
"197","8",84
"200","90",85
"183","114",86
"195","74",86
"185","122",87
"186","13",87
"187","142",88
"188","145",88
"189","179",88
"192","5",88
"199","86",89
