"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","187",1
"2","101",2
"3","106",3
"4","112",3
"5","164",4
"6","148",5
"7","152",6
"8","188",7
"9","162",8
"10","180",8
"11","130",9
"12","104",10
"13","102",11
"14","186",11
"15","160",12
"16","110",13
"17","132",13
"18","108",14
"19","174",15
"20","138",16
"21","146",16
"22","168",16
"23","178",16
"24","158",17
"25","126",18
"30","170",18
"32","113",18
"26","136",18
"27","122",19
"28","114",20
"29","166",21
"36","177",21
"31","192",21
"34","124",22
"33","134",22
"38","100",22
"35","156",22
"37","190",23
"53","119",23
"39","142",23
"40","176",24
"49","105",24
"52","117",24
"51","111",25
"41","118",25
"42","140",25
"43","128",26
"44","150",26
"45","172",27
"50","109",27
"54","147",27
"55","155",27
"58","193",27
"47","116",27
"48","120",27
"60","163",27
"56","167",27
"57","182",27
"61","103",27
"59","153",27
"64","184",27
"62","107",27
"65","139",27
"46","144",27
"66","157",27
"67","161",28
"63","175",28
"68","171",29
"70","151",30
"71","149",31
"72","169",32
"77","154",32
"76","49",32
"69","127",32
"79","78",32
"73","189",32
"74","143",33
"83","8",33
"84","198",34
"78","123",34
"75","131",34
"80","191",35
"86","4",35
"89","194",36
"81","183",36
"87","54",36
"82","94",36
"85","137",37
"90","36",38
"88","141",39
"92","66",39
"91","121",40
"93","181",41
"96","86",41
"95","159",42
"98","197",43
"97","165",44
"94","133",44
"104","16",44
"99","84",44
"101","92",44
"100","129",45
"102","135",46
"103","145",46
"105","88",47
"107","30",48
"106","125",49
"109","196",49
"110","98",50
"112","28",51
"113","1",51
"108","24",51
"117","18",51
"118","80",51
"114","32",51
"119","44",51
"121","2",52
"120","6",52
"115","7",52
"123","56",52
"111","185",52
"127","90",52
"116","115",52
"126","74",52
"124","46",53
"132","64",53
"129","22",54
"125","72",54
"131","62",55
"134","10",56
"122","34",56
"158","38",56
"145","20",57
"175","60",57
"189","82",57
"130","5",57
"128","12",58
"169","52",58
"173","58",58
"180","68",58
"198","96",58
"141","179",59
"167","50",60
"182","70",60
"133","75",60
"166","48",61
"140","173",62
"160","40",62
"137","14",63
"150","26",63
"162","42",63
"185","76",64
"146","200",65
"143","195",66
"144","199",67
"165","47",68
"188","81",69
"147","21",70
"176","61",70
"138","15",71
"155","33",71
"179","67",72
"194","9",73
"199","97",74
"159","39",75
"161","41",75
"177","63",75
"186","77",75
"181","69",76
"184","73",76
"196","93",76
"153","3",77
"200","99",77
"197","95",78
"172","57",79
"191","85",80
"164","45",81
"183","71",82
"135","11",83
"148","23",83
"190","83",83
"139","17",84
"163","43",85
"187","79",85
"195","91",85
"192","87",86
"142","19",87
"171","55",88
"136","13",89
"156","35",90
"170","53",90
"174","59",90
"149","25",91
"157","37",91
"151","27",92
"193","89",93
"152","29",94
"154","31",94
"178","65",95
"168","51",96
