"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","113",1
"2","193",2
"3","101",3
"4","170",4
"5","111",5
"6","119",6
"7","147",7
"8","117",8
"9","107",9
"10","171",10
"11","105",11
"12","139",12
"13","161",12
"14","127",13
"15","167",13
"16","129",14
"19","152",14
"17","187",14
"18","155",15
"22","188",15
"21","106",16
"20","197",16
"23","157",17
"27","186",18
"24","103",18
"26","177",19
"29","163",20
"25","175",20
"32","149",20
"28","153",20
"31","131",21
"30","137",21
"33","183",22
"34","181",23
"36","191",23
"37","121",24
"38","132",24
"49","112",24
"51","174",24
"35","189",24
"39","109",25
"40","115",25
"52","138",25
"41","133",25
"54","102",25
"42","179",25
"45","185",26
"56","110",26
"58","148",26
"63","192",26
"59","160",27
"61","176",27
"62","190",27
"60","166",28
"55","134",28
"57","142",28
"64","173",29
"65","199",29
"43","169",29
"69","108",29
"74","130",29
"77","162",29
"80","180",29
"44","151",29
"68","104",29
"73","126",29
"75","136",29
"46","165",29
"47","143",30
"78","164",30
"76","156",31
"79","172",31
"70","114",32
"50","125",32
"81","198",32
"67","81",32
"53","145",32
"48","159",32
"72","124",33
"71","123",34
"66","195",34
"85","5",34
"84","196",34
"87","141",35
"86","135",36
"89","63",36
"93","146",37
"96","168",37
"97","178",37
"88","116",37
"90","122",37
"91","140",38
"92","144",39
"94","150",39
"82","118",39
"83","128",39
"95","158",40
"98","182",41
"101","1",41
"104","77",42
"109","7",42
"103","71",42
"108","61",42
"111","83",43
"112","95",43
"115","97",43
"119","3",44
"105","78",44
"107","4",44
"123","45",44
"125","75",44
"127","89",44
"128","9",44
"106","96",44
"130","99",44
"100","120",44
"102","67",44
"113","90",44
"116","46",44
"132","49",44
"118","69",44
"120","15",44
"121","21",44
"126","79",44
"137","85",44
"122","33",44
"129","93",44
"124","73",45
"134","17",45
"99","184",45
"110","200",45
"131","39",45
"135","53",45
"136","65",45
"138","87",46
"117","51",46
"143","13",46
"180","57",46
"164","35",47
"169","41",47
"133","91",47
"153","23",48
"157","27",48
"161","31",48
"114","59",48
"141","11",49
"148","19",49
"159","29",49
"171","43",49
"178","55",49
"155","25",50
"166","37",50
"173","47",50
"145","154",51
"149","194",52
"160","30",53
"192","8",53
"140","100",54
"197","88",54
"191","76",55
"150","2",56
"175","50",57
"200","98",57
"182","6",58
"184","62",59
"199","94",59
"187","68",60
"146","16",61
"165","36",62
"177","54",63
"193","80",64
"158","28",65
"142","12",66
"147","18",67
"174","48",67
"186","66",67
"190","74",67
"168","40",68
"181","58",68
"189","72",68
"167","38",69
"176","52",69
"179","56",70
"139","10",71
"163","34",71
"196","86",71
"198","92",71
"152","22",72
"154","24",72
"183","60",72
"195","84",72
"194","82",73
"144","14",74
"162","32",74
"156","26",75
"170","42",76
"185","64",77
"151","20",78
"188","70",79
"172","44",80
