"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","114",1
"2","105",2
"3","113",3
"4","111",4
"5","109",5
"6","177",6
"8","145",7
"7","119",7
"11","101",8
"12","117",8
"14","147",9
"9","107",9
"10","161",9
"16","123",9
"18","151",9
"13","157",9
"15","175",10
"17","139",11
"19","183",11
"23","104",11
"20","187",11
"21","189",11
"22","121",12
"24","149",13
"25","103",14
"26","169",14
"27","191",14
"28","143",15
"29","141",16
"30","77",16
"31","135",17
"32","129",18
"42","110",18
"33","131",18
"34","153",18
"35","163",18
"36","171",18
"37","127",19
"47","152",19
"38","159",19
"39","155",20
"40","167",21
"44","112",21
"45","126",21
"46","138",21
"48","174",21
"41","185",21
"49","188",21
"51","156",22
"52","190",23
"43","195",23
"53","99",24
"56","197",25
"59","165",25
"60","181",25
"57","102",25
"58","115",26
"61","125",26
"54","133",26
"63","186",26
"65","193",27
"55","158",27
"66","137",27
"64","146",27
"67","173",27
"68","179",28
"70","162",29
"71","180",29
"72","130",30
"74","192",31
"50","124",31
"76","164",31
"78","178",31
"79","7",31
"77","168",32
"80","108",33
"82","144",33
"85","97",34
"81","136",34
"62","132",34
"83","106",34
"84","166",34
"88","3",34
"87","176",35
"73","134",35
"89","95",35
"90","116",36
"69","118",36
"91","122",36
"75","128",36
"86","142",36
"93","198",36
"94","182",37
"97","45",37
"92","170",37
"98","81",37
"95","93",37
"101","1",37
"103","49",37
"107","4",37
"96","69",37
"100","91",38
"102","148",39
"105","13",40
"106","39",40
"109","57",40
"108","53",41
"110","23",42
"111","35",42
"112","41",42
"115","11",43
"99","71",43
"117","27",43
"113","59",43
"104","67",43
"116","140",43
"118","51",44
"129","199",44
"121","29",44
"122","31",44
"123","43",44
"124","55",44
"125","75",44
"126","87",44
"119","150",45
"120","160",45
"128","19",46
"130","5",46
"131","63",46
"132","73",46
"133","79",46
"114","83",46
"156","30",46
"187","8",46
"139","15",47
"127","172",47
"150","21",47
"153","25",47
"158","33",47
"161","37",47
"194","89",47
"173","58",48
"137","120",49
"147","2",49
"174","6",49
"195","9",49
"191","85",50
"146","196",51
"179","65",52
"144","184",53
"141","16",54
"142","17",54
"145","194",55
"176","61",56
"167","47",57
"197","92",58
"140","154",59
"149","200",60
"171","54",61
"180","66",62
"193","88",63
"190","84",64
"152","24",65
"155","28",65
"199","96",66
"165","44",67
"157","32",68
"136","12",69
"143","18",70
"135","100",71
"163","40",71
"168","48",71
"183","72",71
"170","52",72
"162","38",73
"166","46",74
"198","94",74
"134","10",75
"172","56",75
"151","22",76
"160","36",76
"138","14",77
"175","60",77
"154","26",78
"159","34",78
"164","42",78
"185","76",78
"178","64",79
"192","86",79
"148","20",80
"200","98",81
"186","78",82
"177","62",83
"188","80",84
"169","50",85
"181","68",85
"184","74",85
"196","90",86
"182","70",87
"189","82",88
