"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","175",1
"2","112",2
"3","110",3
"4","104",4
"5","109",5
"6","130",6
"7","162",7
"8","180",8
"9","106",9
"10","188",10
"11","118",11
"12","128",11
"13","190",12
"14","102",13
"15","116",14
"16","108",15
"17","124",15
"29","150",16
"31","148",17
"33","123",18
"18","126",18
"19","174",18
"21","146",19
"36","169",19
"22","138",19
"23","152",20
"35","101",20
"37","141",21
"39","160",21
"20","134",21
"40","135",21
"24","176",21
"25","168",22
"26","178",23
"27","122",24
"45","153",24
"46","163",24
"30","164",24
"32","114",25
"28","136",25
"51","105",25
"34","192",25
"38","158",26
"53","107",26
"56","121",26
"57","177",26
"41","132",26
"42","140",26
"43","142",26
"44","186",26
"54","111",26
"55","113",26
"47","182",26
"48","172",27
"49","166",28
"50","120",29
"59","189",29
"60","103",29
"52","170",29
"62","191",29
"58","184",29
"63","156",30
"65","145",30
"61","131",30
"67","161",30
"68","171",31
"66","143",32
"70","129",33
"71","187",34
"72","119",35
"64","167",35
"73","16",35
"80","154",35
"83","8",36
"74","139",36
"75","159",36
"76","193",36
"69","183",36
"85","80",36
"78","117",36
"88","6",36
"81","155",36
"82","157",36
"77","195",36
"84","28",36
"90","68",36
"89","94",36
"86","32",36
"87","44",37
"79","127",37
"91","196",37
"92","198",37
"95","64",38
"96","144",39
"100","2",39
"99","72",39
"101","66",39
"103","38",40
"93","147",40
"94","151",41
"107","194",41
"108","24",42
"98","34",42
"110","60",42
"111","96",43
"97","78",43
"102","165",44
"113","86",44
"105","149",44
"112","4",44
"114","51",44
"104","133",44
"115","52",44
"116","98",44
"117","100",45
"109","125",45
"120","95",46
"121","54",46
"122","10",47
"123","92",48
"124","56",49
"125","74",49
"126","82",49
"127","12",50
"129","20",50
"130","90",50
"106","36",50
"119","30",51
"118","115",52
"131","14",52
"134","50",52
"135","70",52
"136","88",52
"132","26",53
"137","179",54
"138","181",55
"133","40",55
"139","185",56
"140","84",57
"128","137",57
"141","18",58
"147","42",58
"143","48",58
"144","58",58
"148","76",58
"142","197",58
"146","22",58
"145","200",59
"155","173",59
"181","62",60
"172","46",61
"184","69",61
"182","63",62
"186","71",62
"150","1",63
"178","57",63
"188","75",64
"151","11",65
"149","67",65
"190","79",65
"197","91",65
"163","3",66
"185","7",66
"194","87",66
"160","25",67
"179","59",67
"167","37",68
"189","77",68
"166","35",69
"152","13",70
"193","85",71
"198","93",72
"161","27",73
"187","73",73
"159","23",74
"191","81",74
"164","31",75
"170","43",75
"157","199",76
"158","21",77
"162","29",77
"156","19",78
"153","15",79
"165","33",79
"200","99",79
"176","53",80
"177","55",81
"175","5",82
"195","89",83
"168","39",84
"169","41",85
"183","65",86
"196","9",86
"199","97",87
"171","45",88
"192","83",89
"154","17",90
"180","61",91
"173","47",92
"174","49",93
