"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","116",1
"2","109",2
"3","105",3
"4","110",4
"5","107",5
"6","189",6
"7","191",6
"8","121",7
"10","101",8
"9","175",8
"11","123",9
"12","113",10
"13","141",11
"14","129",12
"15","169",13
"16","111",14
"17","135",15
"18","183",16
"19","195",17
"20","131",18
"22","127",19
"24","185",19
"27","177",20
"21","119",20
"25","103",21
"26","161",21
"23","147",21
"28","117",22
"30","153",23
"31","163",23
"29","145",24
"34","173",25
"32","128",25
"36","187",25
"35","181",26
"37","151",27
"38","157",28
"39","143",29
"40","171",29
"41","139",30
"42","149",30
"45","197",31
"52","104",31
"53","112",31
"54","192",32
"33","118",32
"56","126",32
"57","190",33
"44","159",33
"58","176",33
"46","155",33
"43","167",33
"62","108",33
"63","130",33
"55","134",33
"64","152",33
"65","162",33
"60","186",33
"47","165",33
"66","102",33
"67","138",33
"68","174",33
"48","125",33
"75","188",33
"73","148",34
"69","106",35
"59","150",35
"74","156",35
"76","196",36
"70","114",37
"49","133",37
"61","182",37
"50","115",37
"51","179",37
"77","71",37
"79","1",38
"81","137",39
"80","199",39
"82","193",40
"71","124",40
"83","122",40
"84","136",40
"85","140",40
"86","146",40
"88","164",40
"89","168",40
"91","178",40
"72","132",40
"87","158",40
"78","142",40
"90","172",40
"92","51",41
"94","180",42
"93","198",42
"96","166",43
"102","3",43
"101","77",43
"105","7",43
"106","95",44
"107","97",44
"109","5",45
"110","91",46
"98","160",46
"97","170",46
"95","184",46
"115","33",46
"104","59",46
"103","61",46
"100","67",46
"108","69",46
"117","15",46
"118","21",46
"119","45",46
"121","79",46
"99","120",46
"120","49",46
"114","89",46
"111","57",46
"112","73",46
"139","93",46
"132","4",47
"116","144",47
"136","80",47
"122","9",47
"123","11",48
"113","47",48
"135","75",48
"124","13",49
"125","17",49
"126","23",49
"127","25",49
"128","27",49
"129","35",49
"130","37",49
"131","39",49
"133","41",49
"134","53",49
"137","81",49
"138","85",49
"140","99",49
"148","19",50
"159","31",50
"166","43",50
"173","55",50
"179","63",50
"157","29",51
"181","65",52
"194","87",52
"191","83",53
"149","194",54
"145","154",55
"187","76",56
"158","30",57
"183","68",57
"182","66",58
"189","8",58
"162","36",59
"169","48",59
"150","2",60
"152","200",61
"146","16",62
"176","6",63
"196","90",63
"142","100",64
"156","28",64
"172","54",64
"195","88",64
"185","72",65
"197","92",66
"143","12",67
"163","38",67
"164","40",67
"177","60",67
"186","74",67
"147","18",68
"160","32",68
"161","34",68
"193","86",68
"168","46",69
"171","52",69
"188","78",69
"141","10",70
"174","56",70
"178","62",70
"144","14",71
"153","22",71
"154","24",71
"190","82",71
"200","98",71
"155","26",72
"167","44",72
"199","96",72
"180","64",73
"165","42",74
"151","20",75
"184","70",75
"170","50",76
"175","58",76
"192","84",77
"198","94",77
