"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","198",1
"2","174",2
"3","200",2
"4","138",3
"5","102",4
"6","142",5
"7","152",6
"8","104",7
"9","136",8
"10","188",9
"11","112",10
"12","106",11
"13","108",12
"15","111",12
"16","126",13
"17","110",14
"18","172",14
"19","186",15
"20","130",16
"21","132",17
"22","170",18
"23","190",18
"24","122",19
"25","134",19
"26","162",19
"27","164",19
"28","178",19
"29","192",19
"30","114",20
"31","158",20
"32","168",20
"33","148",21
"34","160",21
"35","176",21
"36","166",22
"37","118",23
"38","180",23
"39","128",24
"42","182",25
"43","116",26
"45","156",27
"47","150",28
"50","113",29
"51","161",30
"14","146",30
"53","101",30
"54","105",30
"40","124",30
"41","140",30
"44","144",31
"56","107",31
"57","109",31
"59","119",31
"46","120",31
"48","196",32
"55","103",32
"58","117",32
"49","184",32
"60","147",32
"52","194",32
"62","139",33
"64","185",33
"66","137",34
"67","177",34
"69","175",35
"73","187",36
"70","115",37
"75","123",37
"65","127",37
"68","189",37
"61","131",37
"77","151",37
"78","169",38
"74","121",39
"72","183",39
"71","133",40
"76","141",41
"79","129",42
"63","167",42
"83","163",42
"80","145",42
"82","153",42
"81","181",42
"84","179",43
"86","135",44
"87","165",45
"88","191",45
"85","157",45
"92","6",45
"90","155",45
"91","149",46
"89","125",46
"93","159",46
"96","62",46
"94","50",46
"95","197",47
"98","154",47
"97","98",47
"100","143",48
"102","36",49
"105","96",49
"103","4",50
"108","100",51
"109","16",51
"110","2",51
"113","66",51
"106","195",51
"114","54",51
"115","58",51
"116","68",51
"111","30",51
"122","86",51
"123","92",52
"107","28",52
"119","56",52
"112","32",52
"118","44",53
"121","84",53
"126","90",53
"117","18",53
"120","82",53
"127","14",53
"130","26",53
"104","94",53
"124","12",54
"137","8",54
"138","80",54
"131","38",55
"99","78",55
"101","34",56
"134","52",56
"139","88",56
"125","173",56
"128","193",56
"132","40",56
"133","48",56
"135","60",56
"136","70",56
"150","22",56
"166","46",56
"185","74",56
"163","42",57
"177","64",57
"183","72",57
"187","76",57
"129","199",57
"152","24",57
"141","10",58
"146","171",58
"148","20",58
"169","5",58
"140","1",59
"200","99",60
"181","7",61
"175","61",62
"194","89",63
"195","9",64
"179","67",65
"182","71",66
"191","83",67
"145","17",68
"190","81",68
"143","13",69
"159","35",70
"156","3",71
"167","47",71
"157","31",72
"188","77",72
"149","21",73
"154","27",73
"144","15",74
"165","45",74
"192","85",74
"197","93",74
"158","33",75
"155","29",76
"162","41",76
"164","43",76
"180","69",76
"186","75",76
"161","39",77
"173","57",77
"199","97",77
"193","87",78
"198","95",78
"168","49",79
"171","53",79
"196","91",79
"142","11",80
"174","59",80
"184","73",80
"153","25",81
"170","51",81
"160","37",82
"176","63",83
"189","79",84
"178","65",85
"151","23",86
"147","19",87
"172","55",88
