"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","106",1
"2","108",2
"3","112",3
"4","160",4
"5","102",5
"6","104",5
"7","110",5
"8","152",5
"9","162",6
"10","164",6
"11","188",7
"12","130",8
"13","140",9
"14","144",10
"15","174",10
"16","126",11
"17","136",11
"18","138",11
"19","146",11
"20","168",11
"21","192",11
"22","178",12
"23","186",13
"24","180",14
"25","172",15
"26","114",16
"27","158",17
"28","124",18
"32","132",19
"35","134",20
"36","118",21
"29","122",21
"30","190",21
"31","176",22
"33","156",23
"34","166",24
"37","128",25
"40","184",25
"38","150",25
"39","116",26
"41","148",27
"42","142",28
"44","170",28
"43","182",28
"45","120",29
"47","149",29
"46","198",29
"48","194",30
"50","157",30
"49","196",30
"53","167",31
"54","105",32
"52","113",32
"51","88",32
"69","169",33
"55","101",34
"61","119",35
"60","117",36
"72","177",37
"59","111",38
"74","181",39
"64","147",40
"78","189",40
"79","191",41
"57","107",42
"63","139",42
"67","161",42
"77","187",42
"66","155",43
"75","183",44
"71","175",45
"58","109",46
"62","121",46
"65","153",46
"68","163",46
"56","103",47
"91","151",47
"88","137",48
"90","145",48
"70","173",48
"73","179",48
"76","185",48
"86","129",48
"80","100",48
"83","123",48
"81","4",48
"92","165",49
"85","127",50
"93","171",50
"100","2",50
"84","125",50
"89","141",50
"95","195",50
"102","48",50
"103","74",50
"107","6",50
"105","40",51
"112","84",51
"97","12",51
"101","30",51
"98","36",51
"99","54",51
"110","8",51
"113","94",52
"106","52",52
"108","78",52
"114","143",52
"109","56",52
"111","80",52
"115","14",53
"116","26",53
"117","76",53
"119","18",54
"120","92",55
"123","86",56
"82","115",56
"124","42",56
"125","64",56
"126","96",57
"127","22",58
"128","46",58
"130","16",59
"129","62",59
"132","66",60
"87","135",60
"94","193",60
"96","197",60
"134","24",60
"136","98",61
"138","90",62
"139","58",63
"131","28",63
"133","72",63
"135","44",64
"142","10",64
"137","32",64
"140","38",65
"141","60",66
"145","82",66
"104","133",66
"147","200",66
"143","68",66
"118","159",66
"146","20",66
"144","34",66
"148","50",67
"121","131",67
"150","154",67
"122","199",67
"149","3",68
"184","70",68
"151","1",69
"187","75",70
"197","93",71
"186","73",72
"183","7",73
"170","47",74
"188","77",75
"196","91",76
"198","95",77
"173","51",78
"174","53",78
"181","67",79
"153","13",80
"163","33",81
"185","71",81
"157","21",82
"164","35",82
"191","83",82
"180","65",83
"154","15",84
"160","27",84
"169","45",84
"194","89",85
"161","29",86
"176","57",86
"162","31",87
"166","39",87
"171","49",87
"190","81",87
"172","5",88
"199","97",88
"178","61",89
"182","69",89
"177","59",90
"167","41",91
"195","9",92
"158","23",93
"168","43",93
"179","63",93
"192","85",93
"152","11",94
"155","17",94
"156","19",94
"175","55",94
"189","79",94
"200","99",94
"159","25",95
"165","37",95
"193","87",95
