node,hopcount,latency,power,deploymentPenalty,utilization
0,3,202,626,15400,0
1,3,276,735,8700,0
2,4,278,773,12080,0
3,3,243,686,15360,0
4,3,283,743,19680,0
5,4,305,770,14880,0
6,3,296,630,2900,0
7,3,222,643,19380,0
8,4,329,665,16300,0
9,4,364,748,8580,0
10,3,216,761,10380,0
11,4,352,557,17540,0
12,5,387,741,19400,0
13,5,469,652,7080,0
14,4,322,712,11480,0
15,2,156,790,11260,0
16,4,399,679,9460,0
17,4,448,557,6520,0
18,4,402,643,13480,0
19,4,394,777,17660,0
20,4,310,662,18540,0
21,4,470,744,6240,0
22,4,330,785,12200,0
23,4,272,799,13540,0
24,3,300,684,2560,0
25,5,483,573,17060,0
26,5,417,739,5180,0
27,3,190,544,2900,0
28,5,435,773,11900,0
29,4,269,691,1500,0
30,5,441,611,8440,0
31,3,176,789,1400,0
32,4,304,741,5000,0
33,3,298,530,9080,0
34,5,405,605,13300,0
35,4,280,530,1740,0
36,3,300,720,7800,0
37,3,238,702,4220,0
38,4,416,754,13860,0
39,5,424,633,12340,0
40,4,442,671,8780,0
41,4,428,752,7780,0
42,4,370,723,1220,0
43,3,195,572,6340,0
44,4,351,608,6460,0
45,4,474,715,12800,0
46,4,338,500,13360,0
47,5,357,691,5540,0
48,4,373,624,11800,0
49,3,387,699,8940,0
50,4,432,547,5920,0
51,3,290,727,11660,0
52,4,357,640,6920,0
53,4,336,556,16440,0
54,4,411,718,2580,0
55,4,332,595,13900,0
56,3,189,747,1040,0
57,4,554,695,3260,11
58,1,0,530,19600,7
59,3,266,582,2540,0
60,4,319,540,17380,0
61,4,382,762,7600,0
62,3,186,704,1760,0
63,3,210,773,18840,0
64,4,480,697,14320,0
65,4,259,612,13160,0
66,4,308,502,12160,0
67,4,443,716,16000,0
68,3,195,549,1780,0
69,3,390,665,8500,0
70,4,391,514,5540,0
71,3,226,621,2340,0
72,5,263,773,2880,0
73,4,468,603,19560,0
74,4,244,590,9100,0
75,4,385,688,18480,0
76,4,321,519,13140,0
77,3,334,502,2160,0
78,3,372,647,9520,0
79,4,427,610,9040,0
80,4,312,629,15780,0
81,4,394,711,17420,0
82,4,399,535,13860,0
83,5,283,785,1800,0
84,4,344,613,4760,7
85,3,272,795,19800,0
86,3,258,764,13920,0
87,5,442,650,7120,0
88,3,216,683,4840,0
89,4,322,770,19300,0
90,3,313,577,3820,0
91,4,384,716,12080,0
92,5,265,761,2600,0
93,4,583,504,1760,0
94,4,329,544,4040,0
95,3,298,771,10600,1
96,4,269,742,13900,0
97,4,303,772,15200,0
98,4,615,748,12380,0
99,3,308,676,8380,0
100,4,421,500,13480,0
101,3,264,519,5820,0
102,4,388,622,6740,0
103,4,260,538,13180,0
104,2,189,510,2040,0
105,4,396,715,17420,2
106,3,351,623,19760,0
107,4,390,641,1880,0
108,3,230,689,12740,5
109,3,265,615,7580,1
110,4,315,683,17760,0
111,4,402,537,7420,0
112,4,329,538,15980,0
113,5,432,762,18420,0
114,4,507,736,10860,0
115,4,520,727,9440,0
116,5,494,513,2420,0
117,4,436,784,18120,0
118,5,440,528,5100,0
119,5,634,710,15820,0
120,4,418,628,3140,0
121,5,445,625,18780,0
122,4,395,509,14960,0
123,5,458,776,1560,0
124,5,625,521,2480,0
125,3,342,502,7600,0
126,5,406,768,2340,0
127,4,451,782,13800,0
128,4,537,507,8020,0
129,5,486,533,4540,0
130,5,485,790,3460,0
131,5,524,782,6560,0
132,5,564,798,4500,0
133,4,408,770,3960,0
134,4,473,573,7000,0
135,4,333,513,8980,0
136,5,564,522,2480,0
137,5,381,542,15080,0
138,5,399,633,2600,0
139,5,555,622,2100,0
140,4,431,561,7080,0
141,5,546,739,19060,0
142,4,340,739,14080,0
143,6,511,629,15600,0
144,5,509,542,18820,0
145,5,350,561,10180,0
146,5,542,502,12760,0
147,5,616,664,12960,0
148,6,601,704,9960,0
149,5,685,584,15480,0
150,5,561,512,17800,0
151,5,359,619,12060,0
152,5,567,727,6380,0
153,5,394,5000,0,64
154,4,454,574,11080,0
155,5,482,587,8880,0
156,6,505,659,12920,0
157,5,504,734,8660,0
158,4,431,689,8060,0
159,5,582,677,8240,0
160,5,387,642,7720,0
161,5,465,595,14200,0
162,5,567,724,6700,0
163,4,440,641,1480,0
164,5,592,520,11020,0
165,5,555,701,15100,0
166,5,426,800,12800,0
167,4,407,568,14820,0
168,4,407,638,3000,0
169,5,645,770,9020,2
170,5,581,657,14480,0
171,4,348,737,9440,0
172,4,541,566,8400,0
173,5,361,514,12140,0
174,4,353,556,2600,0
175,4,495,683,4280,7
176,4,422,585,10740,0
177,4,392,690,9700,0
178,5,780,779,19140,1
179,5,465,711,10320,0
180,5,563,549,1820,0
181,3,549,736,3660,0
182,3,384,777,8540,0
183,4,451,765,2940,0
184,4,388,597,9660,0
185,4,597,563,8000,0
186,4,485,702,4820,0
187,5,441,576,17340,1
188,4,409,781,1840,0
189,4,489,514,14780,0
190,4,496,535,9740,0
191,4,441,624,15540,0
192,4,433,628,2460,0
193,5,676,554,1740,2
194,5,576,781,17560,7
195,5,651,585,11580,1
196,5,789,632,6640,2
197,6,585,569,5960,1
198,6,999,720,2880,1
199,7,824,698,15000,4
