"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","108",1
"2","181",2
"3","57",3
"5","43",4
"6","69",5
"7","94",5
"8","140",6
"9","193",6
"10","169",7
"11","55",8
"12","73",8
"4","85",8
"13","30",9
"14","32",10
"15","84",11
"16","105",12
"17","164",12
"18","78",13
"19","184",14
"20","127",15
"25","63",16
"26","72",16
"21","28",16
"22","60",16
"23","7",16
"29","93",16
"24","25",16
"30","125",16
"27","175",16
"28","58",16
"31","91",17
"32","95",18
"35","36",19
"33","38",19
"36","124",19
"39","189",19
"34","89",19
"43","117",19
"44","137",19
"48","121",20
"37","27",20
"38","187",21
"52","134",21
"41","48",21
"40","103",21
"53","176",21
"42","71",21
"45","51",22
"46","102",23
"50","133",23
"47","44",23
"56","130",23
"59","131",23
"49","45",23
"51","100",24
"60","182",24
"57","33",24
"55","10",24
"58","75",25
"54","88",25
"64","119",25
"61","14",25
"62","112",26
"65","172",26
"63","62",26
"68","141",27
"66","110",27
"67","135",27
"72","22",27
"75","18",27
"69","37",27
"74","53",27
"70","2",27
"71","31",28
"82","153",28
"73","160",28
"84","161",28
"76","34",28
"77","70",29
"78","17",30
"87","126",30
"86","16",30
"89","163",30
"80","79",30
"81","173",30
"79","50",30
"98","171",30
"88","42",30
"96","67",30
"92","3",30
"83","185",30
"85","146",31
"93","129",31
"94","159",31
"95","186",31
"99","41",32
"103","132",32
"97","170",32
"101","23",32
"104","158",33
"102","109",34
"105","80",34
"106","136",35
"108","99",35
"90","11",35
"109","183",35
"91","96",35
"107","156",35
"112","101",35
"100","177",35
"119","24",35
"117","19",36
"110","180",36
"122","56",36
"111","165",36
"116","178",36
"118","191",36
"115","52",36
"114","49",37
"123","116",37
"113","29",37
"128","6",37
"131","65",38
"120","40",38
"121","92",38
"126","149",38
"124","77",38
"125","104",39
"134","4",39
"135","98",39
"133","15",40
"143","139",40
"137","174",40
"144","194",40
"127","46",40
"129","167",41
"136","155",41
"130","35",41
"132","148",42
"140","83",42
"138","97",42
"148","54",42
"150","198",42
"141","115",42
"139","152",42
"153","197",42
"145","47",42
"142","87",42
"146","66",43
"147","1",44
"149","147",45
"151","157",46
"152","123",47
"155","113",48
"154","39",48
"166","8",48
"156","192",48
"160","138",48
"157","162",48
"158","9",48
"169","106",48
"159","128",48
"161","143",48
"170","82",48
"163","196",48
"162","68",48
"172","20",48
"174","90",49
"167","120",49
"164","168",49
"165","190",49
"176","74",49
"168","81",49
"171","144",50
"177","179",50
"175","26",50
"178","5",50
"180","111",51
"181","12",52
"173","166",52
"184","199",52
"186","154",52
"185","61",52
"183","122",53
"182","188",53
"187","59",53
"191","13",54
"179","150",54
"198","64",54
"188","107",55
"194","151",56
"196","200",56
"200","86",56
"197","21",57
"190","118",58
"189","114",59
"193","145",59
"195","195",59
"199","76",59
"192","142",60
