node,hopcount,latency,power,deploymentPenalty,utilization
0,5,546,626,15400,0
1,5,508,735,8700,0
2,6,551,773,12080,0
3,5,516,686,15360,0
4,5,578,743,19680,0
5,6,578,770,14880,0
6,5,562,630,2900,0
7,5,488,643,19380,0
8,6,624,665,16300,0
9,6,630,748,8580,0
10,5,482,761,10380,0
11,6,584,557,17540,0
12,7,660,741,19400,0
13,7,742,652,7080,0
14,6,666,712,11480,0
15,4,422,790,11260,0
16,6,694,679,9460,0
17,6,714,557,6520,0
18,6,668,643,13480,0
19,6,660,777,17660,0
20,6,654,662,18540,0
21,6,736,744,6240,0
22,6,596,785,12200,0
23,6,538,799,13540,0
24,5,566,684,2560,0
25,7,756,573,17060,0
26,7,690,739,5180,0
27,5,456,544,2900,0
28,7,708,773,11900,0
29,6,542,691,1500,0
30,7,714,611,8440,0
31,5,442,789,1400,0
32,6,648,741,5000,0
33,5,564,530,9080,0
34,7,678,605,13300,0
35,6,624,530,1740,0
36,5,566,720,7800,0
37,5,504,702,4220,0
38,6,682,754,13860,0
39,7,697,633,12340,0
40,6,708,671,8780,0
41,6,660,752,7780,0
42,6,522,723,1220,0
43,5,559,572,6340,0
44,6,624,608,6460,0
45,6,740,715,12800,0
46,5,693,500,13360,0
47,6,628,691,5540,0
48,6,646,624,11800,0
49,5,653,699,8940,0
50,6,664,547,5920,0
51,5,556,727,11660,0
52,6,589,640,6920,0
53,6,602,556,16440,0
54,6,677,718,2580,0
55,6,598,595,13900,0
56,5,455,747,1040,0
57,6,820,695,3260,11
58,5,651,530,19600,7
59,5,532,582,2540,0
60,6,614,540,17380,0
61,6,677,762,7600,0
62,5,601,704,1760,0
63,5,476,773,18840,0
64,6,757,697,14320,0
65,6,603,612,13160,0
66,6,574,502,12160,0
67,6,594,716,16000,0
68,5,461,549,1780,0
69,5,656,665,8500,0
70,5,532,514,5540,0
71,5,492,621,2340,0
72,6,810,773,2880,0
73,6,734,603,19560,0
74,6,578,590,9100,0
75,4,334,688,18480,0
76,6,594,519,13140,0
77,5,600,502,2160,0
78,5,645,647,9520,0
79,5,580,610,9040,0
80,5,512,629,15780,0
81,6,581,711,17420,0
82,6,694,535,13860,0
83,6,919,785,1800,0
84,6,610,613,4760,2
85,5,538,795,19800,0
86,5,524,764,13920,0
87,6,622,650,7120,0
88,5,482,683,4840,0
89,5,538,770,19300,0
90,5,586,577,3820,0
91,6,706,716,12080,0
92,6,670,761,2600,0
93,6,634,504,1760,0
94,6,602,544,4040,0
95,5,564,771,10600,1
96,6,686,742,13900,0
97,5,561,772,15200,0
98,6,688,748,12380,0
99,5,574,676,8380,0
100,5,480,500,13480,0
101,5,530,519,5820,0
102,5,627,622,6740,0
103,5,648,538,13180,0
104,4,462,510,2040,0
105,5,550,715,17420,2
106,3,300,623,19760,0
107,6,656,641,1880,0
108,5,440,689,0,3
109,4,418,615,7580,0
110,5,530,683,17760,0
111,6,634,537,7420,0
112,4,448,538,15980,0
113,7,705,762,18420,0
114,6,773,736,10860,0
115,5,673,727,9440,0
116,5,613,513,2420,0
117,5,589,784,18120,0
118,5,559,528,5100,0
119,7,821,710,15820,0
120,5,571,628,3140,0
121,6,684,625,18780,0
122,6,605,509,14960,0
123,7,731,776,1560,0
124,6,864,521,2480,0
125,5,615,502,7600,0
126,6,622,768,2340,0
127,5,604,782,13800,0
128,4,486,507,8020,0
129,7,718,533,4540,0
130,7,636,790,3460,0
131,5,643,782,6560,0
132,6,822,798,4500,0
133,4,357,770,3960,0
134,6,683,573,7000,0
135,6,599,513,8980,0
136,7,859,522,2480,0
137,6,596,542,15080,0
138,6,599,633,2600,0
139,7,821,622,2100,0
140,6,641,561,7080,0
141,6,761,739,19060,0
142,6,606,739,14080,0
143,7,1147,629,15600,0
144,6,897,542,18820,0
145,7,616,561,10180,0
146,5,661,502,12760,0
147,6,675,664,12960,0
148,7,781,704,9960,0
149,6,838,584,15480,0
150,7,883,512,17800,0
151,5,478,619,12060,0
152,7,799,727,6380,0
153,7,728,5000,0,64
154,6,720,574,11080,0
155,7,899,587,8880,0
156,7,685,659,12920,0
157,7,826,734,8660,0
158,6,697,689,8060,0
159,6,736,677,8240,0
160,6,602,642,7720,0
161,7,697,595,14200,0
162,7,799,724,6700,0
163,6,706,641,1480,0
164,6,831,520,11020,0
165,6,755,701,15100,0
166,6,580,800,12800,0
167,6,673,568,14820,0
168,6,617,638,3000,0
169,5,764,770,9020,2
170,7,1256,657,14480,0
171,6,614,737,9440,0
172,6,814,566,8400,0
173,6,575,514,12140,0
174,6,563,556,2600,0
175,2,156,683,4280,5
176,6,688,585,10740,0
177,6,658,690,9700,0
178,7,892,779,19140,1
179,7,697,711,10320,0
180,7,913,549,1820,0
181,5,822,736,3660,0
182,5,657,777,8540,0
183,6,717,765,2940,0
184,5,458,597,9660,0
185,4,546,563,8000,0
186,6,751,702,4820,0
187,5,560,576,17340,1
188,5,562,781,1840,0
189,4,438,514,14780,0
190,5,649,535,9740,0
191,4,390,624,15540,0
192,6,1108,628,2460,0
193,7,942,554,1740,2
194,6,729,781,17560,7
195,1,0,585,11580,1
196,5,738,632,6640,2
197,7,799,569,5960,1
198,6,948,720,2880,1
199,8,1039,698,15000,4
