node,hopcount,latency,power,deploymentPenalty,utilization
0,5,623,626,15400,0
1,6,684,735,8700,0
2,6,642,773,12080,0
3,6,647,686,15360,0
4,5,541,743,19680,0
5,5,585,770,14880,0
6,5,657,630,2900,0
7,6,552,643,19380,0
8,6,587,665,16300,0
9,7,694,748,8580,0
10,7,729,761,10380,0
11,7,760,557,17540,0
12,6,667,741,19400,0
13,6,749,652,7080,0
14,6,743,712,11480,0
15,6,669,790,11260,0
16,6,657,679,9460,0
17,6,809,557,6520,0
18,7,732,643,13480,0
19,7,724,777,17660,0
20,6,731,662,18540,0
21,6,831,744,6240,0
22,7,660,785,12200,0
23,7,602,799,13540,0
24,7,813,684,2560,0
25,6,763,573,17060,0
26,6,697,739,5180,0
27,7,703,544,2900,0
28,6,715,773,11900,0
29,7,673,691,1500,0
30,6,721,611,8440,0
31,7,689,789,1400,0
32,6,725,741,5000,0
33,7,811,530,9080,0
34,6,685,605,13300,0
35,6,701,530,1740,0
36,7,813,720,7800,0
37,7,751,702,4220,0
38,6,777,754,13860,0
39,7,788,633,12340,0
40,6,803,671,8780,0
41,7,836,752,7780,0
42,7,700,723,1220,0
43,7,708,572,6340,0
44,6,754,608,6460,0
45,6,835,715,12800,0
46,6,699,500,13360,0
47,7,778,691,5540,0
48,7,777,624,11800,0
49,5,680,699,8940,0
50,7,840,547,5920,0
51,7,776,727,11660,0
52,7,765,640,6920,0
53,6,697,556,16440,0
54,7,991,718,2580,0
55,6,723,595,13900,0
56,7,702,747,1040,0
57,6,697,695,3260,9
58,7,824,530,19600,7
59,7,779,582,2540,0
60,6,577,540,17380,0
61,5,641,762,7600,0
62,6,744,704,1760,0
63,7,822,773,18840,0
64,7,900,697,14320,0
65,6,680,612,13160,0
66,7,638,502,12160,0
67,6,701,716,16000,0
68,7,708,549,1780,0
69,7,802,665,8500,0
70,6,649,514,5540,0
71,7,897,621,2340,0
72,7,684,773,2880,0
73,6,829,603,19560,0
74,7,721,590,9100,0
75,7,858,688,18480,0
76,6,727,519,13140,0
77,7,801,502,2160,0
78,6,874,647,9520,0
79,6,803,610,9040,0
80,6,655,629,15780,0
81,7,724,711,17420,0
82,6,657,535,13860,0
83,7,704,785,1800,0
84,7,674,613,4760,2
85,6,707,795,19800,0
86,6,766,764,13920,0
87,7,765,650,7120,0
88,6,577,683,4840,0
89,6,681,770,19300,0
90,7,759,577,3820,0
91,6,715,716,12080,0
92,6,689,761,2600,0
93,6,852,504,1760,0
94,7,733,544,4040,0
95,6,637,771,10600,1
96,6,805,742,13900,0
97,6,657,772,15200,0
98,5,631,748,12380,0
99,6,693,676,8380,0
100,6,663,500,13480,0
101,5,661,519,5820,0
102,6,779,622,6740,0
103,6,681,538,13180,0
104,6,635,510,2040,0
105,6,693,715,17420,2
106,6,739,623,19760,0
107,7,716,641,1880,0
108,6,721,689,12740,3
109,6,751,615,7580,0
110,4,509,683,17760,0
111,6,749,537,7420,0
112,5,591,538,15980,0
113,7,838,762,18420,0
114,6,904,736,10860,0
115,7,1006,727,9440,0
116,6,756,513,2420,0
117,7,922,784,18120,0
118,6,702,528,5100,0
119,8,964,710,15820,0
120,7,904,628,3140,0
121,7,836,625,18780,0
122,7,886,509,14960,0
123,8,862,776,1560,0
124,7,1016,521,2480,0
125,7,788,502,7600,0
126,7,765,768,2340,0
127,7,937,782,13800,0
128,7,925,507,8020,0
129,7,833,533,4540,0
130,7,743,790,3460,0
131,6,786,782,6560,0
132,7,918,798,4500,0
133,7,796,770,3960,0
134,7,964,573,7000,0
135,6,730,513,8980,0
136,7,822,522,2480,0
137,5,575,542,15080,0
138,7,742,633,2600,0
139,8,881,622,2100,0
140,7,922,561,7080,0
141,5,740,739,19060,0
142,8,1011,739,14080,0
143,8,932,629,15600,0
144,7,930,542,18820,0
145,8,680,561,10180,0
146,6,804,502,12760,0
147,7,858,664,12960,0
148,8,924,704,9960,0
149,7,1061,584,15480,0
150,7,892,512,17800,0
151,6,621,619,12060,0
152,7,914,727,6380,0
153,8,871,5000,0,64
154,8,921,574,11080,0
155,7,1018,587,8880,0
156,8,828,659,12920,0
157,7,835,734,8660,0
158,8,944,689,8060,0
159,7,879,677,8240,0
160,5,581,642,7720,0
161,7,812,595,14200,0
162,7,914,724,6700,0
163,7,825,641,1480,0
164,7,983,520,11020,0
165,7,898,701,15100,0
166,7,723,800,12800,0
167,7,842,568,14820,0
168,7,898,638,3000,0
169,6,907,770,9020,2
170,8,1399,657,14480,0
171,6,745,737,9440,0
172,8,1224,566,8400,0
173,3,464,514,12140,0
174,7,844,556,2600,0
175,7,883,683,4280,5
176,7,807,585,10740,0
177,7,827,690,9700,0
178,7,877,779,19140,1
179,7,953,711,10320,0
180,7,932,549,1820,0
181,7,995,736,3660,0
182,7,830,777,8540,0
183,8,1024,765,2940,0
184,7,749,597,9660,0
185,6,822,563,8000,0
186,7,870,702,4820,0
187,6,703,576,17340,1
188,7,797,781,1840,0
189,7,877,514,14780,0
190,7,982,535,9740,0
191,7,828,624,15540,0
192,7,1251,628,2460,0
193,8,1111,554,1740,2
194,8,1062,781,17560,7
195,8,1039,585,11580,1
196,7,1014,632,6640,2
197,2,240,569,5960,1
198,8,1224,720,2880,1
199,1,0,698,15000,4
