node,hopcount,latency,power,deploymentPenalty,utilization
0,2,128,626,15400,0
1,3,213,735,8700,0
2,3,147,773,12080,0
3,2,140,686,15360,0
4,3,194,743,19680,0
5,3,202,770,14880,0
6,3,155,630,2900,0
7,3,184,643,19380,0
8,4,240,665,16300,0
9,4,326,748,8580,0
10,4,234,761,10380,0
11,4,289,557,17540,0
12,4,284,741,19400,0
13,4,366,652,7080,0
14,3,248,712,11480,0
15,3,174,790,11260,0
16,4,310,679,9460,0
17,4,307,557,6520,0
18,4,364,643,13480,0
19,4,356,777,17660,0
20,3,236,662,18540,0
21,4,329,744,6240,0
22,4,292,785,12200,0
23,4,234,799,13540,0
24,4,318,684,2560,0
25,4,380,573,17060,0
26,4,314,739,5180,0
27,4,208,544,2900,0
28,4,332,773,11900,0
29,3,166,691,1500,0
30,4,338,611,8440,0
31,4,194,789,1400,0
32,3,230,741,5000,0
33,4,316,530,9080,0
34,4,302,605,13300,0
35,3,206,530,1740,0
36,4,318,720,7800,0
37,4,256,702,4220,0
38,4,275,754,13860,0
39,4,293,633,12340,0
40,4,301,671,8780,0
41,4,365,752,7780,0
42,4,332,723,1220,0
43,4,377,572,6340,0
44,3,248,608,6460,0
45,4,333,715,12800,0
46,4,511,500,13360,0
47,3,210,691,5540,0
48,3,270,624,11800,0
49,4,413,699,8940,0
50,3,58,547,5920,0
51,4,305,727,11660,0
52,4,294,640,6920,0
53,4,195,556,16440,0
54,4,352,718,2580,0
55,4,340,595,13900,0
56,4,207,747,1040,0
57,4,413,695,3260,11
58,3,265,530,19600,7
59,4,284,582,2540,0
60,4,230,540,17380,0
61,4,293,762,7600,0
62,4,379,704,1760,0
63,4,327,773,18840,0
64,4,442,697,14320,0
65,3,185,612,13160,0
66,4,270,502,12160,0
67,3,176,716,16000,0
68,4,213,549,1780,0
69,4,408,665,8500,0
70,2,114,514,5540,0
71,4,244,621,2340,0
72,4,189,773,2880,0
73,4,283,603,19560,0
74,4,316,590,9100,0
75,3,152,688,18480,0
76,3,218,519,13140,0
77,4,352,502,2160,0
78,3,259,647,9520,0
79,2,162,610,9040,0
80,4,290,629,15780,0
81,4,356,711,17420,0
82,4,671,535,13860,0
83,3,501,785,1800,0
84,4,306,613,4760,7
85,4,205,795,19800,0
86,4,419,764,13920,0
87,4,215,650,7120,0
88,4,230,683,4840,0
89,3,189,770,19300,0
90,3,200,577,3820,0
91,4,244,716,12080,0
92,3,252,761,2600,0
93,4,469,504,1760,0
94,3,226,544,4040,0
95,4,254,771,10600,1
96,3,166,742,13900,0
97,4,274,772,15200,0
98,4,281,748,12380,0
99,4,191,676,8380,0
100,3,168,500,13480,0
101,4,310,519,5820,0
102,4,325,622,6740,0
103,3,186,538,13180,0
104,2,76,510,2040,0
105,4,358,715,17420,3
106,2,118,623,19760,0
107,4,221,641,1880,0
108,2,22,689,12740,5
109,1,0,615,7580,1
110,3,242,683,17760,0
111,3,188,537,7420,0
112,3,226,538,15980,0
113,4,329,762,18420,0
114,5,553,736,10860,0
115,2,255,727,9440,0
116,4,391,513,2420,0
117,2,171,784,18120,0
118,4,337,528,5100,0
119,5,596,710,15820,0
120,2,153,628,3140,0
121,5,382,625,18780,0
122,3,187,509,14960,0
123,4,355,776,1560,0
124,5,562,521,2480,0
125,3,229,502,7600,0
126,4,273,768,2340,0
127,2,186,782,13800,0
128,3,304,507,8020,0
129,4,272,533,4540,0
130,4,218,790,3460,0
131,4,421,782,6560,0
132,5,535,798,4500,0
133,3,175,770,3960,0
134,3,265,573,7000,0
135,5,379,513,8980,0
136,5,836,522,2480,0
137,4,308,542,15080,0
138,5,377,633,2600,0
139,5,386,622,2100,0
140,3,223,561,7080,0
141,4,473,739,19060,0
142,5,358,739,14080,0
143,4,729,629,15600,0
144,4,435,542,18820,0
145,5,312,561,10180,0
146,4,439,502,12760,0
147,4,363,664,12960,0
148,5,374,704,9960,0
149,3,420,584,15480,0
150,5,421,512,17800,0
151,4,256,619,12060,0
152,4,353,727,6380,0
153,5,466,5000,0,64
154,5,472,574,11080,0
155,4,379,587,8880,0
156,5,278,659,12920,0
157,5,364,734,8660,0
158,5,449,689,8060,0
159,5,544,677,8240,0
160,4,314,642,7720,0
161,4,251,595,14200,0
162,4,353,724,6700,0
163,5,323,641,1480,0
164,5,529,520,11020,0
165,5,533,701,15100,0
166,5,388,800,12800,0
167,5,340,568,14820,0
168,3,199,638,3000,0
169,4,542,770,9020,2
170,5,358,657,14480,0
171,5,437,737,9440,0
172,4,428,566,8400,0
173,4,287,514,12140,0
174,3,145,556,2600,0
175,3,262,683,0,7
176,4,294,585,10740,1
177,5,325,690,9700,0
178,5,557,779,19140,1
179,4,516,711,10320,0
180,4,495,549,1820,0
181,3,436,736,3660,0
182,3,271,777,8540,0
183,5,529,765,2940,0
184,4,276,597,9660,0
185,3,364,563,8000,0
186,4,432,702,4820,0
187,4,338,576,17340,1
188,2,144,781,1840,0
189,3,256,514,14780,0
190,2,231,535,9740,0
191,3,208,624,15540,0
192,5,886,628,2460,0
193,6,609,554,1740,2
194,3,311,781,17560,7
195,4,418,585,11580,1
196,4,556,632,6640,2
197,5,511,569,5960,1
198,5,766,720,2880,1
199,6,751,698,15000,4
