"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","105",1
"2","57",2
"3","32",3
"4","63",4
"5","69",4
"6","72",5
"7","78",5
"8","25",6
"9","60",6
"10","28",7
"11","7",8
"12","43",9
"13","30",10
"14","36",11
"15","164",12
"16","108",13
"17","189",14
"19","175",15
"20","94",15
"22","193",16
"23","55",17
"24","169",18
"18","91",18
"26","121",19
"21","38",19
"28","58",19
"27","184",20
"25","182",20
"30","95",20
"31","134",21
"32","176",22
"38","84",22
"36","124",23
"37","181",24
"40","140",25
"41","194",25
"29","89",25
"43","127",25
"33","85",25
"45","93",25
"42","117",26
"44","137",27
"47","139",27
"34","102",27
"48","73",27
"50","125",28
"39","33",28
"35","44",28
"51","131",28
"46","187",28
"53","130",28
"55","110",29
"49","71",29
"56","126",29
"57","37",30
"52","51",30
"59","119",31
"61","27",32
"65","100",32
"54","45",32
"58","22",33
"68","133",33
"60","18",33
"69","2",33
"62","103",33
"70","183",33
"67","48",33
"64","53",33
"71","70",33
"74","16",33
"63","141",33
"73","34",33
"66","135",33
"75","50",33
"72","112",33
"76","62",34
"81","79",34
"79","153",35
"77","42",35
"78","129",36
"84","132",36
"80","159",36
"82","10",37
"83","75",37
"85","136",38
"90","163",38
"87","186",38
"92","11",38
"86","173",38
"89","14",38
"88","41",38
"94","88",38
"91","80",38
"99","197",38
"93","172",38
"96","161",38
"95","17",38
"100","96",38
"98","185",38
"102","31",38
"101","160",39
"97","178",39
"103","116",40
"105","158",41
"104","191",41
"106","156",42
"107","52",42
"109","109",42
"108","177",42
"112","155",43
"114","170",43
"113","115",44
"111","15",44
"110","146",44
"122","87",44
"115","180",44
"118","49",45
"117","3",46
"116","67",46
"119","23",47
"120","92",47
"121","165",48
"124","104",48
"123","77",48
"128","66",49
"132","47",49
"138","1",49
"131","46",49
"133","99",49
"125","152",49
"126","174",49
"134","24",49
"135","101",50
"143","4",50
"136","19",50
"127","29",50
"137","97",50
"129","196",50
"140","56",50
"141","83",50
"139","39",51
"142","143",52
"130","40",52
"153","59",52
"144","128",52
"145","147",53
"146","167",54
"156","198",54
"149","35",54
"147","65",54
"150","6",55
"151","123",56
"148","168",56
"161","199",56
"154","148",56
"152","190",56
"155","98",57
"157","162",58
"160","81",59
"159","192",60
"158","113",61
"162","149",61
"163","171",62
"164","138",63
"172","64",63
"165","68",63
"167","54",64
"168","9",64
"166","157",65
"173","8",65
"169","166",65
"171","150",66
"176","5",66
"170","120",66
"175","61",66
"177","107",66
"178","86",66
"180","106",67
"181","12",68
"179","26",68
"185","82",69
"184","20",70
"186","154",70
"182","188",70
"187","111",70
"183","195",70
"188","118",71
"197","21",72
"174","144",72
"199","76",72
"200","90",73
"194","151",74
"198","74",75
"196","200",76
"189","114",77
"190","122",78
"191","13",78
"193","145",78
"192","142",79
"195","179",80
