"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","191",1
"2","110",2
"3","195",3
"4","118",4
"5","128",4
"6","116",5
"7","144",5
"8","104",6
"9","112",7
"10","108",8
"11","126",8
"12","190",9
"13","192",9
"14","134",10
"16","109",10
"15","176",10
"17","105",11
"18","186",12
"20","130",13
"24","107",13
"22","174",13
"23","150",14
"25","182",15
"26","102",16
"28","121",16
"27","138",16
"19","162",16
"21","152",17
"29","188",18
"30","140",19
"31","114",20
"32","148",20
"33","106",21
"34","124",21
"35","156",22
"37","172",23
"38","180",24
"39","196",24
"40","132",25
"36","189",25
"52","175",25
"53","101",26
"42","122",26
"55","123",26
"47","142",26
"56","169",26
"57","113",27
"58","141",27
"49","84",27
"41","136",27
"50","184",27
"43","146",27
"51","170",27
"59","111",27
"60","129",27
"61","135",27
"44","168",27
"63","137",27
"45","164",27
"46","178",27
"48","158",28
"66","103",28
"70","157",28
"73","185",28
"71","161",29
"72","177",29
"62","183",29
"69","149",29
"75","119",29
"78","163",30
"74","117",31
"79","181",31
"77","153",32
"54","198",32
"64","166",33
"67","127",33
"68","131",33
"65","160",33
"76","145",34
"80","147",35
"81","173",35
"84","4",35
"83","120",35
"82","187",35
"85","80",35
"87","139",36
"92","171",36
"88","143",37
"89","151",37
"91","165",38
"90","159",39
"86","125",40
"93","155",41
"94","167",42
"98","2",42
"101","154",42
"100","6",42
"102","76",43
"105","36",43
"104","30",44
"96","179",44
"108","16",44
"110","66",44
"111","68",44
"112","8",44
"113","88",44
"95","133",44
"97","197",45
"120","90",45
"106","194",45
"107","12",46
"109","28",47
"119","71",47
"116","3",48
"114","96",48
"115","100",49
"117","32",49
"122","54",50
"129","40",50
"130","48",50
"132","74",50
"125","44",50
"123","86",50
"124","98",50
"127","1",50
"118","34",50
"126","52",50
"128","38",51
"131","72",51
"103","78",51
"133","92",51
"99","115",51
"137","24",51
"134","42",51
"135","56",51
"136","18",52
"121","94",52
"179","64",52
"138","14",52
"140","200",52
"139","60",52
"191","83",52
"141","10",53
"151","22",53
"154","26",53
"165","46",53
"177","62",53
"149","20",54
"184","70",54
"190","82",54
"169","50",55
"174","58",56
"170","51",57
"148","199",58
"147","193",59
"197","93",60
"183","7",61
"150","21",62
"187","77",62
"196","91",62
"198","95",62
"199","97",62
"144","15",63
"164","45",63
"175","59",63
"185","73",63
"158","33",64
"167","49",64
"188","79",64
"168","5",65
"166","47",66
"171","53",67
"193","87",67
"159","35",68
"192","85",68
"194","89",68
"143","13",69
"157","31",69
"142","11",70
"155","27",70
"181","67",70
"173","57",71
"200","99",71
"189","81",72
"162","41",73
"186","75",73
"153","25",74
"156","29",74
"161","39",74
"160","37",75
"163","43",75
"152","23",76
"172","55",77
"146","19",78
"195","9",79
"178","63",80
"182","69",81
"145","17",82
"180","65",82
"176","61",83
