"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","200",1
"2","198",2
"3","111",3
"4","174",4
"5","113",5
"6","161",6
"7","101",7
"8","105",8
"9","119",9
"10","147",9
"11","117",10
"20","109",11
"12","123",11
"13","129",11
"14","151",11
"15","137",12
"22","107",12
"16","145",12
"18","181",12
"30","103",12
"23","139",12
"24","167",12
"25","175",12
"26","185",12
"32","115",12
"27","127",12
"28","131",12
"29","141",12
"31","177",13
"33","121",14
"35","153",14
"36","163",14
"37","169",14
"38","179",14
"39","183",14
"40","187",14
"41","189",14
"43","133",15
"17","165",15
"19","191",15
"21","125",16
"34","135",17
"42","197",18
"53","138",18
"54","102",19
"44","157",19
"45","149",20
"46","155",20
"47","159",20
"56","104",20
"59","110",20
"60","112",20
"69","136",20
"71","152",20
"84","188",20
"52","193",20
"57","106",20
"83","186",20
"48","143",20
"49","195",21
"50","173",22
"58","108",22
"63","122",22
"64","126",22
"66","130",22
"74","162",22
"75","164",22
"77","168",22
"81","178",22
"86","192",22
"51","199",22
"70","148",22
"73","160",23
"76","166",23
"80","176",23
"85","190",23
"55","142",23
"79","172",24
"82","180",24
"72","158",25
"89","171",25
"61","114",25
"87","116",25
"68","134",25
"94","140",25
"96","146",25
"88","156",25
"78","170",25
"90","182",25
"92","120",25
"65","128",25
"67","132",25
"95","144",25
"62","118",25
"91","150",25
"93","124",26
"98","196",26
"97","184",27
"99","194",27
"101","67",28
"100","47",28
"103","61",28
"102","71",28
"109","5",28
"104","77",28
"105","83",29
"113","1",29
"107","95",29
"111","89",29
"110","69",29
"112","9",29
"175","7",29
"114","91",29
"200","99",29
"117","11",30
"119","13",30
"121","15",30
"124","17",30
"126","19",30
"129","21",30
"131","23",30
"135","27",30
"137","29",30
"138","3",30
"140","31",30
"142","33",30
"144","35",30
"148","39",30
"153","43",30
"155","45",30
"158","49",30
"161","53",30
"165","57",30
"170","63",30
"178","73",30
"180","75",30
"186","81",30
"189","85",30
"195","93",30
"191","87",31
"106","59",31
"133","25",31
"146","37",31
"151","41",31
"108","51",31
"198","97",31
"172","65",32
"183","79",32
"163","55",33
"122","154",34
"159","50",35
"167","6",36
"184","8",36
"169","62",37
"139","30",38
"149","4",38
"116","100",39
"118","12",39
"120","14",39
"125","18",39
"134","26",39
"136","28",39
"143","34",39
"145","36",39
"147","38",39
"150","40",39
"154","44",39
"157","48",39
"162","54",39
"164","56",39
"166","58",39
"168","60",39
"173","66",39
"174","68",39
"176","70",39
"182","78",39
"185","80",39
"192","88",39
"156","46",40
"179","74",40
"187","82",40
"194","92",41
"196","94",41
"127","2",42
"160","52",42
"115","10",43
"181","76",43
"177","72",44
"130","22",45
"152","42",45
"199","98",46
"171","64",47
"193","90",48
"197","96",48
"123","16",49
"128","20",49
"141","32",49
"188","84",49
"190","86",49
"132","24",50
