"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","126",1
"2","105",2
"3","107",3
"4","183",4
"5","109",5
"6","113",6
"7","111",7
"8","101",8
"9","121",9
"10","189",10
"12","110",10
"11","191",10
"13","129",11
"14","119",12
"15","123",12
"16","175",12
"17","161",13
"18","173",14
"19","103",15
"20","117",16
"21","141",17
"22","169",17
"23","147",18
"24","185",19
"25","131",20
"26","135",21
"28","137",22
"30","187",22
"27","177",22
"29","157",23
"31","171",24
"36","115",24
"37","133",24
"38","195",24
"32","139",24
"43","179",24
"33","127",24
"34","149",24
"47","102",24
"51","192",25
"35","167",25
"39","181",26
"40","143",27
"56","197",27
"42","151",27
"57","108",27
"59","138",27
"60","152",27
"61","174",27
"58","136",28
"44","153",28
"45","163",28
"46","165",29
"62","190",29
"49","134",29
"64","112",29
"68","176",29
"69","188",29
"67","172",30
"41","182",30
"63","106",30
"52","125",30
"54","145",30
"48","159",30
"55","155",31
"70","104",31
"50","118",31
"71","156",31
"72","116",32
"65","114",32
"73","5",32
"53","128",32
"75","59",32
"77","91",32
"78","79",33
"79","122",34
"80","146",34
"81","164",34
"82","168",34
"83","178",34
"84","193",34
"85","199",34
"86","162",35
"87","180",35
"66","124",35
"88","130",35
"89","140",35
"90","186",35
"91","7",36
"76","142",36
"96","97",36
"74","132",36
"94","144",36
"93","198",36
"99","61",36
"98","77",36
"97","3",36
"92","158",36
"95","148",37
"102","95",37
"107","89",37
"101","71",37
"105","83",38
"110","9",38
"106","196",38
"112","4",38
"103","166",38
"115","1",38
"117","45",38
"111","93",38
"100","67",38
"108","73",38
"109","160",39
"104","170",39
"122","49",39
"120","17",40
"116","150",40
"114","69",40
"124","81",41
"123","53",42
"125","13",42
"128","39",42
"121","41",42
"129","57",42
"127","35",43
"130","85",44
"133","23",44
"131","11",45
"126","27",45
"119","120",45
"113","184",45
"135","43",45
"134","31",46
"118","51",46
"132","21",47
"138","29",47
"144","87",47
"136","15",47
"137","19",47
"139","33",47
"140","55",47
"141","63",47
"142","25",48
"143","37",48
"145","99",48
"161","30",49
"187","75",49
"190","8",50
"170","47",51
"154","2",52
"153","194",53
"200","98",54
"177","6",55
"188","76",55
"151","16",56
"179","62",56
"156","200",57
"191","80",57
"147","100",58
"174","54",59
"183","68",59
"181","65",60
"150","154",61
"195","88",62
"160","28",63
"194","86",63
"148","12",64
"152","18",65
"193","84",65
"158","24",66
"164","36",66
"166","40",66
"171","48",66
"182","66",66
"185","72",66
"186","74",66
"165","38",67
"173","52",68
"169","46",69
"162","32",70
"197","92",70
"146","10",71
"157","22",71
"199","96",72
"175","56",73
"196","90",73
"149","14",74
"178","60",74
"192","82",74
"163","34",75
"167","42",75
"159","26",76
"172","50",76
"180","64",76
"198","94",76
"155","20",77
"189","78",78
"184","70",79
"168","44",80
"176","58",81
