"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","198",1
"2","174",2
"3","200",3
"4","138",4
"5","102",5
"6","152",6
"7","104",7
"8","142",8
"9","106",9
"10","136",10
"15","188",10
"11","108",11
"12","110",11
"13","112",11
"14","172",11
"16","126",12
"17","146",13
"18","130",14
"19","186",14
"20","122",15
"21","162",15
"22","164",15
"23","178",15
"24","192",15
"25","168",16
"26","114",17
"27","158",17
"28","134",18
"29","148",19
"30","190",20
"31","132",21
"32","160",22
"33","176",23
"34","166",24
"35","170",25
"37","140",26
"38","118",27
"39","128",28
"36","124",28
"40","180",28
"41","144",29
"42","120",30
"43","182",31
"44","116",32
"45","111",33
"46","156",33
"47","184",34
"48","161",35
"50","196",35
"49","113",36
"51","150",36
"52","105",37
"53","101",38
"61","98",38
"62","6",39
"75","62",40
"56","119",40
"71","50",40
"69","4",41
"67","30",42
"76","66",43
"65","2",44
"63","100",45
"68","36",45
"72","54",45
"55","117",45
"74","58",45
"77","68",45
"64","147",46
"66","28",46
"54","109",46
"70","44",46
"73","56",46
"78","92",46
"57","107",46
"86","82",46
"59","139",46
"60","185",46
"81","14",46
"94","96",46
"58","103",46
"92","84",46
"79","12",46
"82","26",46
"83","38",46
"89","167",46
"84","48",46
"85","60",46
"87","88",46
"93","90",46
"88","131",47
"95","32",47
"98","16",47
"91","52",47
"104","86",47
"96","40",47
"102","8",48
"103","80",48
"107","78",48
"90","177",48
"100","18",48
"101","189",48
"105","34",48
"97","127",48
"108","70",48
"106","74",48
"111","94",48
"80","137",48
"109","22",48
"110","46",48
"115","64",49
"99","175",49
"116","42",49
"112","133",49
"114","183",49
"120","194",49
"118","123",50
"113","157",50
"117","76",50
"121","151",50
"122","24",51
"119","187",51
"125","72",51
"127","129",52
"123","179",52
"124","169",53
"126","121",54
"128","115",55
"130","163",56
"129","141",57
"131","153",57
"132","145",58
"133","181",58
"136","10",58
"134","155",58
"135","149",59
"137","135",60
"138","159",60
"139","165",61
"140","191",61
"141","20",61
"142","125",62
"144","197",62
"143","143",63
"145","195",64
"146","5",65
"147","61",66
"149","89",67
"153","154",67
"150","9",67
"148","1",68
"159","173",68
"162","199",69
"161","193",70
"152","67",70
"158","171",71
"151","99",71
"188","71",72
"187","7",73
"177","47",74
"194","83",75
"168","3",76
"193","81",76
"157","17",77
"155","13",78
"171","35",79
"195","85",79
"191","77",80
"198","93",81
"189","73",82
"166","27",83
"175","43",83
"186","69",84
"182","57",85
"169","31",86
"190","75",87
"163","21",88
"167","29",88
"170","33",88
"156","15",89
"154","11",90
"199","95",90
"176","45",91
"197","91",92
"180","53",93
"196","87",93
"178","49",94
"173","39",95
"174","41",95
"200","97",96
"165","25",97
"172","37",98
"179","51",98
"183","59",98
"184","63",98
"192","79",98
"185","65",99
"164","23",100
"160","19",101
"181","55",102
