"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","109",1
"2","105",2
"3","107",3
"4","121",4
"5","189",5
"6","101",6
"7","175",6
"8","191",7
"9","123",8
"10","169",9
"11","141",10
"12","113",11
"13","111",12
"14","135",13
"15","129",14
"16","183",15
"17","195",16
"19","131",17
"18","127",18
"20","161",18
"21","177",18
"22","185",18
"23","103",19
"24","119",19
"25","163",20
"26","153",21
"27","117",22
"28","157",23
"31","173",24
"35","147",24
"29","143",24
"34","145",24
"30","171",24
"36","187",24
"32","139",24
"33","149",24
"37","151",25
"40","118",25
"41","110",26
"38","167",26
"39","159",27
"42","155",28
"43","181",28
"45","165",29
"44","128",29
"48","116",30
"54","71",30
"58","51",30
"56","1",31
"49","134",31
"55","133",31
"63","197",31
"46","104",31
"47","112",32
"50","126",33
"52","192",33
"65","115",33
"67","7",34
"72","3",35
"83","97",36
"51","190",36
"78","77",36
"80","91",37
"53","176",37
"69","15",37
"71","21",37
"73","33",37
"74","45",37
"76","5",37
"82","95",37
"79","79",38
"77","59",39
"81","93",39
"84","125",39
"75","49",39
"57","108",39
"99","73",39
"61","162",39
"98","69",39
"60","152",39
"95","57",39
"96","61",39
"59","130",39
"62","174",39
"97","67",39
"103","89",39
"104","9",39
"85","11",40
"92","39",41
"86","13",42
"94","53",42
"101","81",42
"105","99",42
"106","179",42
"64","102",42
"87","17",42
"111","186",42
"88","25",42
"89","27",42
"90","35",42
"91","37",42
"93","41",42
"100","75",42
"102","85",42
"66","138",42
"70","188",43
"107","23",43
"108","31",43
"109","43",43
"112","29",44
"113","55",45
"116","146",45
"68","114",45
"110","106",46
"117","164",46
"118","168",46
"119","178",46
"114","148",46
"115","124",47
"120","19",47
"121","156",48
"123","136",48
"127","150",48
"122","158",48
"124","63",49
"125","122",50
"129","182",50
"126","140",50
"128","196",51
"130","132",52
"131","87",53
"133","65",54
"134","142",55
"132","172",55
"135","47",55
"137","180",56
"142","199",56
"136","198",56
"138","166",57
"139","184",57
"145","137",57
"140","170",57
"143","4",57
"141","160",57
"147","193",57
"144","80",57
"146","120",58
"150","194",59
"148","76",59
"158","83",59
"152","30",60
"156","68",61
"149","16",62
"155","66",63
"157","8",63
"163","144",63
"168","200",64
"153","36",64
"164","154",64
"196","90",65
"184","6",66
"166","2",67
"179","48",67
"154","54",67
"160","100",67
"151","28",67
"172","32",67
"194","86",68
"195","88",69
"170","24",70
"189","72",70
"197","92",70
"174","38",71
"199","96",71
"191","78",72
"161","12",73
"175","40",73
"185","60",73
"186","62",73
"190","74",73
"200","98",73
"165","18",74
"173","34",74
"181","52",74
"159","10",75
"169","22",75
"178","46",75
"187","64",75
"182","56",76
"167","20",77
"192","82",77
"162","14",78
"176","42",78
"171","26",79
"177","44",79
"188","70",80
"180","50",81
"183","58",81
"198","94",82
"193","84",83
