"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","134",1
"2","192",2
"3","110",3
"4","190",3
"5","176",4
"6","186",5
"7","152",6
"8","102",7
"9","106",8
"10","126",8
"11","188",8
"12","196",8
"14","104",9
"16","128",10
"20","118",11
"13","174",11
"15","136",12
"17","138",13
"18","172",13
"19","112",14
"23","116",14
"21","108",14
"22","178",14
"27","132",14
"24","148",14
"25","168",14
"26","122",15
"28","164",16
"29","184",17
"30","160",18
"31","166",19
"32","142",20
"33","146",21
"34","170",21
"37","162",22
"38","180",22
"40","129",22
"35","130",22
"36","114",23
"41","182",23
"39","124",23
"44","107",23
"42","198",23
"43","150",24
"45","140",25
"46","120",26
"47","158",27
"48","105",28
"49","113",28
"50","76",28
"54","156",29
"51","109",29
"56","16",29
"53","101",29
"52","185",29
"63","28",29
"73","32",30
"55","111",30
"57","119",31
"83","64",31
"58","121",31
"62","189",31
"84","72",31
"86","8",31
"75","2",32
"78","38",32
"59","117",32
"79","4",32
"85","78",32
"70","147",32
"77","34",32
"82","60",32
"80","44",33
"81","52",33
"64","103",33
"90","194",33
"87","98",33
"100","90",33
"60","123",33
"61","175",33
"65","191",33
"89","100",33
"97","80",33
"76","30",33
"74","12",34
"103","96",34
"67","139",34
"69","143",34
"71","161",34
"93","54",34
"94","56",34
"95","66",34
"96","68",34
"98","82",34
"112","86",34
"101","94",34
"109","50",34
"111","70",34
"66","127",34
"72","169",34
"88","10",34
"107","183",34
"91","36",34
"92","48",34
"110","6",34
"99","88",34
"68","141",34
"102","167",34
"113","24",34
"108","42",34
"115","20",35
"116","62",35
"104","135",35
"105","159",35
"106","177",35
"119","197",35
"117","18",35
"118","92",35
"114","155",35
"120","74",36
"122","22",37
"123","46",37
"125","157",38
"124","187",38
"128","40",38
"127","131",39
"121","195",39
"126","115",40
"129","14",40
"130","26",41
"132","173",42
"131","149",42
"135","165",42
"133","153",43
"134","163",43
"136","58",43
"137","133",44
"138","125",45
"141","200",45
"139","137",45
"144","144",45
"142","145",45
"140","151",45
"145","181",46
"143","179",46
"147","199",46
"146","84",46
"149","154",46
"157","193",47
"155","171",48
"148","69",48
"178","57",49
"151","11",50
"185","71",50
"194","89",50
"190","81",51
"193","87",52
"183","67",53
"170","43",54
"150","1",55
"160","25",56
"167","37",56
"174","5",56
"184","7",56
"172","47",57
"181","63",57
"196","91",57
"188","77",58
"163","3",59
"179","59",60
"187","75",61
"189","79",61
"176","53",62
"198","95",63
"159","23",64
"180","61",65
"192","85",65
"171","45",66
"195","9",66
"175","51",67
"156","19",68
"158","21",68
"173","49",68
"153","15",69
"152","13",70
"165","33",70
"166","35",70
"154","17",71
"168","39",71
"177","55",71
"191","83",71
"197","93",71
"199","97",71
"200","99",71
"161","27",72
"169","41",73
"164","31",74
"162","29",75
"182","65",75
"186","73",76
