"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","197",1
"2","107",2
"3","113",2
"4","101",3
"5","111",4
"6","119",5
"7","117",6
"8","105",7
"9","199",7
"10","129",8
"11","147",9
"12","109",10
"13","139",10
"14","161",10
"15","185",10
"16","127",11
"19","167",12
"17","187",12
"18","121",13
"20","189",14
"21","157",15
"22","177",16
"23","163",17
"24","153",18
"26","103",18
"25","123",18
"27","169",19
"28","143",20
"29","149",20
"31","191",20
"30","175",20
"32","131",21
"33","141",22
"34","183",22
"36","135",23
"35","137",23
"37","186",23
"38","159",24
"39","133",25
"40","115",26
"41","155",26
"42","195",27
"43","179",28
"45","181",29
"44","152",29
"46","134",30
"47","106",31
"48","188",32
"49","192",32
"51","190",33
"50","110",33
"52","176",34
"54","174",35
"60","81",35
"53","112",35
"55","132",36
"64","1",36
"75","7",37
"56","138",37
"70","5",37
"73","63",37
"81","97",38
"67","3",39
"77","77",39
"72","61",40
"57","102",40
"78","89",40
"80","95",40
"74","69",41
"59","130",41
"76","75",41
"79","9",41
"62","162",41
"85","170",41
"63","180",41
"71","57",41
"65","11",42
"68","45",42
"61","108",42
"69","49",43
"82","99",43
"58","148",43
"93","67",43
"86","71",43
"83","136",44
"101","165",44
"87","83",44
"84","17",45
"112","93",45
"90","126",45
"102","21",45
"110","73",45
"105","33",46
"100","15",47
"107","39",48
"99","13",49
"66","160",49
"97","25",49
"98","37",49
"106","35",49
"108","41",49
"111","85",49
"103","27",50
"88","166",50
"116","91",50
"92","196",50
"104","31",50
"109","43",50
"119","23",50
"95","142",50
"113","29",50
"114","53",50
"115","65",50
"89","114",50
"117","128",50
"91","172",50
"120","51",50
"94","118",50
"118","19",51
"121","55",51
"126","59",51
"96","164",51
"130","47",51
"124","104",51
"122","124",51
"134","125",51
"131","79",51
"127","87",51
"137","145",51
"123","156",51
"128","116",51
"125","198",51
"129","178",52
"132","168",53
"133","122",54
"135","146",54
"140","151",54
"136","140",54
"141","173",54
"142","193",55
"138","184",55
"139","144",56
"143","76",56
"144","96",57
"145","4",58
"146","182",59
"152","171",59
"147","90",59
"149","150",60
"148","120",61
"150","158",62
"153","200",63
"151","16",64
"160","194",65
"158","154",66
"167","30",67
"192","8",68
"170","36",69
"166","28",70
"182","6",71
"200","98",71
"155","100",72
"161","2",72
"197","88",72
"168","32",73
"164","24",74
"185","64",75
"189","72",75
"195","84",75
"171","38",76
"191","78",76
"199","94",76
"177","50",77
"183","60",77
"184","62",77
"196","86",77
"169","34",78
"156","12",79
"174","44",79
"178","52",79
"180","56",79
"187","68",79
"159","18",80
"176","48",80
"186","66",80
"190","74",80
"193","80",80
"179","54",81
"154","10",82
"163","22",82
"172","40",82
"175","46",83
"162","20",84
"188","70",84
"194","82",84
"173","42",85
"157","14",86
"165","26",87
"181","58",88
"198","92",89
