"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","107",1
"2","103",2
"3","105",3
"4","113",3
"5","129",4
"6","185",5
"7","101",6
"8","111",7
"9","119",8
"10","121",9
"11","189",10
"12","109",11
"13","117",12
"16","165",13
"14","139",13
"19","133",13
"15","161",13
"17","171",14
"18","191",14
"22","125",14
"21","147",14
"23","183",15
"20","131",15
"25","143",15
"24","177",15
"26","137",16
"27","127",17
"28","167",18
"29","159",19
"30","175",20
"31","187",21
"33","192",21
"35","197",22
"32","155",22
"37","188",22
"34","195",22
"36","123",23
"39","157",23
"38","151",24
"40","134",25
"41","169",25
"46","163",26
"47","141",27
"48","153",27
"43","110",27
"49","149",27
"50","181",28
"42","190",28
"44","176",29
"53","5",29
"55","61",30
"56","9",31
"54","135",31
"45","122",31
"61","57",31
"51","152",31
"62","69",31
"63","95",32
"64","1",32
"67","75",32
"66","71",33
"52","186",33
"70","11",33
"74","3",33
"78","81",34
"79","83",34
"76","67",35
"73","17",36
"77","7",37
"71","13",38
"59","174",38
"75","35",38
"81","23",39
"86","93",39
"57","126",39
"82","25",39
"83","27",39
"84","37",39
"85","85",39
"72","146",39
"60","196",39
"68","102",39
"89","91",39
"65","112",39
"98","73",39
"58","118",39
"69","108",40
"97","33",40
"91","29",40
"92","31",40
"93","43",40
"94","63",41
"80","128",41
"96","19",41
"88","138",41
"103","21",41
"99","87",41
"100","99",41
"101","15",41
"104","55",42
"87","106",42
"106","53",42
"108","79",42
"90","104",42
"113","115",42
"107","59",42
"112","89",42
"111","45",43
"95","132",43
"105","116",44
"122","98",44
"115","39",44
"116","49",44
"109","124",44
"119","41",44
"120","47",44
"102","178",44
"128","145",44
"125","65",44
"117","136",44
"110","164",44
"129","76",44
"114","168",44
"118","162",45
"126","77",45
"121","130",45
"127","51",45
"123","158",45
"124","172",45
"134","199",45
"136","179",46
"130","148",46
"131","97",46
"133","166",47
"135","170",47
"132","142",47
"138","114",47
"137","140",47
"139","16",47
"141","160",48
"140","8",48
"142","180",49
"143","182",49
"145","144",49
"148","173",49
"144","6",49
"147","150",49
"146","198",49
"151","32",50
"149","96",50
"152","120",50
"150","28",50
"156","193",50
"154","64",50
"153","2",51
"155","72",51
"168","184",51
"157","24",51
"169","194",51
"166","156",52
"158","38",52
"165","154",52
"160","62",52
"171","200",52
"159","4",52
"187","60",53
"162","100",54
"176","36",55
"174","30",56
"175","34",57
"179","44",57
"196","86",57
"189","68",58
"192","78",58
"193","80",59
"161","10",60
"184","54",60
"199","92",60
"185","56",61
"191","74",61
"198","90",61
"164","14",62
"170","20",62
"194","82",62
"163","12",63
"173","26",63
"181","48",63
"177","40",64
"182","50",64
"183","52",64
"190","70",64
"195","84",65
"200","94",66
"167","18",67
"197","88",68
"178","42",69
"172","22",70
"180","46",71
"188","66",72
"186","58",73
