"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","107",1
"2","109",1
"3","111",2
"4","101",3
"5","103",3
"6","105",3
"7","113",3
"8","177",3
"9","161",4
"10","187",5
"11","151",6
"12","175",6
"13","193",7
"14","143",8
"15","123",9
"16","185",10
"17","119",11
"18","117",12
"19","139",13
"20","147",13
"21","157",13
"22","169",14
"23","149",15
"24","121",16
"25","129",16
"26","141",16
"27","159",16
"28","189",16
"29","127",17
"30","145",17
"31","183",17
"32","165",18
"33","137",19
"34","163",19
"35","153",20
"36","155",21
"37","167",21
"38","181",21
"39","125",22
"40","131",22
"41","135",23
"42","173",23
"43","133",24
"44","191",25
"45","115",26
"46","171",27
"47","179",28
"49","195",29
"48","194",29
"50","197",29
"52","199",30
"51","178",30
"88","7",30
"55","1",31
"75","47",31
"84","63",32
"87","69",32
"94","81",33
"77","5",34
"98","89",34
"66","3",35
"72","41",35
"92","77",35
"81","57",36
"102","95",36
"83","61",37
"93","79",37
"100","91",37
"56","11",38
"71","39",38
"104","99",38
"82","59",39
"63","25",40
"79","53",40
"70","37",41
"74","45",42
"99","9",42
"101","93",42
"97","87",43
"89","71",44
"90","73",44
"61","21",45
"76","49",46
"58","15",47
"78","51",48
"86","67",48
"91","75",48
"95","83",48
"68","33",49
"69","35",50
"57","13",51
"59","17",52
"64","27",52
"67","31",53
"65","29",54
"103","97",54
"62","23",55
"73","43",55
"96","85",55
"53","168",55
"54","102",56
"60","19",56
"80","55",56
"85","65",56
"105","104",57
"106","112",57
"107","174",57
"108","108",58
"109","110",58
"110","138",58
"111","164",58
"112","136",59
"113","158",60
"114","106",61
"115","172",62
"116","192",62
"118","134",62
"117","190",62
"119","126",63
"120","176",63
"121","130",64
"122","146",65
"123","184",65
"124","122",66
"125","152",66
"126","162",66
"127","180",66
"128","188",66
"129","148",67
"130","114",68
"131","124",69
"132","140",70
"133","142",70
"134","166",70
"135","132",71
"136","144",71
"137","128",72
"138","118",73
"139","150",74
"140","186",75
"141","198",76
"142","116",77
"143","156",77
"144","170",77
"145","182",78
"146","160",79
"147","196",80
"151","120",81
"158","200",82
"153","154",83
"194","86",83
"154","16",84
"168","4",85
"149","100",86
"176","54",86
"198","94",86
"156","2",87
"162","28",88
"165","34",88
"171","44",88
"189","78",89
"155","18",90
"179","6",90
"186","72",90
"190","8",90
"197","92",90
"167","38",91
"180","60",91
"191","80",91
"164","32",92
"172","46",92
"187","74",92
"163","30",93
"182","64",93
"159","22",94
"175","52",94
"174","50",95
"178","58",95
"185","70",95
"166","36",96
"199","96",96
"150","12",97
"183","66",98
"200","98",99
"193","84",100
"195","88",100
"177","56",101
"170","42",102
"181","62",102
"169","40",103
"173","48",103
"188","76",103
"196","90",104
"160","24",105
"161","26",105
"152","14",106
"184","68",106
"148","10",107
"157","20",108
"192","82",108
