"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","198",1
"2","174",2
"3","200",3
"4","138",4
"5","102",5
"6","104",6
"7","136",6
"8","152",6
"9","188",6
"10","106",7
"11","112",7
"12","110",8
"14","108",9
"15","142",10
"17","172",11
"18","186",11
"13","126",11
"16","162",12
"19","130",13
"20","164",14
"21","178",15
"22","192",15
"23","122",16
"26","132",16
"24","168",16
"27","134",16
"25","158",16
"30","146",16
"28","190",16
"29","114",17
"31","148",18
"32","160",19
"33","176",19
"34","166",20
"35","170",21
"36","140",22
"37","118",23
"38","124",24
"39","128",25
"40","180",26
"41","144",27
"42","120",28
"43","182",29
"44","116",30
"45","156",30
"46","150",31
"48","196",32
"47","184",33
"49","194",34
"82","6",35
"103","98",35
"84","62",36
"77","50",37
"71","4",38
"102","96",38
"66","30",39
"86","66",39
"60","2",40
"69","36",40
"58","16",41
"79","54",41
"55","100",42
"65","28",43
"67","32",44
"74","44",44
"81","58",44
"80","56",45
"87","68",45
"100","92",45
"101","94",45
"92","78",46
"59","18",47
"96","84",47
"97","86",47
"64","26",48
"99","90",48
"56","12",49
"57","14",49
"68","34",49
"95","82",49
"50","111",49
"83","60",49
"70","38",50
"93","8",51
"94","80",51
"75","46",52
"76","48",52
"78","52",52
"90","74",52
"98","88",52
"62","22",53
"72","40",53
"88","70",54
"73","42",55
"85","64",55
"51","113",55
"52","161",55
"63","24",55
"91","76",55
"89","72",56
"54","10",57
"53","105",57
"61","20",57
"104","101",58
"105","119",58
"106","109",59
"107","107",60
"108","117",60
"109","103",61
"110","139",62
"111","185",62
"112","147",63
"113","137",64
"114","177",64
"115","131",65
"116","189",65
"117","167",66
"118","175",67
"119","127",68
"120","133",69
"121","183",69
"122","123",70
"123","151",71
"124","187",72
"125","157",73
"126","169",73
"127","121",74
"128","129",74
"129","179",74
"130","115",75
"131","141",76
"133","163",76
"132","145",77
"135","153",77
"134","181",77
"136","135",78
"137","149",78
"138","155",78
"139","159",78
"140","191",79
"141","165",80
"142","125",81
"143","197",81
"144","143",82
"146","154",82
"155","193",83
"152","171",84
"153","173",84
"145","195",84
"156","199",84
"173","5",85
"179","61",86
"194","89",86
"147","1",87
"195","9",87
"184","7",88
"200","99",88
"182","67",89
"185","71",89
"191","83",89
"151","17",90
"171","47",90
"190","81",90
"162","3",91
"188","77",91
"183","69",92
"149","13",93
"165","35",93
"192","85",93
"198","95",93
"160","27",94
"187","75",94
"163","31",95
"169","43",95
"157","21",96
"186","73",96
"196","91",96
"197","93",96
"164","33",97
"161","29",98
"177","57",98
"150","15",99
"170","45",99
"148","11",100
"175","53",101
"178","59",102
"172","49",103
"193","87",104
"174","51",105
"167","39",106
"168","41",106
"199","97",106
"180","63",107
"159","25",108
"166","37",108
"189","79",109
"158","23",110
"181","65",110
"154","19",111
"176","55",111
