"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","105",1
"2","113",2
"3","109",3
"4","111",3
"5","119",4
"6","177",4
"7","161",5
"8","107",6
"9","157",7
"10","117",8
"11","139",8
"12","101",9
"13","147",10
"14","175",11
"15","183",11
"16","121",12
"17","149",13
"18","123",14
"19","151",14
"20","187",14
"21","145",15
"22","189",16
"23","143",17
"24","103",18
"25","169",18
"26","141",19
"27","171",20
"28","191",20
"29","163",21
"30","153",22
"32","135",23
"33","159",24
"34","129",25
"35","155",25
"37","185",26
"39","165",27
"40","181",27
"41","197",27
"43","125",28
"31","131",28
"36","127",29
"38","167",30
"42","115",31
"46","173",31
"47","193",31
"44","133",31
"45","195",31
"50","137",32
"52","77",32
"48","114",32
"54","99",32
"51","199",32
"66","3",32
"87","7",32
"101","97",32
"49","179",32
"100","95",32
"74","45",33
"99","93",33
"76","49",34
"56","1",35
"92","81",35
"86","69",36
"98","91",36
"58","13",37
"71","39",37
"79","53",37
"81","57",37
"69","35",38
"72","41",38
"62","23",39
"64","27",39
"57","11",40
"67","31",41
"73","43",41
"90","75",41
"78","51",42
"83","63",42
"88","71",42
"60","19",43
"91","79",43
"65","29",44
"80","55",44
"82","59",44
"77","5",45
"85","67",45
"89","73",45
"95","87",45
"61","21",46
"63","25",46
"70","37",46
"93","83",46
"68","33",47
"96","89",47
"53","104",47
"59","15",47
"97","9",47
"94","85",48
"75","47",49
"104","61",49
"84","65",49
"55","110",49
"103","17",49
"102","152",49
"105","174",50
"106","112",51
"107","126",52
"108","138",52
"109","188",52
"110","146",53
"111","156",54
"112","162",55
"113","180",56
"114","124",57
"115","158",57
"116","130",58
"117","190",58
"118","102",59
"119","134",60
"120","132",61
"121","186",62
"122","164",63
"123","178",63
"124","192",63
"125","144",64
"126","168",65
"127","118",66
"128","136",66
"129","128",67
"130","166",68
"131","108",69
"132","176",69
"133","106",70
"134","142",70
"136","116",71
"138","170",71
"139","182",71
"135","198",71
"137","122",72
"143","120",73
"145","140",73
"146","148",73
"147","150",73
"150","160",73
"151","172",73
"153","184",74
"154","194",74
"155","196",74
"158","200",75
"168","4",76
"148","154",77
"163","30",78
"190","8",79
"156","2",80
"178","58",80
"176","54",81
"179","6",82
"149","16",83
"195","88",84
"160","24",85
"193","84",85
"197","92",85
"142","12",86
"162","28",86
"164","32",86
"171","44",86
"199","96",86
"183","66",87
"152","18",88
"175","52",89
"173","48",90
"186","72",90
"141","100",91
"167","38",91
"169","40",91
"177","56",92
"198","94",92
"140","10",93
"159","22",93
"172","46",93
"166","36",94
"180","60",94
"165","34",95
"194","86",95
"161","26",96
"189","78",97
"182","64",98
"157","20",99
"144","14",100
"170","42",100
"188","76",100
"200","98",101
"181","62",102
"191","80",102
"196","90",103
"174","50",104
"184","68",104
"185","70",104
"187","74",104
"192","82",104
