"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","104",1
"2","158",2
"3","174",3
"4","190",3
"5","110",4
"6","102",5
"7","108",5
"8","112",5
"9","138",6
"10","164",6
"11","168",6
"12","178",6
"13","136",7
"14","106",8
"15","130",9
"16","162",9
"17","114",10
"18","192",11
"19","146",12
"20","152",12
"21","172",13
"22","188",14
"23","148",15
"24","122",16
"25","126",17
"26","166",18
"27","140",19
"28","124",20
"32","142",20
"29","118",20
"30","156",21
"31","128",22
"34","150",22
"33","144",22
"36","180",22
"35","198",22
"37","116",23
"38","134",23
"39","160",23
"40","132",24
"41","194",24
"42","176",25
"44","120",26
"45","184",26
"46","186",26
"47","170",27
"48","182",27
"43","151",27
"51","92",27
"49","196",27
"50","200",28
"61","2",28
"56","100",29
"80","54",30
"83","6",30
"87","66",31
"94","8",31
"72","4",32
"98","86",32
"102","96",33
"103","98",33
"57","12",34
"70","36",34
"60","18",35
"79","52",35
"95","80",35
"67","30",36
"59","16",37
"99","88",37
"101","94",37
"58","14",38
"63","22",38
"65","26",38
"76","46",38
"81","56",38
"91","74",38
"100","90",38
"64","24",39
"82","58",39
"97","84",39
"66","28",40
"68","32",41
"75","44",42
"85","62",42
"74","42",43
"92","76",44
"77","48",45
"90","72",45
"55","10",46
"69","34",46
"93","78",46
"73","40",47
"71","38",48
"84","60",48
"96","82",49
"62","20",50
"86","64",51
"78","50",52
"52","111",52
"53","177",52
"88","68",52
"89","70",53
"105","109",54
"54","101",54
"104","105",55
"107","145",55
"106","113",56
"108","161",56
"109","103",57
"110","187",58
"111","193",59
"112","139",60
"113","157",61
"114","171",62
"115","189",62
"116","175",63
"117","155",64
"118","127",65
"119","119",66
"120","149",67
"121","107",68
"122","121",69
"123","123",69
"124","167",70
"125","117",71
"126","137",71
"127","169",72
"128","143",73
"129","141",74
"130","163",75
"131","147",76
"132","153",76
"133","181",76
"134","183",76
"135","191",76
"136","133",77
"137","185",77
"138","131",78
"139","173",78
"140","135",79
"141","159",80
"142","115",81
"143","165",81
"144","125",82
"145","129",83
"146","154",83
"152","179",84
"154","195",85
"155","197",86
"156","199",87
"184","7",88
"171","47",89
"147","1",90
"162","3",91
"173","5",91
"188","77",91
"149","13",92
"167","39",92
"190","81",92
"200","99",92
"186","73",93
"165","35",94
"160","27",95
"168","41",95
"187","75",95
"197","93",95
"163","31",96
"175","53",96
"161","29",97
"182","67",97
"195","9",97
"157","21",98
"164","33",98
"199","97",98
"194","89",99
"150","15",100
"183","69",101
"198","95",101
"174","51",102
"191","83",103
"196","91",103
"177","57",104
"151","17",105
"192","85",105
"158","23",106
"170","45",106
"185","71",106
"148","11",107
"169","43",107
"172","49",108
"189","79",108
"178","59",109
"153","19",110
"176","55",111
"179","61",112
"159","25",113
"166","37",113
"181","65",114
"193","87",114
"180","63",115
