node,hopcount,latency,power,deploymentPenalty,cost
99,4,275,714.0,1,40
100,3,143,527.5,40,1
101,4,299,557.0,1,1
102,5,382,659.5,40,1
103,5,365,567.0,1,1
104,4,251,541.0,40,1
105,3,213,750.0,1,1
106,3,259,657.0,40,1
107,5,306,668.0,1,1
108,5,555,715.5,40,1
109,4,337,652.0,1,1
110,3,193,715.0,40,1
111,4,231,572.5,1,1
112,2,111,577.0,40,1
113,5,386,797.5,1,1
114,5,542,763.5,40,1
115,5,592,759.0,1,1
116,3,276,552.0,40,1
117,5,508,819.0,1,1
118,1,0,565.5,40,1
119,6,653,741.5,1,1
120,5,490,661.5,40,1
121,6,439,651.5,1,1
122,6,720,540.5,40,1
123,5,412,815.5,1,1
124,6,619,551.5,40,1
125,5,404,542.0,1,1
126,4,285,796.0,40,1
127,5,523,808.5,1,1
128,4,445,541.0,40,1
129,5,315,563.0,1,1
130,5,443,820.5,40,1
131,3,306,821.5,1,1
132,5,522,824.5,40,1
133,4,316,809.5,1,1
134,6,798,609.5,40,1
135,5,368,540.0,1,1
136,5,522,553.5,40,1
137,4,259,573.5,1,1
138,4,262,663.5,40,1
139,6,471,653.0,1,1
140,6,756,590.5,40,1
141,4,424,768.0,1,1
142,6,487,770.5,40,1
143,6,522,657.5,1,1
144,6,614,574.0,40,1
145,6,369,586.0,1,1
146,3,324,531.5,40,1
147,4,338,691.0,1,1
148,5,444,740.5,40,1
149,6,515,624.0,1,1
150,6,566,540.5,40,1
151,3,141,645.5,1,1
152,5,396,766.0,40,1
153,5,391,7500.0,1,1
154,6,990,613.0,40,1
155,5,436,620.0,1,1
156,5,348,690.0,40,1
157,6,509,771.0,1,1
158,6,578,716.0,40,1
159,4,399,704.0,1,1
160,4,265,673.0,40,1
161,5,294,630.0,1,1
162,5,396,749.5,40,1
163,5,407,679.5,1,1
164,6,586,558.0,40,1
165,4,418,726.0,1,1
166,4,243,838.5,40,1
167,6,397,604.5,1,1
168,6,451,668.0,40,1
169,3,427,801.5,1,1
170,5,919,684.0,40,1
171,5,383,768.0,1,1
172,5,744,594.0,40,1
173,4,238,545.0,1,1
174,5,459,581.5,40,1
175,4,403,717.0,1,1
176,5,389,623.5,40,1
177,6,382,722.5,1,1
178,5,577,818.0,40,1
179,5,294,739.0,1,1
180,6,519,574.0,40,1
181,5,611,771.5,1,1
182,5,446,809.0,40,1
183,6,614,802.0,1,1
184,5,649,622.0,40,1
185,3,342,596.0,1,1
186,4,305,738.0,40,1
187,3,223,606.0,1,1
188,5,481,807.0,40,1
189,4,397,551.5,1,1
190,5,568,561.0,40,1
191,4,349,663.0,1,1
192,4,771,664.5,40,1
193,7,666,586.5,1,1
194,6,648,810.5,40,1
195,5,559,618.0,1,1
196,4,534,666.0,40,1
197,5,462,595.5,1,1
198,5,744,748.5,40,1
199,6,702,734.0,1,1
