node,hopcount,latency,power,deploymentPenalty,cost
0,4,307,655.0,40,40
1,4,270,764.5,1,40
2,4,232,805.5,40,40
3,3,197,714.5,1,40
4,3,241,781.5,40,40
5,4,259,805.5,1,40
6,4,212,664.0,40,40
7,4,241,681.0,1,40
8,4,287,690.0,40,40
9,5,383,783.0,1,40
10,5,363,789.5,40,40
11,5,346,590.5,1,40
12,5,341,772.5,40,40
13,5,423,691.0,1,40
14,5,427,745.0,40,40
15,4,303,824.0,1,40
16,4,357,709.5,40,40
17,5,364,584.5,1,40
18,5,421,669.0,40,40
19,5,413,815.0,1,40
20,5,415,693.0,40,40
21,5,386,782.0,1,40
22,5,349,818.5,40,40
23,5,291,838.0,1,40
24,5,447,716.5,40,40
25,5,437,609.0,1,40
26,5,371,769.0,40,40
27,5,337,579.5,1,40
28,5,389,806.0,40,40
29,4,223,725.0,1,40
30,5,395,651.0,40,40
31,5,323,816.5,1,40
32,5,409,780.5,40,40
33,5,445,559.0,1,40
34,5,359,632.5,40,40
35,5,385,570.0,1,40
36,5,447,757.5,40,40
37,5,385,741.5,1,40
38,5,332,784.0,40,40
39,5,378,660.5,1,40
40,5,358,703.5,40,40
41,5,422,780.5,1,40
42,5,389,753.0,40,40
43,5,518,611.5,1,40
44,4,305,647.5,40,40
45,5,861,746.0,1,40
46,5,652,527.5,40,40
47,5,368,721.5,1,40
48,4,327,655.0,40,40
49,4,364,724.5,1,40
50,5,426,580.0,40,40
51,5,362,765.5,1,40
52,4,413,677.5,40,40
53,5,252,596.0,1,40
54,5,409,758.0,40,40
55,5,397,623.0,1,40
56,5,336,780.0,40,40
57,5,381,733.5,1,40
58,5,440,568.0,40,40
59,5,413,614.0,1,40
60,4,277,573.0,40,40
61,4,340,791.0,1,40
62,3,264,737.5,40,40
63,5,412,798.5,1,40
64,4,420,733.0,40,40
65,5,364,645.0,1,40
66,5,327,529.0,40,40
67,4,401,746.0,1,40
68,5,342,589.0,40,40
69,5,502,694.5,1,40
70,4,276,541.5,40,40
71,5,373,651.0,1,40
72,5,274,805.0,40,40
73,5,368,635.0,1,40
74,4,241,626.0,40,40
75,4,293,718.5,1,40
76,4,275,545.0,40,40
77,5,870,533.0,1,40
78,5,295,681.0,40,40
79,5,257,650.0,1,40
80,3,175,659.5,40,40
81,5,413,749.5,1,40
82,4,357,566.0,40,40
83,5,294,813.0,1,40
84,5,363,646.0,40,40
85,5,262,822.0,1,40
86,4,466,796.5,40,40
87,4,285,682.5,1,40
88,4,477,711.0,40,40
89,3,201,807.5,1,40
90,5,375,614.0,40,40
91,5,389,753.5,1,40
92,5,276,786.5,40,40
93,4,414,542.0,1,40
94,4,283,579.0,40,40
95,3,185,803.5,1,40
96,4,223,778.5,40,40
97,4,261,800.0,1,40
98,4,315,780.0,40,40
