"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","169",1
"2","171",2
"3","105",3
"4","101",4
"5","111",4
"6","113",4
"7","157",4
"8","181",5
"9","193",5
"10","109",6
"11","189",7
"12","179",8
"13","149",9
"14","103",10
"15","139",11
"16","161",12
"17","119",13
"18","177",14
"19","185",15
"20","127",16
"21","191",16
"22","107",17
"24","167",17
"25","175",17
"26","123",18
"29","145",19
"30","187",20
"34","141",21
"23","117",21
"27","147",22
"28","121",23
"36","133",23
"37","165",23
"38","135",24
"31","163",24
"32","151",25
"33","183",25
"41","125",25
"35","153",25
"39","137",26
"40","155",26
"44","115",26
"42","131",26
"43","195",26
"45","129",27
"46","159",27
"48","173",27
"47","143",28
"49","140",29
"55","67",29
"51","197",29
"82","57",29
"90","73",29
"96","85",29
"67","3",30
"56","1",31
"87","69",31
"88","7",32
"101","93",32
"94","81",33
"50","108",33
"78","5",33
"100","91",33
"76","47",34
"91","75",34
"80","53",35
"102","95",36
"58","13",37
"62","21",37
"69","33",37
"59","15",38
"65","27",38
"70","35",38
"75","45",38
"79","51",38
"99","9",38
"68","31",39
"77","49",39
"66","29",40
"74","43",41
"63","23",42
"61","19",43
"72","39",43
"81","55",43
"104","99",43
"89","71",44
"95","83",44
"73","41",45
"103","97",46
"60","17",47
"86","65",47
"57","11",48
"83","59",49
"92","77",50
"52","172",50
"64","25",50
"71","37",50
"84","61",50
"97","87",51
"93","79",52
"98","89",52
"53","146",52
"85","63",52
"54","104",52
"105","112",53
"107","102",53
"106","110",53
"108","184",53
"110","106",54
"109","136",54
"111","144",55
"112","174",56
"113","126",57
"114","199",57
"116","122",58
"120","180",59
"123","190",60
"115","152",60
"117","138",61
"118","162",62
"119","130",63
"125","164",63
"121","168",63
"122","188",63
"128","192",63
"124","178",63
"126","166",64
"127","158",65
"129","124",66
"130","186",67
"134","148",67
"131","118",67
"132","132",67
"133","128",68
"135","134",69
"136","142",70
"137","156",71
"138","116",72
"140","176",72
"143","160",72
"139","170",72
"142","150",73
"144","182",73
"145","120",73
"141","114",73
"155","198",73
"153","194",74
"154","196",75
"158","200",76
"150","154",77
"190","8",78
"156","2",79
"179","6",80
"168","4",81
"195","88",81
"193","84",82
"169","40",83
"173","48",83
"187","74",83
"198","94",83
"163","30",84
"183","66",85
"200","98",85
"166","36",86
"147","100",87
"148","12",87
"182","64",87
"151","16",88
"160","24",89
"177","56",89
"175","52",90
"176","54",90
"196","90",90
"146","10",91
"192","82",92
"194","86",92
"157","20",93
"170","42",94
"197","92",95
"164","32",96
"162","28",97
"171","44",97
"188","76",97
"149","14",98
"161","26",98
"189","78",99
"152","18",100
"191","80",101
"165","34",102
"181","62",102
"180","60",103
"159","22",104
"167","38",104
"172","46",104
"199","96",105
"178","58",106
"184","68",107
"186","72",107
"174","50",108
"185","70",109
