node,hopcount,latency,power,deploymentPenalty,cost
0,4,212,655.0,1,40
1,4,212,764.5,40,40
2,4,251,805.5,1,40
3,4,200,714.5,40,40
4,4,261,781.5,1,40
5,4,254,805.5,40,40
6,3,185,664.0,1,40
7,4,317,681.0,40,40
8,5,307,690.0,1,40
9,5,459,783.0,40,40
10,4,311,789.5,1,40
11,5,288,590.5,40,40
12,5,336,772.5,1,40
13,5,418,691.0,40,40
14,5,332,745.0,1,40
15,3,251,824.0,40,40
16,5,377,709.5,1,40
17,4,337,584.5,40,40
18,5,497,669.0,1,40
19,5,489,815.0,40,40
20,5,320,693.0,1,40
21,4,359,782.0,40,40
22,5,425,818.5,1,40
23,5,367,838.0,40,40
24,4,395,716.5,1,40
25,5,432,609.0,40,40
26,5,366,769.0,1,40
27,4,285,579.5,40,40
28,5,384,806.0,1,40
29,5,226,725.0,40,40
30,5,390,651.0,1,40
31,4,271,816.5,40,40
32,5,314,780.5,1,40
33,4,393,559.0,40,40
34,5,354,632.5,1,40
35,5,290,570.0,40,40
36,4,395,757.5,1,40
37,4,333,741.5,40,40
38,4,305,784.0,1,40
39,5,397,660.5,40,40
40,4,331,703.5,1,40
41,5,364,780.5,40,40
42,5,465,753.0,1,40
43,4,290,611.5,40,40
44,5,308,647.5,1,40
45,4,363,746.0,40,40
46,4,227,527.5,1,40
47,5,387,721.5,40,40
48,5,330,655.0,1,40
49,4,482,724.5,40,40
50,5,368,580.0,1,40
51,4,385,765.5,40,40
52,5,293,677.5,1,40
53,4,225,596.0,40,40
54,5,506,758.0,1,40
55,5,392,623.0,40,40
56,4,284,780.0,1,40
57,4,443,733.5,40,40
58,4,407,568.0,1,40
59,4,361,614.0,40,40
60,5,297,573.0,1,40
61,5,360,791.0,40,40
62,4,281,737.5,1,40
63,4,305,798.5,40,40
64,5,575,733.0,1,40
65,5,269,645.0,40,40
66,5,403,529.0,1,40
67,5,421,746.0,40,40
68,4,290,589.0,1,40
69,4,485,694.5,40,40
70,5,369,541.5,1,40
71,4,321,651.0,40,40
72,5,293,805.0,1,40
73,4,357,635.0,40,40
74,5,339,626.0,1,40
75,5,386,718.5,40,40
76,5,278,545.0,1,40
77,4,429,533.0,40,40
78,4,347,681.0,1,40
79,4,331,650.0,40,40
80,5,248,659.5,1,40
81,5,489,749.5,40,40
82,5,377,566.0,1,40
83,5,313,813.0,40,40
84,5,439,646.0,1,40
85,2,135,822.0,40,40
86,4,353,796.5,1,40
87,5,319,682.5,40,40
88,4,311,711.0,1,40
89,5,398,807.5,40,40
90,4,347,614.0,1,40
91,4,273,753.5,40,40
92,5,295,786.5,1,40
93,4,257,542.0,40,40
94,5,286,579.0,1,40
95,4,393,803.5,40,40
96,5,390,778.5,1,40
97,5,281,800.0,40,40
98,4,311,780.0,1,40
99,4,221,714.0,40,40
100,5,252,527.5,1,1
101,4,359,557.0,40,1
102,5,324,659.5,1,1
103,5,270,567.0,40,1
104,5,254,541.0,1,1
105,5,458,750.0,40,1
106,4,373,657.0,1,1
107,5,325,668.0,40,1
108,4,325,715.5,1,1
109,5,340,652.0,40,1
110,4,333,715.0,1,1
111,5,338,572.5,40,1
112,5,286,577.0,1,1
113,6,389,797.5,40,1
114,5,602,763.5,1,1
115,6,595,759.0,40,1
116,6,451,552.0,1,1
117,6,511,819.0,40,1
118,6,397,565.5,1,1
119,6,729,741.5,40,1
120,6,493,661.5,1,1
121,6,381,651.5,40,1
122,5,490,540.5,1,1
123,6,415,815.5,40,1
