node,hopcount,latency,power,deploymentPenalty,cost
124,6,561,551.5,1,1
125,6,407,542.0,40,1
126,6,482,796.0,1,1
127,6,526,808.5,40,1
128,5,559,541.0,1,1
129,6,422,563.0,40,1
130,6,521,820.5,1,1
131,6,481,821.5,40,1
132,6,542,824.5,1,1
133,5,430,809.5,40,1
134,5,568,609.5,1,1
135,5,428,540.0,40,1
136,6,542,553.5,1,1
137,5,399,573.5,40,1
138,6,335,663.5,1,1
139,6,490,653.0,40,1
140,5,526,590.5,1,1
141,5,564,768.0,40,1
142,5,435,770.5,1,1
143,6,541,657.5,40,1
144,6,519,574.0,1,1
145,6,445,586.0,40,1
146,6,499,531.5,1,1
147,6,447,691.0,40,1
148,6,478,740.5,1,1
149,5,589,624.0,40,1
150,5,450,540.5,1,1
151,6,316,645.5,40,1
152,6,503,766.0,1,1
153,6,489,7500.0,40,1
154,5,549,613.0,1,1
155,6,603,620.0,40,1
156,6,382,690.0,1,1
157,5,393,771.0,40,1
158,5,526,716.0,1,1
159,6,644,704.0,40,1
160,5,405,673.0,1,1
161,6,401,630.0,40,1
162,6,503,749.5,1,1
163,5,353,679.5,40,1
164,6,528,558.0,1,1
165,6,491,726.0,40,1
166,6,488,838.5,1,1
167,1,0,604.5,40,1
168,5,502,668.0,1,1
169,6,602,801.5,40,1
170,6,601,684.0,1,1
171,5,443,768.0,40,1
172,5,575,594.0,1,1
173,5,378,545.0,40,1
174,5,448,581.5,1,1
175,5,517,717.0,40,1
176,5,335,623.5,1,1
177,3,255,722.5,40,1
178,6,661,818.0,1,1
179,6,401,739.0,40,1
180,6,538,574.0,1,1
181,6,614,771.5,40,1
182,6,449,809.0,1,1
183,5,546,802.0,40,1
184,5,483,622.0,1,1
185,5,619,596.0,40,1
186,5,398,738.0,1,1
187,6,398,606.0,40,1
188,6,403,807.0,1,1
189,5,482,551.5,40,1
190,6,583,561.0,1,1
191,5,463,663.0,40,1
192,5,453,664.5,1,1
193,4,539,586.5,40,1
194,7,651,810.5,1,1
195,6,673,618.0,40,1
196,6,811,666.0,1,1
197,6,602,595.5,40,1
198,7,1021,748.5,1,1
199,7,842,734.0,40,1
