"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","113",1
"2","167",2
"3","111",3
"4","157",3
"5","177",3
"6","107",4
"7","119",4
"8","187",4
"9","101",5
"10","149",5
"11","117",6
"12","109",7
"13","147",7
"14","163",7
"15","153",8
"18","103",9
"19","105",9
"20","175",10
"16","139",10
"17","161",10
"21","155",11
"24","185",11
"23","127",11
"26","129",12
"27","173",12
"28","123",13
"29","141",14
"30","181",15
"31","165",16
"22","171",16
"33","125",16
"25","169",16
"32","197",17
"35","135",18
"34","133",19
"38","193",19
"41","106",19
"36","137",19
"39","179",19
"40","115",20
"37","183",20
"47","112",20
"43","131",20
"44","151",21
"42","121",22
"49","160",22
"45","159",22
"46","189",22
"54","152",22
"55","162",23
"56","164",23
"50","143",23
"57","180",23
"53","130",24
"51","191",24
"52","145",25
"58","188",25
"59","199",26
"48","75",26
"60","132",27
"66","174",27
"61","186",27
"65","102",27
"62","108",27
"67","138",27
"71","146",28
"63","65",28
"70","134",28
"68","104",29
"69","110",29
"64","170",29
"72","122",30
"73","176",31
"74","190",31
"81","136",31
"75","142",31
"77","150",31
"78","166",31
"79","192",31
"80","81",32
"89","89",32
"87","3",33
"88","5",33
"90","67",33
"76","148",33
"95","63",33
"99","126",34
"97","7",34
"82","140",34
"100","144",34
"103","85",35
"83","120",35
"84","172",35
"92","71",35
"106","178",35
"107","198",35
"98","124",35
"86","1",35
"109","168",35
"85","184",35
"113","23",35
"111","43",35
"96","47",35
"93","73",35
"94","93",35
"102","83",36
"104","95",36
"105","158",36
"91","9",36
"101","13",37
"108","17",38
"110","35",39
"112","11",40
"114","45",40
"115","27",41
"117","31",42
"118","53",42
"127","99",42
"128","100",42
"131","88",43
"132","19",44
"133","55",45
"129","29",45
"134","25",46
"136","59",46
"135","37",47
"137","49",48
"125","15",48
"126","21",48
"138","39",48
"130","33",48
"139","51",49
"140","87",50
"141","41",51
"121","196",51
"142","77",51
"143","8",51
"116","118",51
"148","195",51
"144","57",51
"146","91",51
"145","97",51
"119","114",51
"120","128",51
"122","116",52
"123","156",52
"124","182",53
"147","94",53
"154","154",53
"151","61",53
"152","69",53
"153","79",53
"149","194",53
"150","200",53
"192","78",53
"193","80",54
"199","96",55
"197","90",56
"182","6",57
"171","4",58
"163","24",59
"200","98",60
"158","16",61
"160","2",62
"186","66",63
"180","56",64
"179","54",65
"195","84",66
"155","10",67
"169","36",68
"190","74",69
"166","30",70
"165","28",71
"194","82",71
"161","20",72
"167","32",72
"174","44",73
"176","48",73
"172","40",74
"184","62",74
"168","34",75
"156","12",76
"170","38",76
"196","86",77
"198","92",78
"178","52",79
"183","60",79
"177","50",80
"157","14",81
"159","18",82
"164","26",82
"162","22",83
"173","42",83
"175","46",83
"181","58",83
"185","64",83
"187","68",83
"189","72",83
"188","70",84
"191","76",84
