"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","110",1
"2","108",2
"3","104",3
"4","192",3
"5","180",4
"6","126",5
"7","102",6
"8","116",7
"9","118",8
"10","128",8
"11","190",8
"12","174",9
"13","176",9
"14","112",10
"15","138",10
"16","134",11
"21","186",12
"17","140",12
"18","152",12
"19","136",13
"20","144",13
"22","122",14
"23","162",15
"24","188",15
"30","150",15
"25","130",15
"26","146",15
"27","148",15
"28","172",15
"29","156",16
"31","164",17
"32","178",17
"33","168",18
"34","196",18
"39","182",18
"35","106",18
"36","158",18
"37","114",19
"38","142",19
"40","124",20
"41","198",21
"42","184",22
"43","132",23
"44","170",24
"48","189",24
"45","120",24
"46","166",24
"50","105",24
"47","160",24
"51","109",24
"52","107",25
"53","121",26
"55","191",27
"54","181",27
"57","101",28
"58","123",29
"67","175",29
"60","103",30
"61","111",30
"56","194",30
"65","157",30
"49","48",30
"70","200",30
"62","113",31
"59","129",31
"64","141",31
"66","169",31
"63","135",32
"74","131",33
"77","161",33
"68","183",33
"75","149",33
"69","195",33
"71","117",34
"76","151",34
"72","119",35
"73","127",36
"79","177",36
"81","147",36
"78","173",36
"80","145",37
"83","185",38
"93","165",38
"84","187",38
"86","4",38
"90","133",39
"87","8",39
"88","88",39
"98","125",39
"95","179",39
"99","137",39
"96","143",39
"97","2",39
"100","139",40
"106","6",40
"94","74",40
"108","80",40
"107","76",41
"111","66",42
"118","84",42
"82","171",42
"85","197",42
"112","30",42
"113","36",42
"114","40",42
"115","56",42
"119","96",42
"89","115",42
"91","153",42
"92","163",42
"120","98",42
"122","68",43
"126","92",44
"104","12",44
"109","167",44
"105","54",44
"123","14",44
"117","52",44
"116","100",45
"127","26",45
"129","64",45
"130","16",46
"121","28",46
"124","18",47
"125","44",47
"128","72",48
"136","90",48
"134","24",49
"131","38",49
"132","42",49
"133","46",49
"135","32",50
"137","10",51
"138","60",51
"139","86",51
"140","22",52
"141","82",53
"142","20",54
"143","34",54
"144","50",55
"146","94",55
"102","159",55
"145","62",55
"101","155",55
"147","58",55
"149","93",55
"103","193",55
"148","78",55
"110","199",55
"150","70",55
"152","154",55
"151","71",55
"164","3",56
"176","51",57
"153","1",58
"187","73",59
"173","47",60
"186","7",61
"189","77",62
"184","67",63
"197","91",63
"177","53",64
"198","95",65
"155","13",66
"192","83",67
"180","59",68
"167","35",69
"199","97",70
"162","27",71
"175","5",72
"179","57",72
"163","29",73
"165","31",73
"169","39",73
"159","21",74
"170","41",75
"166","33",76
"172","45",76
"190","79",76
"156","15",77
"174","49",77
"195","89",77
"160","23",78
"196","9",78
"154","11",79
"181","61",79
"185","69",79
"157","17",80
"158","19",80
"171","43",80
"178","55",80
"191","81",80
"193","85",80
"200","99",80
"161","25",81
"168","37",81
"182","63",81
"183","65",81
"188","75",81
"194","87",82
