"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","111",1
"2","113",2
"3","161",3
"4","105",4
"5","101",5
"6","119",6
"7","109",7
"8","117",7
"9","107",8
"11","103",9
"12","147",9
"10","139",9
"13","185",10
"14","177",11
"15","167",12
"16","131",13
"17","137",13
"18","175",14
"19","123",15
"21","189",15
"22","187",16
"24","151",17
"27","169",18
"29","115",18
"30","121",19
"31","129",20
"32","141",20
"33","145",21
"34","153",21
"35","163",21
"36","181",21
"37","135",22
"20","127",22
"38","165",22
"39","191",22
"23","133",22
"41","125",22
"25","183",22
"26","157",23
"28","179",24
"44","197",24
"40","155",24
"45","193",24
"43","159",24
"49","174",24
"42","149",24
"47","171",24
"48","173",24
"52","198",25
"54","138",26
"50","199",26
"46","143",26
"53","102",26
"51","195",26
"55","142",27
"57","104",27
"56","136",27
"71","152",27
"58","112",27
"69","146",27
"82","188",27
"60","106",28
"61","108",29
"65","126",30
"62","110",31
"78","172",31
"81","186",32
"59","200",32
"66","130",33
"67","132",34
"74","162",35
"68","134",36
"75","164",36
"77","168",36
"80","178",37
"84","192",37
"64","122",38
"72","158",38
"83","190",39
"63","114",40
"70","148",41
"73","160",42
"79","176",42
"87","170",42
"76","166",42
"88","71",43
"94","1",43
"85","118",43
"86","128",43
"95","5",43
"92","180",43
"90","150",44
"91","156",44
"101","124",44
"93","182",44
"109","99",44
"89","116",44
"102","140",44
"107","7",44
"106","47",45
"96","61",45
"103","144",45
"99","67",45
"100","83",45
"97","89",45
"98","9",45
"104","17",46
"105","35",46
"115","77",46
"108","81",46
"111","13",47
"114","27",47
"116","3",48
"117","43",48
"118","69",48
"119","85",48
"120","93",48
"122","21",49
"123","31",49
"124","57",50
"125","75",50
"126","95",50
"127","73",51
"128","15",52
"129","33",52
"130","45",53
"131","91",53
"132","11",54
"133","29",54
"134","53",55
"135","49",56
"136","87",57
"137","25",58
"138","39",58
"139","41",58
"140","59",59
"141","37",60
"142","97",60
"143","51",61
"144","63",62
"145","79",63
"146","65",64
"110","120",64
"112","194",64
"113","196",64
"121","184",65
"148","19",65
"147","23",65
"149","55",65
"150","154",66
"179","6",67
"181","62",68
"200","98",69
"174","50",70
"166","36",71
"168","4",71
"199","96",72
"162","28",73
"176","54",74
"155","16",75
"163","30",75
"157","2",76
"183","66",76
"152","100",77
"164","32",77
"178","58",77
"189","78",78
"171","44",79
"184","68",79
"193","84",79
"194","86",79
"177","56",80
"192","82",80
"196","90",80
"197","92",80
"153","12",81
"198","94",81
"161","26",82
"165","34",82
"154","14",83
"167","38",83
"156","18",84
"195","88",84
"169","40",85
"173","48",85
"175","52",85
"180","60",85
"190","8",85
"185","70",86
"191","80",86
"159","22",87
"182","64",87
"187","74",87
"170","42",88
"172","46",88
"160","24",89
"186","72",89
"188","76",89
"151","10",90
"158","20",90
