"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","198",1
"2","174",2
"3","200",3
"4","138",4
"5","102",5
"6","104",6
"7","152",6
"8","188",6
"9","136",7
"10","108",8
"11","110",8
"12","112",8
"20","186",9
"13","126",9
"22","106",9
"25","142",10
"14","122",10
"15","130",10
"16","162",10
"17","164",10
"18","168",10
"19","178",10
"21","192",10
"23","148",11
"28","146",11
"29","172",11
"24","190",11
"26","160",12
"27","176",13
"30","166",14
"31","140",15
"35","134",15
"32","144",15
"33","158",15
"34","114",16
"36","132",16
"37","180",17
"38","120",18
"39","124",19
"40","156",19
"41","170",19
"42","128",20
"43","116",21
"44","118",21
"45","182",22
"47","150",23
"46","196",23
"48","184",24
"50","111",24
"49","194",24
"52","161",25
"51","113",26
"53","105",27
"54","101",28
"60","119",29
"59","117",30
"73","147",30
"57","109",31
"56","107",32
"69","137",32
"62","123",33
"75","151",33
"82","167",33
"55","103",34
"89","185",34
"65","129",35
"66","131",35
"70","139",35
"84","175",35
"85","177",36
"72","145",37
"81","165",37
"87","181",37
"92","191",37
"71","141",38
"91","189",38
"58","115",39
"64","127",39
"63","125",40
"67","133",40
"78","157",40
"88","183",40
"90","187",41
"77","155",42
"86","179",42
"68","135",43
"61","121",44
"76","153",44
"80","163",44
"83","169",44
"74","149",45
"79","159",45
"95","36",46
"96","4",46
"100","50",46
"97","66",46
"99","100",47
"101","54",47
"103","56",48
"104","58",48
"108","14",49
"109","26",49
"110","28",49
"111","44",49
"116","6",49
"117","62",50
"112","68",50
"113","92",50
"114","2",51
"115","30",51
"118","12",52
"119","60",52
"120","88",52
"121","98",52
"122","48",53
"123","96",53
"124","40",54
"125","82",55
"126","38",56
"127","16",57
"128","18",57
"129","34",57
"130","78",57
"131","90",57
"132","52",58
"133","70",58
"134","8",58
"135","80",58
"136","86",58
"137","32",59
"138","84",59
"139","74",60
"140","94",60
"141","46",61
"142","64",62
"143","22",63
"93","193",63
"94","197",63
"144","42",63
"98","143",63
"145","76",63
"146","24",64
"147","72",65
"148","10",66
"150","154",66
"105","171",66
"106","173",66
"102","195",66
"107","199",66
"149","20",66
"173","5",67
"179","61",68
"182","67",69
"151","1",70
"200","99",70
"184","7",71
"185","71",72
"194","89",73
"171","47",74
"191","83",74
"195","9",75
"188","77",76
"155","17",77
"190","81",77
"162","3",78
"183","69",78
"198","95",79
"178","59",80
"153","13",81
"174","51",81
"192","85",81
"165","35",82
"186","73",83
"196","91",84
"197","93",84
"187","75",85
"160","27",86
"169","43",86
"177","57",86
"161","29",87
"152","11",88
"154","15",88
"157","21",88
"163","31",88
"164","33",88
"170","45",88
"167","39",89
"172","49",89
"175","53",89
"193","87",89
"159","25",90
"166","37",90
"168","41",90
"199","97",90
"156","19",91
"158","23",91
"176","55",91
"180","63",91
"181","65",91
"189","79",91
