"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","111",1
"2","113",2
"3","161",2
"4","101",3
"5","103",3
"6","105",3
"7","107",3
"8","109",3
"9","117",3
"10","119",3
"11","139",3
"12","185",3
"13","137",4
"14","147",4
"15","175",4
"16","177",4
"17","123",5
"18","121",6
"19","151",6
"20","157",6
"21","169",6
"22","187",7
"23","129",8
"24","141",9
"25","145",10
"26","155",10
"27","181",10
"28","115",11
"29","163",11
"30","135",12
"31","149",12
"32","153",12
"33","159",12
"34","127",13
"35","165",14
"36","191",14
"37","131",15
"38","183",15
"39","189",15
"40","167",16
"41","125",17
"42","197",17
"43","143",18
"44","179",18
"45","133",19
"46","195",20
"49","193",21
"47","173",21
"48","199",21
"51","200",21
"50","171",21
"52","198",21
"53","174",22
"72","138",23
"54","102",24
"55","104",25
"79","152",25
"76","146",26
"71","136",27
"95","188",28
"66","126",29
"56","106",30
"59","112",30
"96","190",31
"68","130",32
"74","142",33
"94","186",33
"57","108",34
"58","110",35
"86","168",35
"88","172",36
"69","132",37
"83","162",37
"70","134",38
"81","158",38
"84","164",38
"90","178",38
"97","192",38
"60","114",39
"64","122",39
"73","140",39
"75","144",39
"77","148",39
"80","156",39
"82","160",39
"85","166",39
"87","170",39
"89","176",39
"91","180",39
"62","118",40
"63","120",40
"65","124",40
"67","128",40
"92","182",40
"61","116",41
"98","196",41
"99","194",41
"100","1",42
"101","17",42
"102","19",42
"103","21",42
"104","31",42
"105","35",42
"106","45",42
"107","47",42
"108","49",42
"109","53",42
"110","61",42
"111","67",42
"112","69",42
"113","7",42
"114","71",42
"115","75",42
"116","77",42
"117","81",42
"118","83",42
"119","85",42
"120","89",42
"121","9",42
"122","91",42
"123","95",42
"124","41",43
"125","51",43
"126","59",43
"127","15",44
"128","25",44
"129","43",44
"130","63",44
"131","5",45
"132","13",46
"133","27",46
"134","37",47
"135","33",48
"136","39",48
"137","57",48
"138","79",48
"139","97",48
"140","99",48
"141","11",49
"142","93",49
"143","87",50
"144","29",51
"145","3",51
"146","73",51
"147","65",52
"148","23",53
"78","150",53
"93","184",53
"149","55",53
"150","154",54
"189","78",55
"198","94",56
"165","34",57
"166","36",57
"162","28",58
"156","18",59
"190","8",60
"153","12",61
"176","54",62
"161","26",63
"179","6",63
"160","24",64
"168","4",64
"181","62",64
"199","96",64
"155","16",65
"163","30",65
"171","44",65
"177","56",65
"200","98",65
"151","10",66
"152","100",66
"154","14",66
"157","2",66
"158","20",66
"164","32",66
"167","38",66
"174","50",66
"178","58",66
"180","60",66
"183","66",66
"184","68",66
"192","82",66
"193","84",66
"194","86",66
"196","90",66
"197","92",66
"159","22",67
"169","40",67
"170","42",67
"172","46",67
"173","48",67
"175","52",67
"182","64",67
"185","70",67
"186","72",67
"187","74",67
"188","76",67
"191","80",67
"195","88",67
