"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","57",1
"2","198",2
"3","36",3
"4","43",3
"5","105",4
"6","30",5
"8","94",5
"9","164",6
"10","69",6
"11","63",7
"12","108",8
"13","181",8
"16","7",9
"17","78",9
"18","117",10
"7","32",10
"14","189",11
"21","72",11
"15","84",11
"22","93",11
"19","127",11
"20","137",11
"23","139",12
"24","175",12
"25","25",12
"28","58",12
"26","60",12
"27","28",13
"29","121",14
"30","124",14
"31","169",14
"32","73",14
"33","131",15
"34","140",15
"37","125",15
"39","55",15
"35","91",15
"36","95",16
"44","193",16
"41","182",16
"38","134",16
"42","38",17
"40","176",18
"43","89",18
"45","130",19
"46","85",20
"47","133",21
"48","119",22
"57","194",22
"50","33",22
"51","102",22
"55","184",22
"52","187",22
"49","27",22
"53","71",23
"54","48",24
"56","51",25
"58","22",26
"59","44",27
"60","18",28
"61","45",29
"62","132",30
"63","153",31
"64","103",32
"65","161",32
"66","62",33
"67","14",34
"69","163",35
"68","53",35
"70","141",36
"72","112",37
"77","174",37
"74","135",37
"71","88",37
"73","110",38
"75","126",38
"76","50",39
"78","186",40
"79","197",40
"80","37",41
"82","42",42
"83","100",42
"81","129",42
"85","31",42
"84","2",43
"87","160",44
"86","136",45
"88","41",45
"89","70",45
"91","158",46
"92","183",46
"90","80",46
"93","170",47
"94","34",47
"95","17",48
"98","10",48
"97","75",48
"99","159",48
"96","172",48
"102","156",49
"100","185",49
"101","79",49
"103","178",50
"105","191",51
"106","116",52
"107","96",53
"108","180",54
"104","11",54
"110","149",54
"111","146",55
"109","177",55
"116","200",55
"112","115",55
"113","16",56
"115","165",57
"114","15",57
"117","99",57
"118","152",58
"119","29",59
"120","3",59
"123","52",60
"125","155",60
"122","49",60
"124","67",60
"121","92",60
"127","147",61
"126","109",62
"130","104",63
"128","40",63
"129","46",64
"132","77",65
"135","47",65
"133","23",66
"131","66",66
"138","196",66
"141","199",66
"134","35",66
"137","101",66
"136","167",66
"139","148",67
"144","173",67
"140","83",67
"142","157",68
"143","56",68
"145","39",69
"148","6",69
"146","97",69
"151","138",69
"149","87",69
"150","1",69
"147","24",69
"153","19",70
"152","162",71
"155","128",71
"154","65",71
"158","113",71
"157","190",71
"159","123",72
"156","168",72
"163","98",72
"162","4",73
"164","111",73
"161","143",73
"160","166",73
"165","81",74
"167","192",75
"166","68",75
"168","9",75
"169","150",76
"172","54",77
"170","144",77
"173","171",77
"174","61",78
"175","26",79
"171","120",79
"176","188",79
"177","106",80
"181","154",80
"180","82",80
"178","12",81
"193","5",81
"187","142",82
"179","151",82
"191","20",83
"192","21",83
"190","195",84
"186","13",85
"198","8",86
"200","90",86
"184","118",87
"183","114",88
"196","74",88
"197","76",88
"182","107",89
"185","122",89
"188","145",89
"195","64",89
"189","179",90
"194","59",91
"199","86",92
