"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","109",1
"2","176",2
"3","105",3
"4","57",4
"5","32",5
"6","43",5
"7","69",5
"8","30",6
"9","164",7
"10","63",7
"11","94",7
"12","189",8
"13","36",8
"17","78",9
"14","108",10
"15","117",11
"16","72",11
"18","60",12
"20","25",13
"19","127",14
"23","28",14
"21","175",14
"22","139",15
"24","55",15
"25","125",16
"26","121",17
"27","7",17
"28","93",17
"30","58",18
"31","124",19
"32","169",19
"33","184",19
"35","181",20
"36","194",20
"34","140",21
"37","84",21
"29","134",21
"40","137",21
"42","73",21
"38","91",21
"39","182",22
"44","193",22
"45","199",22
"43","95",22
"41","38",23
"47","131",23
"46","89",23
"48","85",24
"49","119",25
"52","130",25
"50","187",25
"53","133",25
"51","33",25
"54","71",26
"55","102",27
"58","27",28
"56","48",28
"57","51",29
"59","44",30
"60","22",31
"61","197",32
"64","198",32
"68","196",32
"67","110",32
"65","132",32
"62","45",32
"66","103",32
"63","18",32
"72","153",33
"69","53",33
"70","135",34
"74","129",34
"71","141",34
"75","186",34
"77","163",35
"73","88",35
"76","112",36
"78","126",36
"79","37",37
"80","161",38
"82","14",38
"81","62",38
"83","42",39
"84","100",40
"85","159",40
"86","70",41
"87","160",42
"88","2",43
"91","173",44
"89","183",44
"90","10",45
"92","34",46
"93","41",46
"96","170",47
"97","50",47
"94","80",47
"95","136",48
"98","31",48
"99","75",49
"104","185",50
"100","116",50
"101","79",50
"106","158",50
"102","17",50
"103","172",50
"105","191",50
"108","156",50
"107","178",50
"109","11",51
"112","16",51
"111","149",52
"113","146",53
"110","96",53
"114","177",54
"115","180",54
"116","115",55
"118","165",56
"117","155",57
"120","52",58
"119","15",58
"122","49",59
"121","152",60
"123","174",61
"124","3",62
"125","67",62
"126","92",62
"128","147",63
"129","23",64
"127","99",64
"130","29",65
"131","40",66
"132","167",67
"136","101",67
"135","104",67
"133","46",67
"134","148",68
"138","77",68
"137","47",69
"144","190",69
"140","157",69
"139","66",69
"141","24",70
"142","128",71
"143","19",71
"146","35",71
"145","87",71
"147","39",72
"149","83",72
"152","192",72
"148","56",72
"150","97",72
"151","143",73
"153","162",74
"155","65",75
"157","113",75
"156","123",75
"154","168",75
"159","6",76
"158","138",77
"160","166",78
"161","4",78
"162","1",79
"163","98",80
"165","150",81
"164","81",81
"166","68",82
"167","120",83
"168","9",84
"172","107",84
"170","171",84
"171","200",85
"169","54",85
"173","144",86
"175","188",87
"174","106",88
"176","76",88
"178","26",89
"177","195",90
"179","61",90
"180","82",91
"181","12",92
"182","154",92
"183","111",93
"192","20",94
"185","118",95
"195","59",96
"196","64",96
"190","151",97
"198","8",97
"200","90",97
"193","21",98
"184","114",99
"186","122",100
"188","142",100
"189","145",100
"194","5",101
"199","86",102
"187","13",103
"191","179",103
"197","74",103
