"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","175",1
"2","57",2
"3","169",3
"4","32",4
"5","43",5
"7","105",6
"8","63",6
"9","69",6
"10","189",7
"11","108",8
"12","78",8
"13","124",9
"14","28",9
"15","60",9
"16","72",9
"17","94",9
"18","25",10
"19","7",11
"20","93",11
"21","121",12
"6","95",12
"22","55",13
"23","73",14
"24","30",15
"25","36",16
"26","131",17
"30","84",17
"27","91",17
"28","164",18
"33","181",19
"35","140",20
"36","127",21
"29","38",21
"34","193",21
"38","125",21
"37","58",21
"32","85",21
"39","134",22
"40","176",22
"31","51",22
"43","27",23
"42","71",23
"44","110",24
"41","89",24
"46","130",24
"51","182",24
"45","141",24
"49","33",24
"47","135",24
"54","184",24
"50","102",24
"52","187",25
"48","44",25
"53","48",26
"58","133",26
"55","103",26
"56","14",27
"57","112",28
"59","37",29
"60","45",30
"61","18",31
"62","22",31
"63","53",32
"64","100",33
"74","109",33
"65","31",33
"69","34",33
"70","75",33
"66","2",33
"67","70",33
"68","10",34
"73","126",34
"71","80",34
"77","153",34
"80","16",34
"75","50",34
"76","79",34
"72","88",34
"79","163",35
"78","161",36
"82","191",37
"83","129",38
"81","116",38
"84","42",39
"85","159",40
"86","186",41
"87","11",42
"88","183",43
"90","62",43
"98","104",43
"89","158",43
"92","160",44
"91","177",44
"94","41",44
"93","96",44
"95","136",45
"111","194",45
"108","117",46
"110","139",46
"96","173",46
"109","137",46
"97","178",46
"100","146",47
"101","17",47
"99","52",47
"104","67",47
"115","123",47
"102","92",47
"105","185",47
"103","3",47
"107","172",47
"119","6",47
"114","180",47
"106","29",47
"112","23",48
"126","119",48
"113","155",48
"127","198",48
"117","99",48
"116","15",48
"122","77",48
"118","165",48
"120","174",49
"125","101",49
"124","66",49
"123","35",50
"128","24",51
"136","68",51
"131","115",51
"135","197",51
"132","19",51
"129","128",51
"137","156",51
"121","49",51
"130","87",51
"133","40",52
"134","56",52
"138","167",53
"139","46",53
"141","65",54
"143","190",54
"142","1",55
"140","148",55
"146","4",56
"148","149",56
"144","143",56
"147","98",56
"145","39",56
"149","47",56
"150","83",57
"151","97",58
"156","132",58
"153","171",58
"152","162",59
"159","170",59
"158","196",59
"155","138",59
"157","152",60
"154","168",60
"162","54",60
"161","157",61
"160","81",61
"165","147",61
"164","192",61
"170","8",61
"172","188",62
"169","26",62
"173","106",63
"163","150",63
"167","113",64
"179","199",64
"177","59",64
"166","9",64
"182","82",64
"180","20",65
"171","166",65
"168","120",65
"183","154",65
"176","195",65
"184","111",65
"185","118",65
"196","64",66
"191","145",67
"186","107",68
"189","13",68
"174","144",68
"175","12",69
"178","151",69
"197","74",69
"200","90",69
"199","86",70
"195","5",71
"181","61",71
"194","21",72
"187","114",73
"198","76",73
"188","122",74
"193","200",74
"190","142",75
"192","179",76
