"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","110",1
"2","109",2
"5","94",3
"6","57",4
"7","32",5
"8","63",5
"9","69",5
"10","84",6
"11","43",7
"12","36",8
"13","30",9
"3","105",9
"4","91",10
"16","181",10
"17","189",10
"14","72",10
"20","164",11
"15","78",11
"22","108",11
"18","28",11
"19","93",11
"21","60",12
"23","25",13
"24","7",13
"25","73",13
"26","169",14
"27","193",14
"28","55",15
"29","117",16
"30","127",17
"31","140",18
"32","175",19
"35","125",19
"34","121",20
"33","58",20
"36","184",21
"39","173",21
"40","124",22
"38","182",22
"41","176",23
"37","38",23
"44","95",24
"42","134",24
"43","85",25
"48","137",25
"45","33",25
"47","130",26
"46","89",26
"50","102",26
"49","48",26
"51","44",27
"54","133",28
"58","139",28
"52","187",28
"59","194",28
"53","119",28
"55","51",29
"56","27",30
"57","71",31
"60","22",32
"61","45",33
"62","18",34
"66","126",34
"65","53",34
"63","103",34
"68","153",34
"64","88",34
"67","112",35
"70","37",35
"71","132",36
"69","163",36
"72","14",37
"74","141",38
"75","135",39
"76","2",40
"73","42",40
"78","100",41
"77","62",41
"82","70",41
"84","34",41
"80","159",41
"81","183",41
"79","129",41
"83","160",41
"86","136",42
"87","50",42
"85","10",43
"88","186",43
"89","31",43
"91","75",43
"90","41",44
"92","79",45
"93","80",46
"101","16",46
"97","158",46
"94","172",46
"102","161",46
"95","178",46
"96","116",47
"98","17",47
"100","11",47
"99","191",47
"104","170",47
"111","65",47
"103","96",47
"112","131",47
"105","156",47
"110","3",47
"107","149",47
"108","180",48
"106","146",48
"109","185",48
"114","177",49
"113","155",50
"115","115",51
"116","15",52
"120","197",52
"117","52",52
"118","165",53
"123","40",53
"119","49",53
"121","67",53
"124","92",54
"122","152",55
"125","23",56
"126","29",57
"127","99",58
"131","167",58
"132","47",59
"134","196",59
"128","46",59
"129","66",59
"135","101",59
"130","157",59
"136","174",59
"133","147",59
"138","87",59
"141","24",60
"137","19",60
"142","35",60
"139","104",61
"140","148",61
"144","56",61
"145","83",62
"147","39",63
"143","77",63
"146","143",64
"148","128",65
"149","97",65
"150","1",66
"151","162",67
"152","6",67
"155","190",68
"154","171",69
"153","168",70
"156","123",71
"158","4",71
"157","98",71
"159","113",72
"160","144",73
"161","192",74
"162","81",75
"163","138",76
"166","106",76
"168","198",76
"165","54",76
"164","9",76
"167","68",77
"170","166",77
"169","120",77
"171","12",78
"172","150",78
"175","199",78
"173","26",78
"174","61",79
"180","8",79
"177","82",79
"176","188",80
"178","59",80
"179","64",81
"181","107",82
"182","20",82
"183","195",83
"186","154",83
"185","86",83
"187","111",83
"189","118",84
"196","21",84
"199","76",85
"194","151",86
"184","200",86
"197","5",86
"200","90",86
"190","122",87
"198","74",88
"195","179",89
"191","13",90
"188","114",91
"193","145",92
"192","142",93
