"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","122",1
"2","192",2
"3","112",3
"4","188",3
"5","108",4
"6","130",5
"7","146",5
"8","162",5
"9","174",5
"10","106",6
"11","110",6
"12","138",6
"13","180",6
"14","104",7
"15","124",7
"16","164",8
"17","166",9
"18","152",10
"19","168",10
"20","178",10
"21","102",11
"22","126",11
"23","134",12
"24","148",13
"26","190",14
"28","176",15
"29","140",16
"31","156",17
"32","142",18
"33","160",18
"25","144",18
"36","172",18
"27","158",18
"38","120",18
"30","136",18
"34","132",19
"35","150",20
"41","186",20
"37","118",20
"39","114",21
"40","128",21
"44","184",21
"42","198",21
"43","116",22
"45","170",23
"46","182",23
"47","196",23
"48","165",24
"49","194",25
"51","200",26
"60","2",26
"84","62",26
"89","72",26
"93","8",26
"50","103",26
"56","12",26
"71","4",26
"82","6",27
"101","94",27
"63","24",28
"78","52",28
"103","98",28
"55","100",29
"58","16",29
"79","54",29
"66","30",30
"69","36",30
"80","56",30
"91","76",30
"99","90",30
"73","42",31
"96","84",31
"97","86",31
"102","96",31
"54","10",32
"65","28",32
"90","74",32
"59","18",33
"95","82",33
"61","20",34
"72","40",34
"76","48",34
"94","80",34
"67","32",35
"92","78",36
"70","38",37
"75","46",37
"83","60",37
"100","92",37
"62","22",38
"64","26",38
"68","34",39
"57","14",40
"86","66",41
"52","125",41
"81","58",41
"98","88",42
"87","68",43
"85","64",44
"74","44",45
"77","50",45
"53","101",45
"88","70",45
"105","109",46
"106","111",46
"104","105",46
"109","143",46
"110","107",47
"107","113",47
"108","139",47
"111","171",48
"112","161",49
"113","169",50
"114","177",50
"115","185",50
"117","127",50
"116","175",50
"118","163",51
"119","167",51
"120","123",52
"121","189",52
"122","119",53
"123","153",53
"124","187",54
"125","117",55
"126","137",56
"127","141",57
"128","191",57
"129","129",58
"130","147",58
"131","151",58
"132","181",58
"133","157",59
"134","121",60
"135","135",60
"136","155",60
"137","193",60
"138","159",61
"139","183",61
"140","133",62
"141","131",63
"143","149",64
"142","145",65
"146","154",65
"152","173",66
"145","179",66
"144","115",66
"155","197",66
"154","195",67
"156","199",68
"198","95",69
"162","3",70
"171","47",71
"173","5",71
"184","7",71
"187","75",71
"190","81",71
"175","53",72
"147","1",73
"186","73",73
"197","93",73
"182","67",74
"195","9",75
"174","51",76
"191","83",76
"196","91",76
"158","23",77
"157","21",78
"192","85",78
"149","13",79
"153","19",79
"164","33",79
"169","43",79
"185","71",79
"199","97",79
"200","99",79
"150","15",80
"151","17",80
"165","35",80
"167","39",80
"168","41",81
"170","45",81
"176","55",81
"160","27",82
"181","65",82
"163","31",83
"172","49",83
"148","11",84
"161","29",85
"188","77",85
"178","59",86
"189","79",87
"179","61",88
"159","25",89
"166","37",89
"177","57",89
"183","69",89
"193","87",89
"180","63",90
"194","89",90
