"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","111",1
"2","113",2
"3","161",3
"4","105",4
"5","101",5
"6","119",6
"7","109",7
"8","107",8
"9","117",8
"14","103",9
"10","139",9
"11","185",9
"15","147",9
"12","167",9
"13","131",10
"16","177",11
"17","137",12
"18","189",12
"20","175",13
"23","187",14
"24","123",15
"26","115",15
"25","151",15
"27","121",16
"29","169",16
"30","129",17
"31","141",17
"32","145",17
"33","163",17
"35","181",17
"36","153",18
"37","135",19
"19","127",19
"38","165",19
"39","191",19
"21","133",19
"22","183",19
"40","125",19
"28","157",19
"41","197",19
"34","179",19
"42","193",19
"44","155",20
"45","159",20
"43","149",21
"48","171",21
"49","173",21
"46","174",21
"50","199",22
"79","5",22
"84","61",23
"55","67",23
"56","71",23
"97","89",23
"98","9",23
"58","1",24
"47","143",24
"51","195",25
"68","3",25
"103","99",25
"88","7",26
"93","81",26
"94","83",26
"60","13",27
"62","17",27
"95","85",28
"71","35",29
"77","47",29
"87","69",29
"91","77",30
"101","95",30
"66","27",31
"75","43",31
"82","57",31
"89","73",31
"90","75",31
"100","93",31
"69","31",32
"59","11",33
"64","21",33
"67","29",33
"70","33",33
"61","15",34
"99","91",34
"76","45",35
"83","59",36
"52","198",36
"73","39",36
"74","41",36
"78","49",36
"81","53",36
"96","87",36
"65","25",37
"80","51",37
"102","97",37
"53","138",37
"72","37",37
"54","102",37
"85","63",37
"92","79",37
"86","65",38
"63","19",39
"106","23",39
"107","55",40
"105","136",41
"109","142",41
"104","104",41
"57","152",41
"110","188",42
"108","106",43
"112","112",43
"111","108",43
"113","110",44
"114","172",44
"115","126",45
"116","146",46
"117","162",47
"119","186",47
"118","164",48
"120","178",49
"121","192",49
"122","122",50
"123","130",50
"124","132",50
"125","168",50
"127","158",51
"129","148",52
"126","134",52
"128","114",53
"130","190",54
"131","160",55
"132","176",55
"134","166",56
"136","200",56
"137","170",57
"133","124",57
"141","180",57
"135","140",57
"138","118",58
"139","128",59
"142","116",59
"140","144",59
"145","156",59
"144","182",59
"143","120",60
"147","196",60
"146","184",61
"154","150",61
"158","194",62
"148","6",62
"155","154",62
"149","62",62
"176","50",63
"200","98",63
"170","4",64
"199","96",65
"156","16",66
"168","36",66
"165","30",67
"183","66",67
"159","2",68
"178","54",68
"151","100",69
"180","58",69
"184","68",69
"164","28",70
"173","44",70
"179","56",70
"194","86",70
"197","92",70
"166","32",71
"193","84",71
"196","90",71
"192","82",72
"153","14",73
"152","12",74
"163","26",74
"169","38",74
"189","78",75
"195","88",75
"157","18",76
"167","34",76
"181","60",77
"198","94",78
"171","40",79
"175","48",79
"177","52",79
"190","8",80
"191","80",80
"185","70",81
"161","22",82
"187","74",82
"174","46",83
"182","64",84
"172","42",85
"162","24",86
"188","76",87
"186","72",88
"150","10",89
"160","20",90
