"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","179",1
"2","169",2
"3","105",3
"4","111",3
"5","113",3
"7","101",4
"6","171",4
"8","181",5
"9","161",6
"10","119",7
"11","157",7
"12","185",7
"13","193",7
"14","107",8
"15","109",9
"16","103",10
"17","117",10
"18","137",10
"19","131",11
"20","189",11
"21","147",12
"22","149",12
"23","183",13
"24","139",14
"25","127",15
"26","177",16
"27","167",17
"28","191",18
"29","175",19
"30","121",20
"31","123",20
"32","163",21
"33","151",22
"34","153",22
"35","187",22
"36","145",23
"38","141",24
"39","133",25
"40","165",25
"41","125",26
"42","135",27
"44","115",28
"37","129",28
"43","155",29
"45","195",30
"46","197",30
"47","143",31
"48","159",32
"49","173",32
"52","61",33
"79","5",34
"97","85",34
"51","199",34
"91","73",34
"99","89",34
"68","3",35
"83","57",35
"100","9",35
"87","67",36
"88","69",37
"57","1",38
"90","71",39
"96","83",39
"61","17",40
"77","47",41
"102","93",41
"89","7",42
"101","91",42
"103","95",43
"81","53",44
"92","75",44
"59","13",45
"70","33",45
"95","81",45
"50","108",45
"60","15",45
"63","21",45
"71","35",45
"76","45",45
"80","51",45
"66","27",46
"84","59",47
"98","87",47
"69","31",48
"78","49",48
"64","23",49
"75","43",49
"62","19",50
"94","79",50
"82","55",51
"105","99",51
"67","29",52
"73","39",52
"74","41",52
"85","63",52
"53","140",52
"104","97",52
"86","65",53
"93","77",53
"58","11",54
"54","172",54
"55","104",55
"56","146",55
"65","25",55
"72","37",55
"108","126",56
"111","174",56
"113","102",57
"106","110",57
"107","112",57
"109","138",57
"110","152",57
"115","184",57
"112","188",57
"114","142",58
"117","106",58
"116","136",58
"118","186",59
"119","144",60
"120","122",61
"122","164",62
"123","180",63
"121","190",63
"126","132",63
"124","192",63
"125","130",64
"127","162",64
"128","198",65
"129","178",66
"130","168",67
"131","176",68
"132","158",69
"133","124",70
"134","134",70
"135","148",70
"136","166",71
"137","182",72
"138","118",73
"139","128",73
"140","170",74
"141","156",75
"142","116",76
"143","150",77
"144","160",77
"145","114",78
"146","120",78
"155","196",79
"158","200",79
"154","194",80
"151","154",81
"190","8",82
"187","74",83
"156","2",84
"168","4",85
"179","6",85
"181","62",85
"195","88",85
"184","68",86
"193","84",86
"163","30",87
"173","48",88
"183","66",88
"198","94",88
"149","12",89
"166","36",89
"169","40",90
"160","24",91
"200","98",91
"177","56",92
"148","100",93
"152","16",93
"174","50",93
"175","52",93
"176","54",93
"182","64",93
"196","90",93
"147","10",94
"157","20",94
"192","82",94
"194","86",94
"189","78",95
"171","44",96
"153","18",97
"161","26",97
"170","42",98
"162","28",99
"150","14",100
"165","34",100
"188","76",100
"197","92",100
"191","80",101
"180","60",102
"159","22",103
"164","32",103
"172","46",103
"167","38",104
"199","96",104
"178","58",105
"185","70",106
"186","72",106
