"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","113",1
"2","139",2
"3","101",3
"4","103",4
"5","111",4
"6","119",4
"7","105",5
"8","117",5
"9","107",6
"10","161",7
"11","109",8
"12","147",8
"13","169",9
"14","187",10
"15","157",11
"16","127",12
"17","151",12
"18","185",12
"19","165",13
"20","167",13
"21","181",13
"22","163",14
"23","189",14
"24","177",15
"25","153",16
"26","125",17
"27","191",17
"28","123",18
"29","129",18
"30","175",19
"31","149",20
"32","143",21
"34","183",22
"35","141",23
"36","159",24
"38","121",25
"33","131",25
"37","145",26
"39","137",27
"40","155",27
"43","197",27
"41","135",27
"44","115",28
"46","193",28
"42","133",28
"47","171",28
"48","173",28
"49","199",28
"45","179",28
"50","166",29
"52","81",29
"51","195",29
"90","7",29
"68","3",30
"77","47",31
"80","51",32
"81","53",32
"92","73",33
"102","93",33
"57","1",34
"79","5",34
"101","91",34
"89","69",35
"97","85",35
"86","63",36
"73","39",37
"104","97",37
"94","77",38
"83","57",39
"85","61",40
"103","95",40
"74","41",41
"88","67",41
"76","45",42
"93","75",42
"63","21",43
"78","49",43
"99","89",43
"100","9",43
"91","71",44
"58","11",45
"96","83",45
"70","33",46
"84","59",46
"60","15",47
"95","79",48
"105","99",48
"59","13",49
"61","17",50
"65","25",50
"72","37",50
"64","23",51
"71","35",52
"66","27",53
"75","43",53
"67","29",54
"53","152",54
"69","31",54
"87","65",54
"54","106",54
"55","112",54
"56","188",55
"62","19",55
"82","55",55
"98","87",55
"110","174",56
"106","108",57
"107","122",57
"108","138",57
"109","162",57
"111","180",58
"112","102",59
"113","130",59
"114","104",60
"115","178",61
"116","168",62
"117","186",62
"118","110",63
"119","132",63
"120","148",63
"121","192",63
"122","140",64
"123","136",65
"124","134",66
"125","158",67
"126","190",68
"127","144",69
"128","126",70
"129","172",71
"130","114",72
"131","160",72
"132","164",72
"133","176",72
"134","124",73
"135","198",73
"136","170",74
"137","142",75
"138","156",76
"139","184",77
"140","146",78
"141","150",78
"142","118",79
"143","128",80
"144","196",81
"146","116",82
"147","182",82
"145","194",82
"151","120",83
"158","200",84
"156","2",85
"153","154",86
"150","12",87
"168","4",87
"175","52",88
"176","54",88
"199","96",89
"196","90",90
"154","16",91
"163","30",91
"193","84",91
"194","86",91
"188","76",92
"170","42",93
"197","92",93
"162","28",94
"166","36",95
"173","48",95
"187","74",95
"190","8",95
"155","18",96
"169","40",96
"164","32",97
"191","80",97
"189","78",98
"165","34",99
"179","6",99
"200","98",99
"198","94",100
"149","100",101
"180","60",101
"182","64",101
"159","22",102
"167","38",102
"172","46",102
"195","88",102
"186","72",103
"160","24",104
"181","62",104
"183","66",104
"174","50",105
"177","56",105
"178","58",105
"148","10",106
"161","26",106
"171","44",107
"184","68",107
"192","82",107
"152","14",108
"185","70",108
"157","20",109
