"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","111",1
"2","161",2
"3","101",3
"4","105",3
"5","107",3
"6","109",3
"7","113",3
"8","117",3
"9","119",3
"10","103",4
"11","139",4
"12","185",4
"13","147",5
"14","137",6
"15","177",6
"16","175",7
"17","157",8
"18","127",9
"19","187",9
"20","123",10
"21","131",10
"22","151",10
"23","189",10
"24","129",11
"25","167",11
"26","183",12
"27","169",13
"28","121",14
"29","141",14
"30","145",15
"31","179",15
"32","181",16
"33","115",17
"34","155",17
"35","163",18
"36","153",19
"37","149",20
"38","159",21
"39","133",22
"40","165",23
"41","191",23
"42","135",24
"43","125",25
"44","197",26
"45","143",27
"46","195",28
"49","193",29
"47","171",30
"48","173",30
"50","199",30
"51","200",31
"52","198",32
"91","61",33
"85","5",34
"106","89",34
"94","67",35
"97","71",35
"103","83",36
"107","9",36
"63","1",37
"96","7",38
"67","17",39
"83","47",39
"102","81",39
"112","99",39
"74","3",40
"65","13",41
"104","85",41
"77","35",42
"100","77",42
"95","69",43
"70","23",44
"110","95",44
"90","59",45
"98","73",45
"109","93",45
"81","43",46
"72","27",47
"99","75",47
"108","91",47
"53","174",47
"86","51",47
"89","57",47
"68","19",48
"69","21",48
"75","31",48
"66","15",49
"82","45",49
"92","63",49
"73","29",50
"76","33",50
"64","11",51
"84","49",51
"87","53",51
"60","138",51
"79","39",51
"105","87",51
"71","25",52
"78","37",52
"80","41",52
"111","97",52
"54","102",52
"55","104",52
"57","110",52
"58","112",52
"59","136",52
"61","152",52
"62","188",52
"88","55",52
"93","65",52
"101","79",52
"115","186",53
"116","106",54
"56","108",54
"113","126",55
"114","130",55
"117","162",56
"118","164",56
"119","168",56
"120","178",56
"121","190",56
"122","192",56
"123","122",57
"126","142",57
"124","146",57
"125","148",57
"127","172",57
"128","160",58
"129","176",58
"130","140",59
"131","158",59
"132","166",60
"133","114",61
"134","134",62
"135","132",63
"137","170",64
"138","144",65
"142","180",66
"136","124",66
"139","118",67
"140","120",68
"141","128",68
"144","156",68
"145","116",69
"143","182",69
"146","184",70
"147","196",71
"148","150",72
"149","194",73
"154","154",74
"190","8",75
"179","6",76
"160","24",77
"166","36",78
"181","62",79
"189","78",79
"168","4",80
"162","28",81
"176","54",81
"198","94",81
"199","96",81
"165","34",82
"174","50",82
"152","12",83
"155","16",83
"171","44",83
"200","98",83
"163","30",84
"183","66",84
"150","10",85
"151","100",85
"157","2",85
"161","26",85
"164","32",85
"196","90",85
"156","18",86
"177","56",86
"178","58",86
"184","68",86
"193","84",86
"180","60",87
"194","86",87
"158","20",88
"192","82",88
"197","92",88
"153","14",89
"167","38",89
"195","88",89
"173","48",90
"175","52",90
"169","40",91
"185","70",92
"191","80",92
"159","22",93
"182","64",93
"187","74",93
"170","42",94
"172","46",94
"188","76",94
"186","72",95
