node,hopcount,latency,power,deploymentPenalty,cost
116,5,443,552.0,1,1
117,5,465,819.0,40,1
118,5,389,565.5,1,1
119,5,618,741.5,40,1
120,5,447,661.5,1,1
121,5,413,651.5,40,1
122,4,347,540.5,1,1
123,5,445,815.5,40,1
124,5,593,551.5,1,1
125,6,372,542.0,40,1
126,5,390,796.0,1,1
127,5,480,808.5,40,1
128,5,574,541.0,1,1
129,5,394,563.0,40,1
130,5,378,820.5,1,1
131,5,473,821.5,40,1
132,5,531,824.5,1,1
133,5,445,809.5,40,1
134,4,425,609.5,1,1
135,5,443,540.0,40,1
136,6,513,553.5,1,1
137,5,364,573.5,40,1
138,6,429,663.5,1,1
139,5,539,653.0,40,1
140,4,383,590.5,1,1
141,5,529,768.0,40,1
142,5,450,770.5,1,1
143,6,475,657.5,40,1
144,3,357,574.0,1,1
145,5,334,586.0,40,1
146,5,491,531.5,1,1
147,5,493,691.0,40,1
148,5,407,740.5,1,1
149,5,554,624.0,40,1
150,4,343,540.5,1,1
151,5,308,645.5,40,1
152,5,475,766.0,1,1
153,5,378,7500.0,40,1
154,4,342,613.0,1,1
155,6,568,620.0,40,1
156,5,311,690.0,1,1
157,4,286,771.0,40,1
158,5,541,716.0,1,1
159,4,362,704.0,40,1
160,5,370,673.0,1,1
161,5,373,630.0,40,1
162,5,475,749.5,1,1
163,3,246,679.5,40,1
164,5,560,558.0,1,1
165,6,585,726.0,40,1
166,4,206,838.5,1,1
167,5,335,604.5,40,1
168,4,359,668.0,1,1
169,5,594,801.5,40,1
170,5,469,684.0,1,1
171,5,590,768.0,40,1
172,5,707,594.0,1,1
173,5,325,545.0,40,1
174,4,305,581.5,1,1
175,5,532,717.0,40,1
176,1,0,623.5,1,1
177,5,320,722.5,40,1
178,5,710,818.0,1,1
179,5,405,739.0,40,1
180,5,547,574.0,1,1
181,6,579,771.5,40,1
182,6,414,809.0,1,1
183,5,682,802.0,40,1
184,5,612,622.0,1,1
185,5,509,596.0,40,1
186,3,291,738.0,1,1
187,5,390,606.0,40,1
188,5,438,807.0,1,1
189,3,318,551.5,40,1
190,5,525,561.0,1,1
191,5,441,663.0,40,1
192,4,321,664.5,1,1
193,6,604,586.5,40,1
194,6,605,810.5,1,1
195,6,688,618.0,40,1
196,6,701,666.0,1,1
197,6,549,595.5,40,1
198,7,911,748.5,1,1
199,7,807,734.0,40,1
