node,hopcount,latency,power,deploymentPenalty,cost
0,3,246,655.0,40,40
1,3,208,764.5,1,40
2,4,251,805.5,40,40
3,3,216,714.5,1,40
4,3,278,781.5,40,40
5,4,278,805.5,1,40
6,3,262,664.0,40,40
7,3,188,681.0,1,40
8,4,324,690.0,40,40
9,4,330,783.0,1,40
10,3,182,789.5,40,40
11,4,284,590.5,1,40
12,5,360,772.5,40,40
13,5,442,691.0,1,40
14,4,366,745.0,40,40
15,2,122,824.0,1,40
16,4,394,709.5,40,40
17,4,414,584.5,1,40
18,4,368,669.0,40,40
19,4,360,815.0,1,40
20,4,354,693.0,40,40
21,4,436,782.0,1,40
22,4,296,818.5,40,40
23,4,238,838.0,1,40
24,3,266,716.5,40,40
25,5,456,609.0,1,40
26,5,390,769.0,40,40
27,3,156,579.5,1,40
28,5,408,806.0,40,40
29,4,242,725.0,1,40
30,5,414,651.0,40,40
31,3,142,816.5,1,40
32,4,348,780.5,40,40
33,3,264,559.0,1,40
34,5,378,632.5,40,40
35,4,324,570.0,1,40
36,3,266,757.5,40,40
37,3,204,741.5,1,40
38,4,382,784.0,40,40
39,5,397,660.5,1,40
40,4,408,703.5,40,40
41,4,360,780.5,1,40
42,4,222,753.0,40,40
43,3,259,611.5,1,40
44,4,324,647.5,40,40
45,4,440,746.0,1,40
46,3,393,527.5,40,40
47,4,328,721.5,1,40
48,4,346,655.0,40,40
49,3,353,724.5,1,40
50,4,364,580.0,40,40
51,3,256,765.5,1,40
52,4,289,677.5,40,40
53,4,302,596.0,1,40
54,4,377,758.0,40,40
55,4,298,623.0,1,40
56,3,155,780.0,40,40
57,4,520,733.5,1,40
58,3,351,568.0,40,40
59,3,232,614.0,1,40
60,4,314,573.0,40,40
61,4,377,791.0,1,40
62,3,301,737.5,40,40
63,3,176,798.5,1,40
64,4,457,733.0,40,40
65,4,303,645.0,1,40
66,4,274,529.0,40,40
67,4,294,746.0,1,40
68,3,161,589.0,40,40
69,3,356,694.5,1,40
70,3,232,541.5,40,40
71,3,192,651.0,1,40
72,4,510,805.0,40,40
73,4,434,635.0,1,40
74,4,278,626.0,40,40
75,2,34,718.5,1,40
76,4,294,545.0,40,40
77,3,300,533.0,1,40
78,3,345,681.0,40,40
79,3,280,650.0,1,40
80,3,212,659.5,40,40
81,4,281,749.5,1,40
82,4,394,566.0,40,40
83,4,619,813.0,1,40
84,4,310,646.0,40,40
85,3,238,822.0,1,40
86,3,224,796.5,40,40
87,4,322,682.5,1,40
88,3,182,711.0,40,40
89,3,238,807.5,1,40
90,3,286,614.0,40,40
91,4,406,753.5,1,40
92,4,370,786.5,40,40
93,4,334,542.0,1,40
94,4,302,579.0,40,40
95,3,264,803.5,1,40
96,4,386,778.5,40,40
97,3,261,800.0,1,40
98,4,388,780.0,40,40
99,3,274,714.0,1,40
100,3,180,527.5,40,1
101,3,230,557.0,1,1
102,3,327,659.5,40,1
103,3,348,567.0,1,1
104,2,162,541.0,40,1
105,3,250,750.0,1,1
106,1,0,657.0,40,1
107,4,356,668.0,1,1
108,3,140,715.5,40,1
109,2,118,652.0,1,1
110,3,230,715.0,40,1
111,4,334,572.5,1,1
112,2,148,577.0,40,1
113,5,405,797.5,1,1
114,4,473,763.5,40,1
115,3,373,759.0,1,1
116,3,313,552.0,40,1
117,3,289,819.0,1,1
118,3,259,565.5,40,1
119,5,521,741.5,1,1
120,3,271,661.5,40,1
121,4,384,651.5,1,1
122,4,305,540.5,40,1
123,5,431,815.5,1,1
124,4,564,551.5,40,1
125,3,315,542.0,1,1
126,4,322,796.0,40,1
127,3,304,808.5,1,1
128,2,186,541.0,40,1
129,5,418,563.0,1,1
130,5,336,820.5,40,1
131,3,343,821.5,1,1
132,4,522,824.5,40,1
133,2,57,809.5,1,1
134,4,383,609.5,40,1
135,4,299,540.0,1,1
136,5,559,553.5,40,1
137,4,296,573.5,1,1
138,4,299,663.5,40,1
139,5,521,653.0,1,1
140,4,341,590.5,40,1
141,4,461,768.0,1,1
142,4,306,770.5,40,1
143,5,847,657.5,1,1
144,4,597,574.0,40,1
145,5,316,586.0,1,1
146,3,361,531.5,40,1
147,4,375,691.0,1,1
148,5,481,740.5,40,1
149,4,538,624.0,1,1
150,5,583,540.5,40,1
151,3,178,645.5,1,1
152,5,499,766.0,40,1
153,5,428,7500.0,1,1
154,4,420,613.0,40,1
155,5,599,620.0,1,1
156,5,385,690.0,40,1
157,5,526,771.0,1,1
158,4,397,716.0,40,1
159,4,436,704.0,1,1
160,4,302,673.0,40,1
161,5,397,630.0,1,1
162,5,499,749.5,40,1
163,4,406,679.5,1,1
164,4,531,558.0,40,1
165,4,455,726.0,1,1
166,4,280,838.5,40,1
167,4,373,604.5,1,1
168,4,317,668.0,40,1
169,3,464,801.5,1,1
170,5,956,684.0,40,1
171,4,314,768.0,1,1
172,4,514,594.0,40,1
173,4,275,545.0,1,1
174,4,263,581.5,40,1
175,2,144,717.0,1,1
176,4,388,623.5,40,1
177,4,358,722.5,1,1
178,5,592,818.0,40,1
179,5,397,739.0,1,1
180,5,613,574.0,40,1
181,3,522,771.5,1,1
182,3,357,809.0,40,1
183,4,417,802.0,1,1
184,3,158,622.0,40,1
185,2,246,596.0,1,1
186,4,451,738.0,40,1
187,3,260,606.0,1,1
188,3,262,807.0,40,1
189,2,138,551.5,1,1
190,3,349,561.0,40,1
191,2,90,663.0,1,1
192,4,808,664.5,40,1
193,5,642,586.5,1,1
194,4,429,810.5,40,1
195,3,300,618.0,1,1
196,3,438,666.0,40,1
197,5,499,595.5,1,1
198,4,648,748.5,40,1
199,6,739,734.0,1,1
