node,hopcount,latency,power,deploymentPenalty,cost
0,3,186,655.0,40,40
1,2,126,764.5,1,40
2,3,142,805.5,40,40
3,3,199,714.5,1,40
4,3,226,781.5,40,40
5,2,164,805.5,1,40
6,3,153,664.0,40,40
7,3,195,681.0,1,40
8,4,272,690.0,40,40
9,4,337,783.0,1,40
10,4,306,789.5,40,40
11,3,202,590.5,1,40
12,3,246,772.5,40,40
13,3,328,691.0,1,40
14,4,306,745.0,40,40
15,3,246,824.0,1,40
16,4,342,709.5,40,40
17,4,305,584.5,1,40
18,4,375,669.0,40,40
19,4,367,815.0,1,40
20,4,294,693.0,40,40
21,4,327,782.0,1,40
22,4,303,818.5,40,40
23,4,245,838.0,1,40
24,4,390,716.5,40,40
25,3,342,609.0,1,40
26,3,276,769.0,40,40
27,4,280,579.5,1,40
28,3,294,806.0,40,40
29,4,225,725.0,1,40
30,3,300,651.0,40,40
31,4,266,816.5,1,40
32,4,288,780.5,40,40
33,4,388,559.0,1,40
34,3,264,632.5,40,40
35,4,264,570.0,1,40
36,4,390,757.5,40,40
37,4,328,741.5,1,40
38,4,273,784.0,40,40
39,4,288,660.5,1,40
40,4,299,703.5,40,40
41,3,278,780.5,1,40
42,4,343,753.0,40,40
43,4,525,611.5,1,40
44,4,307,647.5,40,40
45,4,331,746.0,1,40
46,4,195,527.5,40,40
47,4,278,721.5,1,40
48,4,412,655.0,40,40
49,4,411,724.5,1,40
50,3,282,580.0,40,40
51,3,218,765.5,1,40
52,3,207,677.5,40,40
53,4,193,596.0,1,40
54,4,490,758.0,40,40
55,3,302,623.0,1,40
56,4,279,780.0,40,40
57,4,411,733.5,1,40
58,4,402,568.0,40,40
59,4,356,614.0,1,40
60,4,262,573.0,40,40
61,4,325,791.0,1,40
62,4,273,737.5,40,40
63,4,322,798.5,1,40
64,3,341,733.0,40,40
65,2,129,645.0,1,40
66,4,281,529.0,40,40
67,4,454,746.0,1,40
68,4,285,589.0,40,40
69,4,480,694.5,1,40
