"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","113",1
"2","193",2
"3","101",3
"4","111",4
"5","119",5
"6","107",6
"7","117",7
"8","105",8
"9","171",8
"10","147",9
"11","139",10
"12","161",10
"13","155",11
"14","187",12
"15","103",13
"16","157",13
"17","129",14
"18","177",14
"19","127",15
"20","149",16
"21","163",16
"22","175",17
"23","167",18
"24","153",19
"25","121",20
"27","183",21
"28","197",21
"29","131",22
"26","137",22
"30","169",23
"31","189",23
"32","115",24
"34","181",24
"35","109",25
"33","143",25
"36","133",26
"37","191",26
"40","179",27
"38","151",27
"41","159",28
"39","165",28
"42","185",28
"43","145",29
"44","125",30
"46","173",31
"45","195",31
"47","199",31
"48","123",32
"49","170",32
"50","141",33
"51","135",34
"52","152",34
"54","188",35
"53","106",36
"57","186",36
"55","112",37
"56","132",38
"60","174",38
"59","138",39
"58","102",40
"71","136",41
"69","130",42
"61","104",43
"85","190",43
"67","126",44
"77","162",44
"84","180",45
"62","108",46
"70","134",46
"63","110",47
"74","148",47
"86","192",47
"73","146",48
"80","168",49
"76","160",50
"83","178",51
"81","172",52
"82","176",52
"79","166",53
"72","142",54
"78","164",54
"64","114",55
"87","198",55
"75","156",56
"66","124",57
"95","81",57
"89","122",58
"94","196",59
"90","140",60
"65","118",60
"68","128",60
"92","150",60
"91","144",61
"93","158",61
"97","1",62
"101","7",62
"88","116",62
"100","61",62
"104","77",62
"106","89",62
"107","9",62
"108","95",62
"98","45",63
"99","49",63
"109","63",63
"103","75",63
"111","5",63
"102","71",63
"105","85",63
"113","97",63
"110","83",63
"112","17",64
"116","21",65
"117","35",65
"118","41",65
"119","67",65
"120","69",65
"121","79",65
"122","91",65
"125","99",65
"124","15",66
"130","3",66
"126","31",66
"127","43",66
"128","13",67
"129","27",67
"131","53",68
"132","19",69
"133","33",69
"134","39",69
"135","55",69
"136","57",69
"137","11",70
"138","51",70
"139","93",70
"140","59",71
"141","73",71
"142","65",72
"96","182",72
"144","29",72
"145","23",73
"115","184",73
"146","25",73
"114","120",73
"147","37",73
"123","200",73
"148","87",73
"143","194",73
"149","47",73
"150","154",74
"168","4",75
"189","78",75
"196","90",76
"199","96",76
"172","46",77
"166","36",78
"198","94",78
"163","30",79
"165","34",80
"190","8",81
"176","54",82
"162","28",83
"156","18",84
"157","2",85
"179","6",85
"191","80",85
"152","100",86
"153","12",86
"200","98",86
"195","88",87
"194","86",88
"155","16",89
"160","24",89
"188","76",89
"161","26",90
"177","56",91
"180","60",91
"193","84",91
"151","10",92
"154","14",92
"159","22",92
"164","32",92
"167","38",92
"169","40",92
"170","42",92
"173","48",92
"174","50",92
"175","52",92
"178","58",92
"181","62",92
"182","64",92
"183","66",92
"184","68",92
"186","72",92
"187","74",92
"192","82",92
"197","92",92
"158","20",93
"171","44",93
"185","70",93
